電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局,備註
RW136,仁武區,大灣里,高雄市仁武區大灣里仁雄路486之7號,"22.673531423820407, 120.3330809997369",1,788.0,仁武分局,
RW137,仁武區,八卦里,高雄市仁武區八卦里八德一路384巷37號,"22.692501105727633, 120.33398945822047",1,281.0,仁武分局,
RW138,仁武區,灣內里,高雄市仁武區灣內里仁雅街58號,"22.67608707816394, 120.35552480813385",1,473.0,仁武分局,
RW139,仁武區,竹後里,高雄市仁武區竹後里鳳仁路399號,"22.71870752702309, 120.33348690059259",1,105.0,仁武分局,
RW140,仁武區,仁武里,高雄市仁武區仁武里中正路80號,"22.701094386260227, 120.34773508720275",1,1138.0,仁武分局,
RW141,仁武區,仁武里,高雄市仁武區仁武里工業二路2號,"22.701232882505543, 120.34475391950768",1,90.0,仁武分局,
RW142,仁武區,竹後里,高雄市仁武區竹後里竹東路32號,"22.706889709522248, 120.33954339755084",1,54.0,仁武分局,
RW143,仁武區,灣內里,高雄市仁武區灣內里澄合一街27號,"22.676847266400525, 120.3523126049794",1,98.0,仁武分局,
RW144,仁武區,竹後里,高雄市仁武區竹後里安樂四街81號,"22.707286802665816, 120.34625470753708",1,1777.0,仁武分局,
RW145,仁武區,竹後里,高雄市仁武區竹後里竹工3巷40號,"22.713991997338212, 120.33173404569392",1,302.0,仁武分局,
RW146,仁武區,灣內里,高雄市仁武區灣內里仁山街52號,"22.67649063858668, 120.35588582553255",1,123.0,仁武分局,
RW147,仁武區,灣內里,高雄市仁武區灣內里仁山街52號,"22.676585782771028, 120.3559012572024",1,143.0,仁武分局,
RW148,仁武區,考潭里,高雄市仁武區考潭里仁心路博愛巷6弄1號,"22.68495838960117, 120.36833489734101",1,1676.0,仁武分局,
RW149,仁武區,文武里,高雄市仁武區文武里中正路451號,"22.713010663252927, 120.35339922179735",1,666.0,仁武分局,
RW150,仁武區,仁慈里,高雄市仁武區仁慈路35巷62號,"22.670603526604562, 120.35957395177537",1,684.0,仁武分局,
RW151,仁武區,竹後里,高雄市仁武區竹後里鳳仁路397號,"22.717863262535918, 120.33389540451921",1,161.0,仁武分局,
RW152,仁武區,高楠里,高雄市仁武區高楠里高楠公路36號,"22.698509991033593, 120.32310242852365",1,193.0,仁武分局,
RW153,仁武區,灣內里,高雄市仁武區灣內里仁忠路176號,"22.67978990271585, 120.35474273395137",1,335.0,仁武分局,
RW154,仁武區,八卦里,高雄市仁武區八卦里永新四街181號,"22.68536285779095, 120.33371140875737",1,2892.0,仁武分局,
RW155,仁武區,八卦里,高雄市仁武區八卦里永仁街102巷11號,"22.682083134538818, 120.33067432138387",1,893.0,仁武分局,
RW156,仁武區,八卦里,高雄市仁武區八卦里永仁街106-136號,"22.682212325444613, 120.33089560741534",1,964.0,仁武分局,
RW157,仁武區,仁武里,高雄市仁武區仁武里中正路94號,"22.701538862313893, 120.34919345022078",1,524.0,仁武分局,
RW158,仁武區,竹後里,高雄市仁武區竹後里竹楠路250號,"22.71026513959142, 120.33468845944131",1,696.0,仁武分局,
RW159,仁武區,竹後里,高雄市仁武區竹後里鳳仁路299之2號,"22.70862943887811, 120.34042123296449",1,402.0,仁武分局,
RW160,仁武區,竹後里,高雄市仁武區竹後里鳳仁路299之3號,"22.708554483445173, 120.34036551576932",1,323.0,仁武分局,
RW161,仁武區,仁武里,高雄市仁武區仁武里中正路94號,"22.70140962331853, 120.34846428704192",1,1199.0,仁武分局,
RW162,仁武區,竹後里,高雄市仁武區竹後里鳳仁路373號,"22.71550272563603, 120.33586879803866",1,31.0,仁武分局,
RW163,仁武區,烏林里,高雄市仁武區烏林里仁心路310號,"22.69357826202504, 120.37288220957839",1,348.0,仁武分局,
RW164,仁武區,高楠里,高雄市仁武區高楠里高楠公路36號,"22.69845922420958, 120.32316107306418",1,376.0,仁武分局,
RW165,仁武區,竹後里,高雄市仁武區竹後里水管路95號,"22.70642817702354, 120.32619375929819",1,871.0,仁武分局,
RW166,仁武區,仁和里,高雄市仁武區仁和里鳳仁路15之6號,"22.70440650715978, 120.34239208127497",1,506.0,仁武分局,
RW167,仁武區,赤山里,高雄市仁武區赤山里仁雄路98號,"22.681147576403042, 120.35331382523434",1,528.0,仁武分局,
RW168,仁武區,烏林里,高雄市仁武區烏林里林森巷23號,"22.69807746483802, 120.373271097927",1,344.0,仁武分局,
RW169,仁武區,文武里,"高雄市仁武區文武里水管路三段69巷69號 (有2棟)","22.707493880447835, 120.35606371235814",1,333.0,仁武分局,
RW170,仁武區,文武里,"高雄市仁武區文武里水管路三段69巷69號 (有2棟)","22.707477079243287, 120.35558980811102",1,333.0,仁武分局,
RW171,仁武區,五和里,"高雄市仁武區五和里永昌一街72號 (有2棟)","22.691636435153853, 120.33011797517678",1,980.0,仁武分局,
RW172,仁武區,五和里,"高雄市仁武區五和里永昌一街72號 (有2棟)","22.69169208872398, 120.32999732935588",1,533.0,仁武分局,
RW173,仁武區,仁武里,高雄市仁武區仁武里中正路137號,"22.701912203314542, 120.349443624597",1,301.0,仁武分局,
RW174,仁武區,八卦里,高雄市仁武區八卦里澄德路23號,"22.683405075545593, 120.34532166786495",1.2.,1634.0,仁武分局,
RW175,仁武區,八卦里,高雄市仁武區八卦里京吉三路103號,"22.684472703463737, 120.34218477662878",1.2.,668.0,仁武分局,
RW176,仁武區,大灣里,高雄市仁武區大灣里大智二街160號,"22.676854680893204, 120.3389943921351",1,75.0,仁武分局,
RW177,仁武區,竹後里,高雄市仁武區竹後里竹楠路51號,"22.712320005256643, 120.33686419525228",1,202.0,仁武分局,
RW178,仁武區,大灣里,高雄市仁武區大灣里大豐街172號,"22.674168700054548, 120.33728062177578",1.2.,487.0,仁武分局,
RW179,仁武區,八卦里,高雄市仁武區八卦里八德西路2015號,"22.68912099377976, 120.3383322174191",1,17.0,仁武分局,
RW180,仁武區,赤山里,高雄市仁武區赤山里慈惠八街130號,"22.67407912212801, 120.35260668133891",2,390.0,仁武分局,
RW181,仁武區,灣內里,高雄市仁武區灣內里名光街72號,"22.686599549325674, 120.34979761959559",1.2.,480.0,仁武分局,
RW182,仁武區,赤山里,高雄市仁武區赤山里澄仁西街263號,"22.680079912442526, 120.34243618027263",1,268.0,仁武分局,
RW183,仁武區,五和里,高雄市仁武區五和里八德北路728號,"22.692897152066205, 120.33740595174682",1.2.,261.0,仁武分局,
RW184,仁武區,八卦里,高雄市仁武區八卦里京吉二路39號,"22.683971758534803, 120.343918418361",1,739.0,仁武分局,
RW185,仁武區,八卦里,高雄市仁武區八卦里八德東路188號,"22.68565207440792, 120.34247869046077",1.2.,803.0,仁武分局,
RW186,仁武區,灣內里,高雄市仁武區灣內里名湖街161號,"22.68604839176893, 120.3473056522955",1,353.0,仁武分局,
RW187,仁武區,八卦里,高雄市仁武區八卦里同和路12號,"22.692555228045812, 120.334259777174",1.2.,383.0,仁武分局,
RW188,仁武區,赤山里,高雄市仁武區赤山里勇全路102號,"22.672793442808544, 120.34548562474707",1.2.,788.0,仁武分局,
RW189,仁武區,八卦里,高雄市仁武區八卦里八德南路177號,"22.672305043020295, 120.34301917582432",1.2.3.,527.0,仁武分局,
RW190,仁武區,赤山里,高雄市仁武區赤山里仁勇路516號,"22.671030230335763, 120.34724296163441",1.2.3.,871.0,仁武分局,
RW191,仁武區,八卦里,高雄市仁武區八卦里京吉二路192號,"22.68295070816612, 120.34104200875096",1.2.3.,704.0,仁武分局,
RW192,仁武區,高楠里,高雄市仁武區高楠里霞海中街23號,"22.688209903917947, 120.32422591114513",1,6380.0,仁武分局,
RW193,仁武區,赤山里,高雄市仁武區赤山里赤誠街152號,"22.67426754040996, 120.34556832643514",1,235.0,仁武分局,
RW194,仁武區,八卦里,高雄市仁武區八卦里八德南路117號,"22.683179423818736, 120.33979771091983",1.2.3.,361.0,仁武分局,
RW195,仁武區,八卦里,高雄市仁武區八卦里八德東路232號,"22.68579897073675, 120.34297083085922",1,1630.0,仁武分局,
RW196,仁武區,大灣里,高雄市仁武區大灣里勇全路236號,"22.674191381989242, 120.34165986701315",1.2.,450.0,仁武分局,
RW197,仁武區,八卦里,高雄市仁武區八卦里京文街92號,"22.68069076443392, 120.3343087136827",1.2.3.,914.0,仁武分局,
RW198,仁武區,大灣里,高雄市仁武區大灣里大春街178號,"22.67634306395816, 120.33426710073226",1,3197.0,仁武分局,
RW199,仁武區,八卦里,高雄市仁武區八卦里北屋北街169號,"22.682106720093607, 120.33497620833792",1.2.3.,1201.0,仁武分局,
RW200,仁武區,大灣里,高雄市仁武區大灣里仁孝路407巷52號,"22.674726771590215, 120.34340104051738",1.2.3.,692.0,仁武分局,
NS001,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路36號,"22.65877549757438, 120.3609537688026",1,1381.0,仁武分局,
NS002,鳥松區,大華里,高雄市鳥松區大華里山腳路21號,"22.6536564023867, 120.34462576415469",1,48.0,仁武分局,
NS003,鳥松區,大華里,高雄市鳥松區大華里山腳路23號,"22.653696968453062, 120.34464443032327",1,48.0,仁武分局,
NS004,鳥松區,大華里,高雄市鳥松區大華里圓山路7之10號,"22.65250782258643, 120.34676929581295",1,127.0,仁武分局,
NS005,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路39號,"22.651977494452247, 120.34956823953523",1,793.0,仁武分局,
NS006,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路29之63號,"22.6574566016292, 120.35987048002653",1,1391.0,仁武分局,
NS007,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路29之273號,"22.65739003970486, 120.35986559480149",1,479.0,仁武分局,
NS008,鳥松區,仁美里,高雄市鳥松區仁美里學堂路2之1號,"22.65814280063221, 120.39419104634747",1,48.0,仁武分局,
NS009,鳥松區,大華里,高雄市鳥松區大華里球場路168號,"22.657518735609145, 120.34101353162383",1,49.0,仁武分局,
NS010,鳥松區,大華里,高雄市鳥松區大華里圓山路1之8號,"22.65118102738762, 120.34751805242341",1,27.0,仁武分局,
NS011,鳥松區,大華里,高雄市鳥松區大華里圓山路1之9號,"22.651140858523025, 120.347426418357",1,14.0,仁武分局,
NS012,鳥松區,大華里,高雄市鳥松區大華里圓山路1之10號,"22.651098575494977, 120.34732714811841",1,14.0,仁武分局,
NS013,鳥松區,大華里,高雄市鳥松區大華里圓山路1之11號,"22.65106052075859, 120.34721718723875",1,22.0,仁武分局,
NS014,鳥松區,大華里,高雄市鳥松區大華里圓山路1號,"22.651258895208006, 120.34739303198928",1,176.0,仁武分局,
NS015,鳥松區,大華里,高雄市鳥松區大華里圓山路1之7號,"22.651111643931124, 120.34749627265475",1,109.0,仁武分局,
NS016,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路涵碧巷13號,"22.65924561972685, 120.36060904918695",1,268.0,仁武分局,
NS017,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123號,"22.649004445183213, 120.35517009574977",1,111.0,仁武分局,
NS018,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123號,"22.649735363362772, 120.35614481274153",1,811.0,仁武分局,
NS019,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤南路42號,"22.652172268128425, 120.34960305216404",1,129.0,仁武分局,
NS020,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123之3號,"22.65018293321235, 120.35681175680305",1,2361.0,仁武分局,
NS021,鳥松區,大華里,高雄市鳥松區大華里圓山路25號,"22.655477156006736, 120.34483759526734",1,111.0,仁武分局,
NS022,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123之4號,"22.64983806856644, 120.35750514633216",1,1268.0,仁武分局,
NS023,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123號,"22.64928596063284, 120.35435665560216",1,22831.0,仁武分局,
NS024,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123之1號,"22.649000749804287, 120.35653222681775",1,1340.0,仁武分局,
NS025,鳥松區,大華里,高雄市鳥松區大華里圓山路2號,"22.65690160969702, 120.34425853353805",1.2.,2497.0,仁武分局,
NS026,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路27之66號,"22.657720572124507, 120.35974966952247",1,777.0,仁武分局,
NS027,鳥松區,鳥松里,高雄市鳥松區鳥松里大仁北路10號,"22.66313072626904, 120.36245621165571",1,230.0,仁武分局,
NS028,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.648995884540383, 120.34942600517476",1,1518.0,仁武分局,
NS029,鳥松區,大華里,高雄市鳥松區大華里澄明街200號,"22.650925460451788, 120.3391087766417",1,363.0,仁武分局,
NS030,鳥松區,大華里,高雄市鳥松區大華里球場路2號,"22.654891881586064, 120.33532635462795",1,1845.0,仁武分局,
NS031,鳥松區,鳥松里,高雄市鳥松區鳥松里文海街12號之1,"22.66220197844352, 120.35976274435349",2,884.0,仁武分局,
NS032,鳥松區,大華里,高雄市鳥松區大華里球場路138之1號,"22.657250542036895, 120.33979692193542",1,69.0,仁武分局,
NS033,鳥松區,鳥松里,高雄市鳥松區鳥松里松埔北巷11之217號,"22.665813693056425, 120.37155442326392",1,1459.0,仁武分局,
NS034,鳥松區,鳥松里,高雄市鳥松區鳥松里松埔北巷9之40號,"22.670395854441054, 120.37910382410324",1,947.0,仁武分局,
NS035,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路32號,"22.65359885385725, 120.35533174686503",1,362.0,仁武分局,
NS036,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.64916051488673, 120.34983131275358",1,432.0,仁武分局,
NS037,鳥松區,大華里,高雄市鳥松區大華里本館路46巷3弄3號,"22.65112677000111, 120.34227750817954",1,1032.0,仁武分局,
NS038,鳥松區,大華里,高雄市鳥松區大華里本館路46巷4弄2號,"22.651221451036545, 120.34234389285314",1,727.0,仁武分局,
NS039,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路123之6號,"22.647749051208237, 120.35811830704222",1,9593.0,仁武分局,
NS040,鳥松區,大華里,高雄市鳥松區大華里圓山路2之12號,"22.656999485702677, 120.3441095831553",1,388.0,仁武分局,
NS041,鳥松區,仁美里,高雄市鳥松區仁美里美山路77巷27號,"22.64521795377523, 120.38464210039085",1,50.0,仁武分局,
NS042,鳥松區,大華里,高雄市鳥松區大華里本館路19號,"22.649021059542708, 120.34470913264666",1,383.0,仁武分局,
NS043,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路115號,"22.652996000864036, 120.35861455685739",1,2899.0,仁武分局,
NS044,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路117號,"22.652121510265275, 120.35799321344624",1,3569.0,仁武分局,
NS045,鳥松區,鳥松里,高雄市鳥松區鳥松里松埔北巷4之181號,"22.666207120771336, 120.37196008855861",1,2661.0,仁武分局,
NS046,鳥松區,鳥松里,高雄市鳥松區鳥松里大仁東路18號,"22.66111120260611, 120.36288451650087",1,574.0,仁武分局,
NS047,鳥松區,夢裡里,高雄市鳥松區夢裡里濱湖路323號,"22.66474698069585, 120.35695182083259",2,4219.0,仁武分局,
NS048,鳥松區,鳥松里,高雄市鳥松區鳥松里中正路177巷1之3號,"22.656232103901917, 120.36467860719185",1,1330.0,仁武分局,
NS049,鳥松區,鳥松里,高雄市鳥松區鳥松里大仁南路77號,"22.660341138011407, 120.36142735568514",1,477.0,仁武分局,
NS050,鳥松區,鳥松里,高雄市鳥松區鳥松里大仁南路77號,"22.660413675259196, 120.3611509901171",1,1630.0,仁武分局,
NS051,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.651233764765387, 120.34984611871982",2,852.0,仁武分局,
NS052,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.651338601752894, 120.3498016667905",1,1454.0,仁武分局,
NS053,鳥松區,夢裡里,高雄市鳥松區夢裡里明湖路100號,"22.66595532957537, 120.35399926276837",3,1457.0,仁武分局,
NS054,鳥松區,夢裡里,高雄市鳥松區夢裡里育英街109巷15號,"22.666537452916508, 120.35903061752157",1,1312.0,仁武分局,
NS055,鳥松區,夢裡里,高雄市鳥松區夢裡里明湖路89之19號,"22.66537367421869, 120.35421647224426",1,9115.0,仁武分局,
NS056,鳥松區,夢裡里,高雄市鳥松區夢裡里澄湖路208巷1號,"22.664891775251647, 120.35322920055287",3.4.,9487.0,仁武分局,
NS057,鳥松區,夢裡里,高雄市鳥松區夢裡里澄湖路123巷6號,"22.66731790279742, 120.35578152421647",1,3488.0,仁武分局,
NS058,鳥松區,夢裡里,高雄市鳥松區夢裡里濱湖路302號,"22.664205552022253, 120.35760144603887",1,1026.0,仁武分局,
NS059,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.65050404643975, 120.34947385992125",2,985.0,仁武分局,
NS060,鳥松區,夢裡里,高雄市鳥松區夢裡里澄湖路217號B,"22.665308776927144, 120.35313276693614",1,3510.0,仁武分局,
NS061,鳥松區,大華里,高雄市鳥松區大華里圓山路33號,"22.657368739049563, 120.34299187475146",2.3.,4504.0,仁武分局,
NS062,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路31號,"22.648406154890353, 120.35359435247668",1,2007.0,仁武分局,
NS063,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路23巷11號,"22.658106413694906, 120.36179782041233",1,804.0,仁武分局,
NS064,鳥松區,大華里,高雄市鳥松區大華里圓山北路13號,"22.658208572319214, 120.34157798159872",2,1380.0,仁武分局,
NS065,鳥松區,大華里,高雄市鳥松區大華里和盛東街13號,"22.652823646423993, 120.34271395921098",1.2.,1070.0,仁武分局,
NS066,鳥松區,大華里,高雄市鳥松區大華里和盛街28號,"22.652459900286427, 120.34177292548114",1,557.0,仁武分局,
NS067,鳥松區,大華里,高雄市鳥松區大華里和盛東街21號,"22.65371178007711, 120.3429395386528",1,1427.0,仁武分局,
NS068,鳥松區,大華里,高雄市鳥松區大華里圓山路31號,"22.6569512874327, 120.34344339872214",1.2.3.,1296.0,仁武分局,
NS069,鳥松區,大華里,高雄市鳥松區大華里圓山北路9號,"22.658013558237062, 120.34196285896635",2,908.0,仁武分局,
NS070,鳥松區,鳥松里,高雄市鳥松區鳥松里澄清路840號,"22.651477735901672, 120.34957358081776",1,1501.0,仁武分局,
NS071,鳥松區,大華里,高雄市鳥松區大華里本館路76之1號,"22.652634874178254, 120.34007495444627",1,536.0,仁武分局,
NS072,鳥松區,夢裡里,高雄市鳥松區夢裡里明湖路82號,"22.66540815997807, 120.35498922007751",1,1236.0,仁武分局,
NS073,鳥松區,鳥松里,高雄市鳥松區鳥松里大埤路127號,"22.64945479636894, 120.35286892491959",2,5794.0,仁武分局,
NS074,鳥松區,夢裡里,高雄市鳥松區夢裡里澄湖路192號,"22.66734457084613, 120.35488974894822",1,1262.0,仁武分局,
NS075,鳥松區,大華里,高雄市鳥松區大華里大華路37號,"22.651727695482275, 120.34352431682092",1.2.,4826.0,仁武分局,
NS076,鳥松區,大華里,高雄市鳥松區大華里澄明街208號之1,"22.651357099078933, 120.33855484300925",1,3138.0,仁武分局,
NS077,鳥松區,鳥松里,高雄市鳥松區鳥松里公園路1號,"22.65710120756931, 120.35949701484584",1.2.3.,1730.0,仁武分局,
RW211,仁武區,灣內里,高雄市仁武區灣內里名山10街165號,"22.688059085128305, 120.3462133400583",1.2,2863.0,仁武分局,
RW212,仁武區,八卦里,高雄市仁武區八卦里八德東路236號,"22.685869786349198, 120.34298859772858",1.2.3,12243.0,仁武分局,
