電腦編號(強制),建築物名稱(強制),類別(強制),村里別(強制),地址(強制),經緯度(強制),地下層樓數(強制),通知列管文號(非強制),建築執照文號(非強制),使用執照文號(非強制),建築層數(強制),基層面積(非強制),附建面積(非強制),容量(強制),自用(強制),活動人口(強制),兼作停車場(強制),分局別(強制),所別(強制)
HQA00401,公寓,公寓,,苗栗縣頭份市建國里7鄰永安街80號,"24.694927512966277, 120.91530405143696",1.0,77年7月12日建管字第50610號,,,2.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,頭份派出所
HQA00402,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路36號,"24.694835680041752, 120.91455956987647",1.0,78年11月30日建管字第120689號,,,3.0,30.0,31.0,41.0,28.0,13.0,無,頭份分局,頭份派出所
HQA00403,大樓,大樓,,苗栗縣頭份市建國里6鄰三民街30號,"24.695898282983624, 120.9143707619405",1.0,83年8月15日建管字第82452號,,,6.0,800.0,875.0,1166.0,816.0,350.0,無,頭份分局,頭份派出所
HQA00404,台玻公司,公司,,苗栗縣頭份市廣興里中華路200號,"24.665724782078733, 120.8822360126598",1.0,72年9月9日建都字第33244號,,,1.0,86.0,90.0,120.0,84.0,36.0,無,頭份分局,尖山派出所
HQA00405,尖山派出所,,,苗栗縣頭份市廣興里中華路160號,"24.664823684021112, 120.88127736848482",1.0,86年7月31日苗份警防字第0014號,,,3.0,70.0,70.0,93.0,65.0,28.0,無,頭份分局,尖山派出所
HQA00406,台灣日酸股份有限公司,公司,,苗栗縣頭份市蘆竹里16鄰中華路438巷12號,"24.673046203123654, 120.89152432902131",1.0,77年3月2日建都字第14914號,,,2.0,60.0,60.0,80.0,56.0,24.0,無,頭份分局,尖山派出所
HQA00407,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路221號,"24.67583081081068, 120.88482185314496",1.0,74年5月2日建都字第36267號,,,2.0,80.0,80.0,106.0,74.0,32.0,無,頭份分局,尖山派出所
HQA00408,上銀光電股份有限公司,公司,,苗栗縣頭份市蘆竹里中華路442之1號,"24.676163150479226, 120.8953103819373",1.0,78年6月2日建都字第53943號,,,2.0,2000.0,2000.0,2666.0,1866.0,800.0,無,頭份分局,尖山派出所
HQA00409,美日還淨股份有限公司,公司,,苗栗縣頭份市蘆竹里中華路213-31號,"24.6738577278518, 120.88752118594488",1.0,76年6月16日建都字第509256號,,,2.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,尖山派出所
HQA00411,上銀光電股份有限公司,公司,,苗栗縣頭份市蘆竹里中華路442之1號,"24.676163150479226, 120.8953103819373",1.0,78年3月11日建都字第21635號,,,2.0,350.0,335.0,446.0,312.0,134.0,無,頭份分局,尖山派出所
HQA00413,大得電線電纜股份有限公司,公司,,苗栗縣頭份市濫坑里2鄰尖豐路783巷15號,"24.640951452350663, 120.8840600162035",1.0,74年4月15日建都字第28549號,,,1.0,27.0,22.0,29.0,20.0,9.0,無,頭份分局,尖山派出所
HQA00414,龍秀特殊鋼股份有限公司,公司,,苗栗縣頭份市濫坑里2鄰尖豐路783巷17弄5號,"24.641336415692656, 120.88464769659936",1.0,74年6月2日建都字第47422號,,,1.0,27.0,22.0,29.0,20.0,9.0,無,頭份分局,尖山派出所
HQA00415,澤名公司,公司,,苗栗縣頭份市尖山里12鄰尖豐路206巷87號,"24.66115919265815, 120.8790252838247",1.0,73年5月10日建都字第32656號,,,2.0,100.0,94.0,125.0,87.0,38.0,無,頭份分局,尖山派出所
HQA00416,擇名公司,公司,,苗栗縣頭份市尖山里12鄰尖豐路206巷89號,"24.66105764079503, 120.87883411081496",1.0,78年12月27日建營字第131684號,,,2.0,100.0,91.0,121.0,84.0,37.0,無,頭份分局,尖山派出所
HQA00417,互川工業公司,公司,,苗栗縣頭份市尖山里8鄰尖豐路561號,"24.647519573266894, 120.88431582615448",1.0,86年7月31日苗份警防字第0014號,,,1.0,30.0,27.0,36.0,25.0,11.0,無,頭份分局,尖山派出所
HQA00418,大華金屬公司,公司,,苗栗縣頭份市尖下里15鄰尖豐路631號,"24.645482614243953, 120.88410836848445",1.0,70年9月3日建都字第78509號,,,2.0,160.0,160.0,213.0,149.0,64.0,無,頭份分局,尖山派出所
HQA00419,大華金屬公司,公司,,苗栗縣頭份市尖下里15鄰尖豐路631號,"24.645482614243953, 120.88410836848445",1.0,86年7月31日苗份警防字第0015號,,,2.0,250.0,261.0,348.0,243.0,105.0,無,頭份分局,尖山派出所
HQA00420,辰鶯陶瓷公司,公司,,苗栗縣頭份市尖山里南港1之10號,"24.643167487734345, 120.88140316451299",1.0,74年7月8日建都字第59864號,,,1.0,60.0,52.0,69.0,48.0,21.0,無,頭份分局,尖山派出所
HQA00421,光和耐火公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路932號,"24.63933009181398, 120.88231032615438",1.0,67年3月17日建都字第13383號,,,1.0,280.0,300.0,400.0,280.0,120.0,無,頭份分局,尖山派出所
HQA00422,錦華玻璃公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路828號,"24.64219278533138, 120.88292150896943",1.0,67年3月17日建都字第13383號,,,1.0,50.0,50.0,66.0,46.0,20.0,無,頭份分局,尖山派出所
HQA00423,錦華玻璃公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路828號,"24.64219278533138, 120.88292150896943",1.0,67年3月17日建都字第13383號,,,1.0,50.0,50.0,66.0,46.0,20.0,無,頭份分局,尖山派出所
HQA00424,錦華玻璃公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路828號,"24.64219278533138, 120.88292150896943",1.0,68年3月17日建都字第12902號,,,1.0,90.0,91.0,121.0,84.0,37.0,無,頭份分局,尖山派出所
HQA00425,錦華玻璃公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路828號,"24.64219278533138, 120.88292150896943",1.0,67年3月17日建都字第13383號,,,1.0,50.0,52.0,69.0,48.0,21.0,無,頭份分局,尖山派出所
HQA00426,鼎大公司,公司,,苗栗縣頭份市濫坑里13鄰尖豐路1034巷32號,"24.633952741516275, 120.88272989609554",1.0,74年10月24日建都字第91877號,,,1.0,250.0,243.0,324.0,226.0,98.0,無,頭份分局,尖山派出所
HQA00427,儒億科技公司,公司,,苗栗縣頭份市濫坑里8鄰尖豐路1152號,"24.633192472784668, 120.88310896607754",1.0,69年12月13日建都字第112760號,,,1.0,50.0,52.0,69.0,48.0,21.0,無,頭份分局,尖山派出所
HQA00428,公寓,公寓,,苗栗縣頭份市濫坑里4鄰42號之1,"24.638600751980583, 120.89196000480455",1.0,75年5月5日建都字第40476號,,,1.0,50.0,49.0,65.0,45.0,20.0,無,頭份分局,尖山派出所
HQA00429,公寓,公寓,,苗栗縣頭份市蘆竹里永貞路1段209號,"24.676620771901778, 120.88410768110577",1.0,86年7月31日苗份警防字第0017號,,,2.0,50.0,48.0,64.0,44.0,20.0,無,頭份分局,尖山派出所
HQA00434,正乾模具公司,,,苗栗縣頭份市蘆竹里工業路31號,"24.67376406317059, 120.88666762794664",1.0,86年7月31日苗份警防字第0018號,,,1.0,35.0,36.0,48.0,33.0,15.0,無,頭份分局,尖山派出所
HQA00435,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路277號,"24.677823984355065, 120.88400910853471",1.0,70年1月29日建都字第112982號,,,4.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,尖山派出所
HQA00436,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路87號,"24.672562919632064, 120.88332716523632",1.0,71年6月7日建都字第63469號,,,2.0,50.0,49.0,65.0,45.0,20.0,無,頭份分局,尖山派出所
HQA00437,宇仁醫療器材科技股份有限公司,公司,,苗栗縣頭份市蘆竹里蘆竹路172號,"24.67377870023094, 120.88413981052828",1.0,71年6月7日建都字第63470號,,,2.0,70.0,70.0,93.0,65.0,28.0,無,頭份分局,尖山派出所
HQA00438,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路273號,"24.67729714370666, 120.88427208866835",1.0,76年4月18日建都字第28241號,,,3.0,20.0,22.0,29.0,20.0,9.0,無,頭份分局,尖山派出所
HQA00439,九宇科技有限公司,公司,,苗栗縣頭份市蘆竹里永貞路一段219巷16號,"24.67725587507082, 120.88374508604281",1.0,78年5月24日建管字第49766號,,,1.0,40.0,43.0,57.0,39.0,18.0,無,頭份分局,尖山派出所
HQA00440,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路52-8號,查無地址,1.0,78年5月24日建都字第49763號,,,1.0,80.0,76.0,101.0,70.0,31.0,無,頭份分局,尖山派出所
HQA00441,公寓,公寓,,苗栗縣頭份市蘆竹里蘆竹路80號,查無地址,1.0,78年6月7日建管字第54099號,,,4.0,150.0,144.0,192.0,134.0,58.0,無,頭份分局,尖山派出所
HQA00442,竹祥工業有限公司,公司,,苗栗縣頭份市蘆竹里永貞路一段77巷28號,"24.672805268771466, 120.8820211503321",1.0,78年6月26日建管字第63629號,,,3.0,120.0,115.0,153.0,107.0,46.0,無,頭份分局,尖山派出所
HQA00443,亞美耐熱公司,公司,,苗栗縣頭份市蘆竹里工業路17號,"24.673489348642224, 120.88770597634904",1.0,78年11月1日建管字第109025號,,,1.0,80.0,78.0,104.0,72.0,32.0,無,頭份分局,尖山派出所
HQA00444,長城米碾米廠,公司,,苗栗縣頭份市蘆竹里蘆竹路53-2號,"24.67211237440795, 120.88698453089155",1.0,78年11月15日建管字第112804號,,,2.0,120.0,121.0,161.0,112.0,49.0,無,頭份分局,尖山派出所
HQA00445,憲忠工業社,公司,,苗栗縣頭份市蘆竹里永貞路一段181巷53號,"24.676493216010723, 120.88188576839799",1.0,80年7月11日建管字第70802號,,,2.5,44.0,45.0,60.0,42.0,18.0,無,頭份分局,尖山派出所
HQA00446,建代工業社,公司,,苗栗縣頭份市蘆竹里永貞路一段181巷51號,"24.676493216010723, 120.88188576839799",1.0,80年7月11日建管字第70801號,,,2.5,45.0,44.0,58.0,40.0,18.0,無,頭份分局,尖山派出所
HQA00447,龍泰冶金工業股份有限公司,公司,,苗栗縣頭份市蘆竹里永貞路一段181巷42號,"24.67669967165523, 120.88202839983813",1.0,85年5月29日建管字第51813號,,,2.0,200.0,195.0,260.0,182.0,78.0,無,頭份分局,尖山派出所
HQA00448,萬宇誘電股份有限公司,公司,,苗栗縣頭份市上埔里4鄰中正一路173巷29號,"24.68821744566926, 120.92974591363496",1.0,85年7月23日建管字第85827號,,,3.0,85.0,84.0,112.0,78.0,34.0,無,頭份分局,斗坪派出所
HQA00449,,,,苗栗縣頭份市上埔里4鄰中正一路173巷17號,查無地址,1.0,73年5月10日建都字第32565號,,,3.0,120.0,120.0,160.0,112.0,48.0,無,頭份分局,斗坪派出所
HQA00450,公寓,公寓,,苗栗縣頭份市上埔里2鄰中正一路369號,"24.686058706116828, 120.93277014551856",1.0,68年10月1日建都字第77996號,,,3.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,斗坪派出所
HQA00451,,,,苗栗縣頭份市上埔里2鄰中正一路173巷17號,查無地址,1.0,68年9月6日警民字第20302號,,,3.0,62.0,47.0,62.0,43.0,19.0,無,頭份分局,斗坪派出所
HQA00452,斗煥郵局,郵局,,苗栗縣頭份市斗煥里2鄰中正二路157號,"24.681592727959046, 120.94482487289122",1.0,86年7月31日苗份警防字第0020號,,,2.0,100.0,94.0,125.0,87.0,38.0,無,頭份分局,斗坪派出所
HQA00453,公寓,公寓,,苗栗縣頭份市新華里下新店69號,查無地址,1.0,78年11月20日建管字第116747號,,,3.0,650.0,647.0,862.0,603.0,259.0,無,頭份分局,斗坪派出所
HQA00455,公寓,公寓,,苗栗縣頭份市新華里崎仔頭368號,查無地址,1.0,72年2月23日建都字第15101號,,,2.0,35.0,35.0,46.0,32.0,14.0,無,頭份分局,斗坪派出所
HQA00456,公寓,公寓,,苗栗縣頭份市新華里14鄰中正一路186號,"24.686274897477638, 120.92852845628927",1.0,70年4月21日建都字第26063號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,斗坪派出所
HQA00457,年興,已拆除,,苗栗縣頭份市新華里14鄰中正一路200號,,1.0,77年11月7日建都字第105953號,,,3.0,400.0,392.0,522.0,365.0,157.0,無,頭份分局,斗坪派出所
HQA00458,,,,苗栗縣頭份市新華里13鄰崎仔頭313號,查無地址,1.0,78年4月11日建管字第27547號,,,3.0,60.0,57.0,76.0,53.0,23.0,無,頭份分局,斗坪派出所
HQA00459,公寓,公寓,,苗栗縣頭份市新華里10鄰中正一路15號,"24.687096070685243, 120.92474663149433",1.0,78年1月27日建管字第7112號,,,3.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,斗坪派出所
HQA00460,公寓,公寓,,苗栗縣頭份市新華里10鄰中正一路39號,"24.687018228669295, 120.9253348926986",1.0,77年12月28日建管字第120701號,,,2.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,斗坪派出所
HQA00461,公寓,公寓,,苗栗縣頭份市新華里11鄰中正一路28號,"24.686998432049556, 120.92481545542296",1.0,72年9月9日建都字第77244號,,,2.0,50.0,55.0,73.0,51.0,22.0,無,頭份分局,斗坪派出所
HQA00462,公寓,公寓,,苗栗縣頭份市新華里11鄰中正一路24號,"24.687033438884246, 120.92466729775268",1.0,72年9月9日建都字第77244號,,,2.0,80.0,85.0,113.0,79.0,34.0,無,頭份分局,斗坪派出所
HQA00463,公寓,公寓,,苗栗縣頭份市新華里12鄰中正一路58號,"24.686864994382848, 120.92537099590649",1.0,71年11月24日建都字第92225號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,斗坪派出所
HQA00466,公寓,公寓,,苗栗縣頭份市新華里10鄰中正一路43號,"24.687199842034715, 120.9254285554231",1.0,70年11月26日建都字第10329號,,,2.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,斗坪派出所
HQA00467,公寓,公寓,,苗栗縣頭份市新華里10鄰中正一路29號,"24.68736198997267, 120.92508689775272",1.0,71年3月13日建都字第17361號,,,2.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,斗坪派出所
HQA00469,民宅,,,苗栗縣頭份市興隆里下坪23號之25,查無地址,1.0,77年2月11建管字第12699號,,,2.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,斗坪派出所
HQA00470,黃阿錦,,,苗栗縣頭份市興隆里8鄰下坪23號之26,查無地址,1.0,77年5月6日建管字第35662號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,斗坪派出所
HQA00471,黃雙文,,,苗栗縣頭份市興隆里興埔街262號,查無地址,1.0,73年3月2日建都字第13098號,,,2.0,140.0,132.0,176.0,123.0,53.0,無,頭份分局,斗坪派出所
HQA00472,台電公司南湖變電所,公司,,苗栗縣頭份市興隆里7鄰興埔街362號,"24.707892366011183, 120.93629897636772",1.0,73年3月21日建都字第13876號,,,2.0,272.0,272.0,362.0,253.0,109.0,無,頭份分局,斗坪派出所
HQA00473,台電公司南湖變電所,公司,,苗栗縣頭份市興隆里興埔街364號,"24.707892366011183, 120.93629897636772",1.0,72年12月19日建都字第104357號,,,2.0,45.0,45.0,60.0,42.0,18.0,無,頭份分局,斗坪派出所
HQA00474,友椿實業公司,公司,,苗栗縣頭份市流東里16鄰信德路128號,"24.68927430638171, 120.96057424186718",1.0,76年2月5日建管字第6341號,,,2.0,100.0,107.0,142.0,99.0,43.0,無,頭份分局,斗坪派出所
HQA00475,華仕德科技,公司,,苗栗縣頭份市流東里11鄰老崎5號之29,"24.684983711134677, 120.9549898225183",1.0,77年4月15日建管字第31496號,,,3.0,80.0,83.0,110.0,77.0,33.0,無,頭份分局,斗坪派出所
HQA00476,,,,苗栗縣頭份市後庄里16鄰信義路595巷59弄5號,查無地址,1.0,84年7月19日建管字第83107號,,,4.0,2000.0,2181.0,2908.0,2035.0,873.0,有,頭份分局,頭份派出所
HQA00482,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路670號,"24.70004128718653, 120.89133261140901",1.0,86年7月31日苗份警防字第0021號,,,2.0,20.0,22.0,29.0,20.0,9.0,無,頭份分局,頭份派出所
HQA00483,公寓,公寓,,苗栗縣頭份市後庄里2鄰信義路731巷5號,"24.700036534374995, 120.88908373230821",1.0,86年7月31日苗份警防字第0023號,,,2.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00484,公寓,公寓,,苗栗縣頭份市後庄里2鄰光華北路130號,"24.69777530102866, 120.88852870187121",1.0,86年7月31日苗份警防字第0023號,,,2.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00485,公寓,公寓,,苗栗縣頭份市後庄里2鄰信義路731巷7號,"24.7000204541041, 120.8890915759365",1.0,86年7月31日苗份警防字第0024號,,,2.0,20.0,19.0,25.0,17.0,8.0,無,頭份分局,頭份派出所
HQA00486,,,,苗栗縣頭份市後庄里5鄰信義路624號,查無地址,1.0,72年2月23日建都字第15101號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00487,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路650號,"24.6990146639507, 120.89158547005506",1.0,72年2月23日建都字第15101號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00488,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路646號,"24.698904166565704, 120.89156252262198",1.0,72年2月23日建都字第15101號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00489,公寓,公寓,,苗栗縣頭份市後庄里2鄰光華北路130號,"24.69777530102866, 120.88852870187121",1.0,72年6月20日建都字第47129號,,,3.0,25.0,26.0,34.0,23.0,11.0,無,頭份分局,頭份派出所
HQA00490,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路640號,"24.6987506557956, 120.89165376564664",1.0,72年2月23日建都字第15102號,,,2.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,頭份派出所
HQA00491,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路648號,"24.69891184209924, 120.89154562576554",1.0,72年2月23日建都字第15101號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00492,公寓,公寓,,苗栗縣頭份市後庄里16鄰信義路537號,"24.697411197208726, 120.89319827560479",1.0,72年12月19日建都字第104357號,,,2.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00493,公寓,公寓,,苗栗縣頭份市後庄里5鄰信義路600號,"24.698091952302168, 120.89200484277987",1.0,75年5月15日建都字第36910號,,,2.0,20.0,22.0,29.0,20.0,9.0,無,頭份分局,頭份派出所
HQA00494,公寓,公寓,,苗栗縣頭份市後庄里7鄰永貞路三段17號,"24.694960646681913, 120.8851712767336",1.0,75年9月17日建管字第80964號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00495,大樓,大樓,,苗栗縣頭份市合興里3鄰復興街40號,"24.69573540563168, 120.8944742882968",1.0,83年1月17日建管字第139577號,,,9.0,500.0,579.0,772.0,540.0,232.0,無,頭份分局,頭份派出所
HQA00496,公寓,公寓,,苗栗縣頭份市後庄里信義路445號,"24.696476882032723, 120.89598641776038",1.0,85年7月15日建管字第065348號,,,4.0,300.0,286.0,381.0,266.0,115.0,無,頭份分局,頭份派出所
HQA00497,,,,苗栗縣頭份市後庄里德光新村1之38號,查無地址,1.0,86年7月31日苗份警防字第0025號,,,3.0,200.0,200.0,266.0,186.0,80.0,無,頭份分局,頭份派出所
HQA00498,公寓,公寓,,苗栗縣頭份市後庄里2鄰信義路732號,"24.700639191998707, 120.89019974289258",1.0,70年9月3日建都字第78509號,,,5.0,75.0,75.0,100.0,70.0,30.0,無,頭份分局,頭份派出所
HQA00499,公寓,公寓,,苗栗縣頭份市東庄里1鄰自強路97號,"24.68852319140161, 120.90921901035227",1.0,70年1月7日建都字第116052號,,,2.0,30.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00500,公寓,公寓,,苗栗縣頭份市東庄里1鄰自強路101號,"24.688502732208363, 120.90938458892434",1.0,71年11月24日建都字第92225號,,,3.0,45.0,45.0,60.0,42.0,18.0,無,頭份分局,頭份派出所
HQA00501,公寓,公寓,,苗栗縣頭份市東庄里2鄰雙十街27號,"24.68795888520153, 120.90877054104025",1.0,76年1月5日建都字第722號,,,3.0,60.0,66.0,88.0,61.0,27.0,無,頭份分局,頭份派出所
HQA00502,公寓,公寓,,苗栗縣頭份市東庄里2鄰雙十街23號,"24.687811640888444, 120.90879289686029",1.0,76年1月17日建都字第3539號,,,3.0,60.0,60.0,80.0,56.0,24.0,無,頭份分局,頭份派出所
HQA00503,為恭醫院-仁愛院區,醫院,,苗栗縣頭份市東庄里2鄰仁愛路116號,"24.687507, 120.908176",1.0,78年5月25日建管字第49854號,,,11.0,1200.0,1289.0,1718.0,1202.0,516.0,有,頭份分局,頭份派出所
HQA00504,公寓,公寓,,苗栗縣頭份市東庄里3鄰雙十街95號,"24.689652841307133, 120.90799508151636",1.0,71年5月25日建都字第42996號,,,3.0,35.0,36.0,48.0,33.0,15.0,無,頭份分局,頭份派出所
HQA00506,公寓,公寓,,苗栗縣頭份市東庄里4鄰仁愛路166號,"24.68924569391511, 120.90754925268028",1.0,78年10月27日建管字第04462號,,,2.0,40.0,38.0,50.0,35.0,15.0,無,頭份分局,頭份派出所
HQA00507,公寓,公寓,,苗栗縣頭份市東庄里4鄰自強路112巷38號,"24.688829127755646, 120.9079307545324",1.0,83年1月18日建管字第141734號,,,2.0,120.0,124.0,165.0,115.0,50.0,無,頭份分局,頭份派出所
HQA00508,公寓,公寓,,苗栗縣頭份市東庄里4鄰自強路112巷38號,"24.688829127755646, 120.9079092968604",1.0,82年5月18日建管字第47266號,,,2.0,210.0,217.0,289.0,202.0,87.0,無,頭份分局,頭份派出所
HQA00509,,,,苗栗縣頭份市東庄里東庄58之1號,查無地址,1.0,86年7月31日苗份警防字第0026號,,,1.0,250.0,250.0,333.0,233.0,100.0,無,頭份分局,頭份派出所
HQA00510,杏林大樓,大樓,,苗栗縣頭份市東庄里中央路2號,"24.687434285340125, 120.90700126090917",1.0,80年10月29日建管字第116078號,,,12.0,700.0,697.0,929.0,650.0,279.0,有,頭份分局,頭份派出所
HQA00511,公寓,公寓,,苗栗縣頭份市東庄里11鄰雙十街3巷120號,"24.68939903790792, 120.9058220815164",1.0,79年4月6日建管字第18522號,,,2.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,頭份派出所
HQA00512,公寓,公寓,,苗栗縣頭份市東庄里12鄰雙十街3巷263號,"24.688986290568202, 120.90868383918828",1.0,72年9月9日建都字第77244號,,,2.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00513,公寓,公寓,,苗栗縣頭份市東庄里13鄰雙十街116號,"24.68965318936831, 120.90845791220443",1.0,71年9月15日建都字第77928號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00514,公寓,公寓,,苗栗縣頭份市東庄里13鄰雙十街94號,"24.68895673497465, 120.90855246802438",1.0,72年12月9日建都字第104377號,,,2.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00515,公寓,公寓,,苗栗縣頭份市東庄里14鄰仁愛路135號,"24.688343236222497, 120.90750892384435",1.0,75年12月3日建都字第109113號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00516,公寓,公寓,,苗栗縣頭份市東庄里14鄰仁愛路141巷19號,"24.689027790493572, 120.90685380850026",1.0,82年9月18日建都字第100585號,,,6.0,400.0,393.0,524.0,366.0,158.0,有,頭份分局,頭份派出所
HQA00517,公寓,公寓,,苗栗縣頭份市東庄里16鄰信義路172號,"24.689750393085944, 120.90211506802433",1.0,77年7月25日建管字第69665號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00518,公寓,公寓,,苗栗縣頭份市東庄里17鄰和平路142號,"24.686857646118085, 120.90493052754832",1.0,86年7月31日苗份警防字第0027號,,,2.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,頭份派出所
HQA00519,宏恩醫院,醫院,,苗栗縣頭份市東庄里17鄰自強路214號,"24.68676734627353, 120.90556481035239",1.0,83年4月22日建管字第37523號,,,12.0,100.0,969.0,1292.0,904.0,388.0,有,頭份分局,頭份派出所
HQA00520,中華電信南庄服務中心,,,苗栗縣南庄鄉東村20鄰中正路147號之1,"24.60227244756783, 120.99974815627034",1.0,85年1月4日建管字第139458號,,,4.0,438.0,593.0,790.0,553.0,237.0,無,頭份分局,南庄分駐所
HQA00521,南庄鄉圖書館,,,苗栗縣南庄鄉東村20鄰中正路165號,"24.60418632543584, 121.00060975028657",1.0,80年6月15日建管字第63854號,,,3.0,111.0,147.0,196.0,137.0,59.0,無,頭份分局,南庄分駐所
HQA00522,大安電業公司,,,苗栗縣南庄鄉東村17鄰南庄94之2號,"24.60583856103761, 121.00280049245632",1.0,78年10月30日建管字第107588號,,,1.0,85.0,113.0,150.0,105.0,45.0,無,頭份分局,南庄分駐所
HQA00523,南庄鄉東村第二活動中心,,,苗栗縣南庄鄉東村4鄰大同路1號之1,"24.596898649937973, 121.00088336333377",1.0,74年10月24日建都字第91877號,,,1.0,64.0,125.0,166.0,116.0,50.0,無,頭份分局,南庄分駐所
HQA00524,南庄鄉菜市場,,,苗栗縣南庄鄉東村4鄰民生街13號,"24.598061402792077, 120.99913819737051",1.0,75年12月31日建都字第120400號,,,2.0,766.0,289.0,385.0,269.0,116.0,無,頭份分局,南庄分駐所
HQA00527,中華電信三灣服務中心,,,苗栗縣三灣鄉三灣村中正路225號,"24.65494984465448, 120.95646523559692",1.0,74年3月2日建都字第13095號,,,3.0,400.0,381.0,508.0,355.0,153.0,無,頭份分局,三灣分駐所
HQA00528,百庄實業股份有限公司,,,苗栗縣三灣鄉三灣村19鄰三灣34號,"24.659571394771692, 120.96325025736111",1.0,70年2月2日建都字第9325號,,,3.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,三灣分駐所
HQA00529,三灣鄕公所,,,苗栗縣三灣鄉三灣村親民路13號之1,"24.653150603320647, 120.956619217469",1.0,86年7月31日苗份警防字第0029號,,,2.0,35.0,35.0,46.0,32.0,14.0,無,頭份分局,三灣分駐所
HQA00530,三灣鄕圖書館,,,苗栗縣三灣鄉三灣村親民17號,"24.65288981175734, 120.95655262444593",1.0,78年10月13日建管字第102794號,,,2.0,135.0,132.0,176.0,123.0,53.0,無,頭份分局,三灣分駐所
HQA00531,三灣鄉民代表會,,,苗栗縣三灣鄉三灣村文化街36號,"24.65337713240915, 120.95659722265314",1.0,70年6月18日建都字第51320號,,,2.0,120.0,120.0,160.0,112.0,48.0,無,頭份分局,三灣分駐所
HQA00532,公寓,公寓,,苗栗縣頭份市頭份里8鄰民權街47號,查無地址,1.0,73年12月29日建都字第113245號,,,4.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,頭份派出所
HQA00534,公寓,公寓,,苗栗縣頭份市頭份里12鄰中正路274號,"24.687726333908966, 120.91335409871232",1.0,70年7月7日建都字第4262號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00535,公寓,公寓,,苗栗縣頭份市頭份里12鄰中正路280號,"24.687582148426078, 120.91251856802423",1.0,71年5月25日建都字第42996號,,,2.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00536,圓寶大樓,大樓,,苗栗縣頭份市頭份里8鄰中正路226號,"24.68775394815723, 120.9125844545323",1.0,73年12月29日建都字第113245號,,,7.0,450.0,475.0,633.0,443.0,190.0,無,頭份分局,頭份派出所
