電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局
SS8734,三民區,寶泰里,高雄市三民區壽昌路93號,"22.642766,120.333467",1,567.0,三民二分局
SS8756,三民區,寶玉里,高雄市三民區修武街21號,"22.645249,120.333161",1,158.0,三民二分局
SS8757,三民區,寶興里,高雄市三民區寶興路54之1號,"22.64436915,120.327728848313",2,4834.0,三民二分局
SS8762,三民區,寶安里,高雄市三民區九如一路540號,"22.639495,120.326438",3,1568.0,三民二分局
SS8763,三民區,寶安里,高雄市三民區大昌二路105號,"22.641414,120.331978",2,2283.0,三民二分局
SS8768,三民區,寶安里,高雄市三民區覺民路501號,"22.640592,120.331914",2,1593.0,三民二分局
SS8774,三民區,本武里,高雄市三民區大昌二路420巷15號,"22.649749291539607, 120.3325985004192",1,628.0,三民二分局
SS8775,三民區,寶玉里,高雄市三民區大豐二路353號,"22.646688,120.334208",3,900.0,三民二分局
SS8777,三民區,寶安里,高雄市三民區覺民路580號,"22.641097,120.329290",2,1373.0,三民二分局
SS8787,三民區,寶安里,高雄市三民區建武路78號,"22.64158,120.3291",2,1106.0,三民二分局
SS8796,三民區,寶安里,高雄市三民區九如一路506號,"22.639403,120.327459",1,300.0,三民二分局
SS8802,三民區,寶玉里,高雄市三民區皓東路76巷30號,"22.647487,120.332781",1,535.0,三民二分局
SS8809,三民區,寶德里,高雄市三民區義昌路60號,"22.641549,120.333873",2,389.0,三民二分局
SS8810,三民區,寶玉里,高雄市三民區大昌二路270號,"22.64647,120.332216",3,1075.0,三民二分局
SS8815,三民區,寶安里,高雄市三民區建武路76巷7弄16號,"22.641801,120.329667",2,1327.0,三民二分局
SS8828,三民區,寶泰里,高雄市三民區褒忠街155號,"22.64199,120.33289",2,596.0,三民二分局
SS8831,三民區,寶玉里,高雄市三民區皓東路107號,"22.648526,120.333015",2,393.0,三民二分局
SS8834,三民區,寶泰里,高雄市三民區壽昌路123號,"22.643322,120.333518",2,2145.0,三民二分局
SS8841,三民區,寶玉里,高雄市三民區春陽街52之3號,"22.648277,120.334213",2,1609.0,三民二分局
SS8845,三民區,寶安里,高雄市三民區正忠路32號,"22.64180151,120.330403742055",1,925.0,三民二分局
SS8852,三民區,寶興里,高雄市三民區大豐二路90號,"22.645945,120.328412",2,846.0,三民二分局
SS8858,三民區,寶泰里,高雄市三民區大昌二路102號,"22.643014,120.33231",3,1243.0,三民二分局
SS8863,三民區,寶安里,高雄市三民區九如一路510號,"22.639465,120.326933",1,740.0,三民二分局
SS8864,三民區,寶盛里,高雄市三民區教仁路50號,"22.637844,120.326211",2,2310.0,三民二分局
SS8865,三民區,寶興里,高雄市三民區大豐二路110號,"22.645842,120.328763",2,3790.0,三民二分局
SS8871,三民區,寶盛里,高雄市三民區九如一路617號,"22.639265,120.324761",1,943.0,三民二分局
SS8896,三民區,寶安里,高雄市三民區大昌二路76號,"22.642216,120.332392",1,2276.0,三民二分局
SS8900,三民區,寶安里,高雄市三民區大順二路60號,"22.640716,120.327726",2,2033.0,三民二分局
SS8925,三民區,本武里,高雄市三民區本武里大昌二路432巷38號,"22.650051,120.33232",1,1039.0,三民二分局
SS8930,三民區,寶安里,高雄市三民區大豐二路20號,"22.646321,120.326123",1,718.0,三民二分局
SS8947,三民區,寶安里,高雄市三民區建興路51號,"22.642049,120.330077",1,687.0,三民二分局
SS8950,三民區,寶德里,高雄市三民區覺民路285巷40號,"22.638128,120.336575",1,1629.0,三民二分局
SS8970,三民區,寶興里,高雄市三民區覺民路600號,"22.641174,120.328774",1,1114.0,三民二分局
SS8975,三民區,寶獅里,高雄市三民區九如一路239之1號,"22.637541433680664, 120.3362237553083",1,3111.0,三民二分局
SS8981,三民區,寶興里,高雄市三民區覺民路650號,"22.641548,120.32756",1,2548.0,三民二分局
SS8995,三民區,寶安里,高雄市三民區九如一路588號,"22.639634,120.325292",1,128.0,三民二分局
SS9000,三民區,寶興里,高雄市三民區建興路116號,"22.643148344751133, 120.32788715597498",1,351.0,三民二分局
SS9016,三民區,寶德里,"三民區覺民路351號 ","22.658065614112132, 120.32296670271934",3,2116.0,三民二分局
SS9021,三民區,寶盛里,"三民區有光路213號 ","22.637224928300817, 120.32974423155005",1、2、3,2844.0,三民二分局
SS8099,三民區,灣興里,高雄市三民區民族一路421號,"22.65500377843174, 120.31510322525195","  1 ",50.0,三民二分局
SS8103,三民區,安吉里,高雄市三民區永年街121巷54號,"22.643430981290944, 120.31700619641654","  1 ",42.0,三民二分局
SS8104,三民區,安吉里,高雄市三民區永年街121巷48號,"22.64332113675111, 120.31708024856698","  1 ",47.0,三民二分局
SS8109,三民區,安發里,高雄市三民區九如一路790號,"22.64000769099079, 120.32045523606992","  1 ",292.0,三民二分局
SS8202,三民區,灣興里,高雄市三民區灣興街55巷2號,"22.650778460615705, 120.31078591204441","  1 ",167.0,三民二分局
SS8157,三民區,灣華里,高雄市三民區建工路586號,"22.649825173412275, 120.3236216761975","  1 ",56.0,三民二分局
SS8163,三民區,安發里,高雄市三民區九如一路786號,"22.640066,120.320542","  1 ",71.0,三民二分局
SS8165,三民區,灣中里,高雄市三民區灣中街339巷1號,"22.649763,120.317181","  1 ",18.0,三民二分局
SS8176,三民區,灣中里,高雄市三民區灣中街276號,"22.649335,120.319156","  1 ",119.0,三民二分局
SS8177,三民區,灣興里,高雄市三民區灣興街61號,"22.65187069,120.311336725019","  1 ",839.0,三民二分局
SS8207,三民區,灣復里,高雄市三民區鼎山街618號,"22.650427,120.316841","  1 ",155.0,三民二分局
SS8209,三民區,正順里,高雄市三民區建德路5號,"22.648747,120.323095","  1 ",207.0,三民二分局
SS8219,三民區,寶中里,高雄市三民區大順二路173號,"22.642665,120.326534","  1 ",473.0,三民二分局
SS8224,三民區,安吉里,高雄市三民區慶雲街77號,"22.642111,120.31505","  1 ",162.0,三民二分局
SS8234,三民區,灣興里,高雄市三民區民族一路419號,"22.654917,120.315129","  1 ",166.0,三民二分局
SS8235,三民區,安吉里,高雄市三民區懷安街47號,"22.640566,120.319068","  1 ",1122.0,三民二分局
SS8270,三民區,寶龍里,高雄市三民區建興路21號,"22.64187,120.330772","  1 ",398.0,三民二分局
SS8277,三民區,安吉里,高雄市三民區延慶街114之3號,"22.642669,120.317598","  1 ",202.0,三民二分局
SS8279,三民區,安吉里,高雄市三民區永年街53號,"22.64149,120.317685","  1 ",589.0,三民二分局
SS8281,三民區,灣中里,高雄市三民區灣中街177號,"22.649148028722095, 120.32009090271427","  1 ",78.0,三民二分局
SS8282,三民區,灣中里,高雄市三民區建興路545號,"22.649191,120.320137","  1 ",22.0,三民二分局
SS8283,三民區,灣中里,高雄市三民區建興路541號,"22.649142,120.320169","  1 ",22.0,三民二分局
SS8284,三民區,灣中里,高雄市三民區建興路539號,"22.649069,120.320186","  1 ",22.0,三民二分局
SS8285,三民區,灣中里,高雄市三民區建興路535號,"22.6490448,120.320161468025","  1 ",45.0,三民二分局
SS8305,三民區,灣中里,高雄市三民區鼎山街661號,"22.648955,120.320217","  1 ",74.0,三民二分局
SS8306,三民區,灣中里,高雄市三民區鼎山街663號,"22.649585,120.316457","  1 ",74.0,三民二分局
SS8307,三民區,灣復里,高雄市三民區民族一路265巷6弄9號,"22.649557,120.316419","  1 ",41.0,三民二分局
SS8315,三民區,灣中里,高雄市三民區鼎山街579號,"22.651888,120.314229","  1 ",37.0,三民二分局
SS8317,三民區,正興里,高雄市三民區建工路757號,"22.65106,120.317406","  1 ",218.0,三民二分局
SS8318,三民區,正興里,高雄市三民區建工路715、717號,"22.647469,120.315577","  1 ",379.0,三民二分局
SS8319,三民區,灣中里,高雄市三民區鼎山街591號,"22.64767829,120.31660178032","  1 ",296.0,三民二分局
SS8320,三民區,寶中里,高雄市三民區建德路217號,"22.650818,120.317312","  1 ",20.0,三民二分局
SS8361,三民區,安發里,高雄市三民區平等路1巷7號,"22.644568,120.323766","  1 ",73.0,三民二分局
SS8362,三民區,灣復里,高雄市三民區民族一路288巷16號,"22.638476,120.320261","  1 ",23.0,三民二分局
SS8363,三民區,灣復里,高雄市三民區民族一路288巷14號,"22.649916,120.315703","  1 ",22.0,三民二分局
SS8364,三民區,灣復里,高雄市三民區民族一路288巷12號,"22.649953,120.315675","  1 ",21.0,三民二分局
SS8382,三民區,灣興里,高雄市三民區灣興街116號,"22.649971,120.315645","  1 ",106.0,三民二分局
SS8399,三民區,安發里,高雄市三民區延慶街80號,"22.653388,120.309742","  1 ",443.0,三民二分局
SS8402,三民區,灣興里,高雄市三民區民族一路201號,"22.642659,120.318879","  1 ",133.0,三民二分局
SS8403,三民區,灣興里,高雄市三民區民族一路199號,"22.648664,120.314597","  1 ",71.0,三民二分局
SS8404,三民區,灣興里,高雄市三民區民族一路197號,"22.648605,120.314594","  1 ",128.0,三民二分局
SS8406,三民區,正順里,高雄市三民區建興路392號,"22.648558,120.314601","  1 ",161.0,三民二分局
SS8416,三民區,正興里,高雄市三民區建工路685號,"22.647711,120.321826","  1 ",152.0,三民二分局
SS8418,三民區,寶中里,高雄市三民區大順二路255號,"22.647801,120.317308","  1 ",99.0,三民二分局
SS8422,三民區,安發里,高雄市三民區九如一路805號,"22.644938,120.325716","  2 ",565.0,三民二分局
SS8427,三民區,安發里,高雄市三民區懷安街175號,"22.639596,120.320564","  1 ",241.0,三民二分局
SS8433,三民區,寶中里,高雄市三民區義永路68巷8號,"22.640908,120.315803","  1 ",901.0,三民二分局
SS8447,三民區,正興里,高雄市三民區德山街35巷22號,"22.643058,120.324012","  1 ",649.0,三民二分局
SS8450,三民區,寶中里,高雄市三民區建德路191號,"22.64637,120.316321","  2 ",277.0,三民二分局
SS8452,三民區,正順里,高雄市三民區建德路40號,"22.644993,120.323843","  2 ",1075.0,三民二分局
SS8454,三民區,正順里,高雄市三民區建德路63號,"22.648295,120.322959","  2 ",521.0,三民二分局
SS8459,三民區,安發里,高雄市三民區平等路197號,"22.647991,120.324066","  1 ",1000.0,三民二分局
SS8460,三民區,寶中里,高雄市三民區大順二路147號,"22.64346,120.320164","  2 ",506.0,三民二分局
SS8461,三民區,安發里,高雄市三民區延吉街63巷36號之1,"22.64235578,120.326673771432","  2 ",2773.0,三民二分局
SS8469,三民區,灣復里,高雄市三民區鼎成街35號,"22.641601,120.318493","  2 ",2831.0,三民二分局
SS8471,三民區,寶中里,高雄市三民區大順二路183號,"22.652034,120.316782","  1 ",103.0,三民二分局
SS8473,三民區,寶龍里,高雄市三民區華德街39號,"22.642945,120.326431","  3 ",596.0,三民二分局
SS8474,三民區,灣中里,高雄市三民區灣中街154號,"22.6470691,120.323392726623","  1 ",105.0,三民二分局
SS8476,三民區,正興里,高雄市三民區建興路307號,"22.649539,120.320459","  3 ",10926.0,三民二分局
SS8486,三民區,灣中里,高雄市三民區灣中街243號,"22.649024669385263, 120.31898070991016","  1 ",222.0,三民二分局
SS8487,三民區,灣中里,高雄市三民區灣中街233號,"22.649035,120.318918","  1 ",367.0,三民二分局
SS8488,三民區,灣復里,高雄市三民區鼎華路185號,"22.649037,120.319064","  2 ",728.0,三民二分局
SS8491,三民區,正順里,高雄市三民區建工路431號,"22.652701,120.316325","  2 ",361.0,三民二分局
SS8493,三民區,安吉里,高雄市三民區民族一路76號,"22.649456,120.324119","  1 ",197.0,三民二分局
SS8496,三民區,安吉里,高雄市三民區民族一路78號,"22.642659,120.314608","  5 ",2681.0,三民二分局
SS8498,三民區,灣興里,高雄市三民區灣興街50巷6之1號,"22.642966,120.314642","  1 ",31.0,三民二分局
SS8500,三民區,正興里,高雄市三民區正興路61號,"22.652056,120.313333","  2 ",944.0,三民二分局
SS8514,三民區,灣復里,高雄市三民區鼎華路210號,"22.645336,120.321516","  1 ",530.0,三民二分局
SS8520,三民區,正順里,高雄市三民區大順二路417號,"22.652594,120.316695","  2 ",1039.0,三民二分局
SS8524,三民區,灣中里,高雄市三民區灣中街308號,"22.64824,120.324974","  1 ",1248.0,三民二分局
SS8533,三民區,灣中里,高雄市三民區民族一路208號,"22.649667,120.318573","  1 ",148.0,三民二分局
SS8544,三民區,灣中里,高雄市三民區灣中街203號,"22.647866,120.315154","  1 ",274.0,三民二分局
SS8545,三民區,灣中里,高雄市三民區灣中街256號,"22.649111,120.319625","  1 ",93.0,三民二分局
SS8556,三民區,灣興里,高雄市三民區民族一路373巷15號,"22.649391,120.319822","  1 ",71.0,三民二分局
SS8557,三民區,灣復里,高雄市三民區鼎華路196號,"22.65408,120.314618","  1 ",426.0,三民二分局
SS8559,三民區,正興里,高雄市三民區建元路3號,"22.652376,120.316472","  1 ",422.0,三民二分局
SS8561,三民區,灣復里,高雄市三民區鼎山街576號之1,"22.64768,120.317795","  2 ",861.0,三民二分局
SS8562,三民區,灣興里,高雄市三民區民族一路335巷43之1號,"22.65167639,120.317470925019","  1 ",574.0,三民二分局
SS8569,三民區,正興里,高雄市三民區建安街43巷2號,"22.653853,120.31348","  2 ",704.0,三民二分局
SS8573,三民區,正興里,高雄市三民區興昌街2號,"22.645401,120.319813","  1 ",2230.0,三民二分局
SS8577,三民區,正興里,高雄市三民區興昌街83巷15號,"22.646227,120.31881","  1 ",826.0,三民二分局
SS8586,三民區,寶龍里,高雄市三民區大順二路385號,"22.646187,120.317896","  3 ",1521.0,三民二分局
SS8597,三民區,正興里,高雄市三民區建和街4號,"22.648005,120.325135","  1 ",683.0,三民二分局
SS8598,三民區,灣華里,高雄市三民區大順二路731號,"22.645932,120.321932","  2 ",898.0,三民二分局
SS8601,三民區,灣華里,高雄市三民區莊敬路221號,"22.651637,120.321117","  1 ",1302.0,三民二分局
SS8609,三民區,灣中里,高雄市三民區莊敬路288號,"22.65097,120.319385","  2 ",392.0,三民二分局
SS8612,三民區,安發里,高雄市三民區平等路79號,"22.649991,120.318257","  1 ",58.0,三民二分局
SS8613,三民區,灣復里,高雄市三民區鼎華路163號,"22.640174,120.320674","  2 ",650.0,三民二分局
SS8618,三民區,灣復里,高雄市三民區鼎華路165號,"22.651948,120.315861","  2 ",750.0,三民二分局
SS8619,三民區,正興里,高雄市三民區建安街37號,"22.651841,120.31603","  2 ",1144.0,三民二分局
SS8622,三民區,正興里,高雄市三民區興昌街42號,"22.645644,120.319846","  2 ",3032.0,三民二分局
SS8623,三民區,灣復里,高雄市三民區灣復街34號,"22.65223398185886, 120.31672236758152","  1 ",269.0,三民二分局
SS8625,三民區,寶珠里,高雄市三民區大順二路470號,"22.649688,120.324854","  1 ",2105.0,三民二分局
SS8627,三民區,正興里,高雄市三民區覺民路850號,"22.644475,120.319682","  1 ",3291.0,三民二分局
