類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
供公眾使用建築物,FNA00249,東園里,新竹市東區東園里13鄰公園路67號,"24.7995604,120.9757039",166.0,第二分局,
一般住宅,FNA00250,東勢里,新竹市東區東勢里5鄰東明街10巷1號,"24.8070606,120.9878865",106.0,第二分局,
供公眾使用建築物,FNA00251,東園里,新竹市東區東園里13鄰公園路81號,"24.7995558,120.9757029",74.0,第二分局,
一般住宅,FNA00252,東園里,新竹市東區東園里4鄰東園街17號,"24.8031375,120.9845027",37.0,第二分局,
一般住宅,FNA00253,光復里,新竹市東區光復里光復路2段748號,"24.8007244,120.9885062",28.0,第二分局,
一般住宅,FNA00254,光復里,新竹市東區光復里水源街75號,"24.801439,120.9918661",73.0,第二分局,
一般住宅,FNA00255,光復里,新竹市東區光復里水源街77巷10號,"24.8016397,120.9914589",109.0,第二分局,
供公眾使用建築物,FNA00256,光復里,新竹市東區光復里水源街81號,"24.8020661,120.992206",138.0,第二分局,
一般住宅,FNA00257,文華里,新竹市東區文華里7鄰北大路10號,"24.8134972,120.9738832",560.0,第二分局,
公有建築物,FNA00258,東山里,新竹市東區東山里學府路20號,"24.7947004,120.9790574",36.0,第二分局,
一般住宅,FNA00259,光復里,新竹市東區光復里水源街77號,"24.8017445,120.9921515",106.0,第二分局,
一般住宅,FNA00260,東園里,新竹市東區東園里公園路1號,"24.797324,120.97693",34.0,第二分局,
一般住宅,FNA00261,東園里,新竹市東區東園里公園路34號,"24.799581,120.975652",21.0,第二分局,
一般住宅,FNA00262,東園里,新竹市東區東園里公園路20號,"24.8068557,120.9850064",32.0,第二分局,
一般住宅,FNA00263,東園里,新竹市東區東園里公園路38號,"24.7995697,120.975706",13.0,第二分局,
一般住宅,FNA00264,東園里,新竹市東區東園里公園路51號,"24.7995655,120.975705",33.0,第二分局,
一般住宅,FNA00265,東園里,新竹市東區東園里東園街65號,"24.8031375,120.9845027",93.0,第二分局,
一般住宅,FNA00266,東山里,新竹市東區東山里東山街11號,"24.7958222,120.9801849",93.0,第二分局,
一般住宅,FNA00267,東園里,新竹市東區東園里東園街81號,"24.8031375,120.9845027",64.0,第二分局,
一般住宅,FNA00268,水源里,新竹市東區水源里中華路一段119號,"24.8158263,120.9935624",13.0,第二分局,
一般住宅,FNA00269,水源里,新竹市東區水源里中華路一段125號,"24.8154274,120.9931789",121.0,第二分局,
一般住宅,FNA00270,水源里,新竹市東區水源里17鄰中華路一段135號,"24.8154026,120.9931369",74.0,第二分局,
一般住宅,FNA00271,水源里,新竹市東區水源里中華路一段164號,"24.8150916,120.9923308",10.0,第二分局,
一般住宅,FNA00272,水源里,新竹市東區水源里中華路1段251號,"24.8126358,120.9895966",20.0,第二分局,
一般住宅,FNA00273,綠水里,新竹市東區綠水里20鄰東光路17號,"24.8017632,120.9868355",40.0,第二分局,
一般住宅,FNA00274,光復里,新竹市東區光復里東勢街81號,"24.8049097,120.9909526",88.0,第二分局,
一般住宅,FNA00275,光復里,新竹市東區光復里東勢街81號,"24.8049097,120.9909526",817.0,第二分局,
一般住宅,FNA00276,光復里,新竹市東區光復里6鄰東勢街82號,"24.8049392,120.9907887",1365.0,第二分局,
公有建築物,FNA00277,東山里,新竹市東區東山里學府路20號,"24.7946779,120.9790915",317.0,第二分局,
一般住宅,FNA00278,東園里,新竹市東區東園里13鄰公園路3-62號,"24.8066337,120.9853181",256.0,第二分局,
一般住宅,FNA00279,東山里,新竹市東區東山里7鄰東山街25號,"24.7961838,120.979801",54.0,第二分局,
公有建築物,FNA00280,建華里,新竹市東區建華里1鄰學府路4號,"24.7943066,120.9780354",120.0,第二分局,
一般住宅,FNA00281,東山里,新竹市東區東山里2鄰學府路105號,"24.7950188,120.9790258",30.0,第二分局,
一般住宅,FNA00282,東山里,新竹市東區東山里2鄰學府路101號,"24.7949301,120.9788608",30.0,第二分局,
一般住宅,FNA00283,建華里,新竹市東區建華里13學府路61巷17號,"24.7947428,120.9772149",92.0,第二分局,
供公眾使用建築物,FNA00284,東山里,新竹市東區東山里東山街235號,"24.798958,120.9775979",217.0,第二分局,
一般住宅,FNA00285,東山里,新竹市東區東山里21鄰東山街69號,"24.7973839,120.9788216",125.0,第二分局,
一般住宅,FNA00286,錦華里,新竹市東區錦華里5鄰世界街31號,"24.8099933,120.9716235",136.0,第二分局,
一般住宅,FNA00287,武功里,新竹市東區武功里1鄰建中一路10號,"24.800767,120.9939936",44223.0,第二分局,
公有建築物,FNA00288,東山里,新竹市東區東山里1鄰學府路20號,"24.7946779,120.9790915",872.0,第二分局,
一般住宅,FNA00289,東山里,新竹市東區東山里2鄰學府路153號,"24.7953709,120.980078",34.0,第二分局,
一般住宅,FNA00290,東山里,新竹市東區東山里21鄰東山街61號,"24.7972373,120.97891",317.0,第二分局,
一般住宅,FNA00291,東山里,新竹市東區東山里4鄰東山街34號,"24.7963388,120.9799804",54.0,第二分局,
一般住宅,FNA00292,東山里,新竹市東區東山里21鄰東山街65號,"24.7973166,120.9788745",97.0,第二分局,
公有建築物,FNA00293,建華里,新竹市東區建華里1鄰學府路4號,"24.7943066,120.9780354",173.0,第二分局,
供公眾使用建築物,FNA00294,東山里,新竹市東區東山里9鄰東山街135號,"24.7982805,120.9781364",421.0,第二分局,
一般住宅,FNA00295,武功里,新竹市東區武功里建中路30號,"24.800561,120.9947225",27274.0,第二分局,
一般住宅,FNA00296,綠水里,新竹市東區綠水里20鄰東光路23號,"24.801818,120.9868258",28.0,第二分局,
一般住宅,FNA00297,東園里,新竹市東區東園里東園街79號,"24.8030326,120.9845664",36.0,第二分局,
一般住宅,FNA00298,東園里,新竹市東區東園里13鄰公園路113號,"24.7995455,120.9757006",24.0,第二分局,
一般住宅,FNA00299,東勢里,新竹市東區東勢里東明街10弄2號,"24.8070606,120.9878865",28.0,第二分局,
一般住宅,FNA00300,東勢里,新竹市東區東勢里東明街102號,"24.804712,120.9878527",85.0,第二分局,
一般住宅,FNA00301,綠水里,新竹市東區綠水里19鄰園後街21-24號,"24.8002232,120.9858815",308.0,第二分局,
一般住宅,FNA00302,東山里,新竹市東區東山里6鄰東山街15號,"24.7958397,120.9799432",89.0,第二分局,
一般住宅,FNA00303,東山里,新竹市東區東山里9鄰東山街97號,"24.7978505,120.9784783",41.0,第二分局,
一般住宅,FNA00304,綠水里,新竹市東區綠水里14鄰園後街43號,"24.7998228,120.9843562",82.0,第二分局,
一般住宅,FNA00305,東山里,新竹市東區東山里6鄰東山街1-11號,"24.798075,120.9781988",278.0,第二分局,
一般住宅,FNA00306,光復里,新竹市東區光復里6鄰東勢街81號,"24.8049097,120.9909526",140.0,第二分局,
一般住宅,FNA00307,光復里,新竹市東區光復里11鄰忠孝路55號,"24.8024204,120.9906721",72.0,第二分局,
一般住宅,FNA00308,東園里,新竹市東區東園里1鄰光復路二段637號,"24.8039825,120.9782326",98.0,第二分局,
一般住宅,FNA00309,東園里,新竹市東區東園里5鄰東園街107-109號,"24.8034839,120.9830269",54.0,第二分局,
一般住宅,FNA00310,東山里,新竹市東區東山里1鄰學府路26號,"24.7948292,120.9793037",130.0,第二分局,
一般住宅,FNA00311,東山里,新竹市東區東山里6鄰東山街19號,"24.7959689,120.9798683",54.0,第二分局,
公有建築物,FNA00312,東山里,新竹市東區東山里1鄰學府路20號,"24.7946779,120.9790915",258.0,第二分局,
一般住宅,FNA00313,東山里,新竹市東區東山里6鄰東山街17號,"24.7959222,120.9798907",52.0,第二分局,
一般住宅,FNA00314,前溪里,新竹市東區前溪里9鄰中華路一段164號,"24.8150867,120.9923386",32.0,第二分局,
公有建築物,FNA00315,綠水里,新竹市東區綠水里20鄰東光路2號,"24.8011262,120.9870903",720.0,第二分局,
一般住宅,FNA00316,東園里,新竹市東區東園里8鄰公園路111弄1號,"24.7995461,120.9757007",37.0,第二分局,
一般住宅,FNA00317,東勢里,新竹市東區東勢里8鄰公園路8號,"24.806948,120.9851754",186.0,第二分局,
一般住宅,FNA00318,綠水里,新竹市東區綠水里10鄰水源街43號,"24.8000589,120.9911588",197.0,第二分局,
一般住宅,FNA00319,東山里,新竹市東區東山里6鄰東山街3號,"24.795552,120.980185",110.0,第二分局,
一般住宅,FNA00321,東山里,新竹市東區東山里14鄰食品路155巷31號,"24.7964484,120.9772243",65.0,第二分局,
一般住宅,FNA00322,頂竹里,新竹市東區頂竹里21鄰食品路155巷6弄1-3號,"24.7968464,120.9764848",104.0,第二分局,
一般住宅,FNA00323,光復里,新竹市東區光復里11鄰忠孝路25號,"24.8014732,120.9902198",70.0,第二分局,
一般住宅,FNA00324,東山里,新竹市東區東山里6鄰東山街17號,"24.7959222,120.9798907",52.0,第二分局,
一般住宅,FNA00325,東山里,新竹市東區東山里6鄰東山街15號之2,"24.7958397,120.9799432",53.0,第二分局,
一般住宅,FNA00326,光復里,新竹市東區光復里11鄰忠孝路73號,"24.802888,120.9910829",38.0,第二分局,
一般住宅,FNA00327,公園里,新竹市東區公園里15鄰食品路2號,"24.8019953,120.982867",61.0,第二分局,
一般住宅,FNA00328,水源里,新竹市東區水源里17鄰中華路一段179號,"24.8145954,120.9921665",44.0,第二分局,
一般住宅,FNA00329,東園里,新竹市東區東園里6鄰光復路二段932號,"24.8032066,120.9809968",226.0,第二分局,
一般住宅,FNA00330,光復里,新竹市東區光復里2鄰東明街103號,"24.8045524,120.9881136",29.0,第二分局,
一般住宅,FNA00331,綠水里,新竹市東區綠水里8鄰東光路42巷21號,"24.8017144,120.9884196",80.0,第二分局,
一般住宅,FNA00332,東勢里,新竹市東區東勢里東勢街81號,"24.8049097,120.9909526",69.0,第二分局,
一般住宅,FNA00333,東山里,新竹市東區東山里9鄰食品路115巷3之3號,"24.7974629,120.9778405",104.0,第二分局,
一般住宅,FNA00334,建華里,新竹市東區建華里14鄰學府路61巷2弄13號,"24.7950147,120.9772579",170.0,第二分局,
一般住宅,FNA00335,東山里,新竹市東區東山里2鄰學府路83號,"24.79491,120.978357",352.0,第二分局,
一般住宅,FNA00336,東山里,新竹市東區東山里3鄰東山街16巷13號,"24.7960971,120.980835",94.0,第二分局,
一般住宅,FNA00337,東勢里,新竹市東區東勢里1鄰東光路60號,"24.8026361,120.9871687",665.0,第二分局,
一般住宅,FNA00338,水源里,新竹市東區水源里17鄰中華路一段157號,"24.8146766,120.9933296",122.0,第二分局,
一般住宅,FNA00339,光復里,新竹市東區光復里7鄰水源街151號,"24.806061,120.9956344",70.0,第二分局,
一般住宅,FNA00340,東園里,新竹市東區東園里5鄰東園街85號,"24.8028209,120.9851339",41.0,第二分局,
一般住宅,FNA00341,東園里,新竹市東區東園里5鄰東園街65號,"24.8029756,120.9847306",149.0,第二分局,
一般住宅,FNA00342,水源里,新竹市東區水源里17鄰中華路一段159號,"24.8146956,120.9931633",22.0,第二分局,
一般住宅,FNA00343,東山里,新竹市東區東山里21鄰東山街84.86號,"24.796,120.979813",62.0,第二分局,
一般住宅,FNA00344,光復里,新竹市東區光復里7鄰水源街153號,"24.8061777,120.9963476",34.0,第二分局,
一般住宅,FNA00345,光復里,新竹市東區光復里10鄰水源街51-3號,"24.8006526,120.9915228",32.0,第二分局,
公有建築物,FNA00346,建華里,新竹市東區建華里2鄰學府路2號,"24.7941111,120.9767425",585.0,第二分局,
一般住宅,FNA00347,光明里,新竹市東區光明里9鄰水源街20-1號,"24.798584,120.990506",132.0,第二分局,
一般住宅,FNA00348,光復里,新竹市東區光復里10鄰水源街77巷18號,"24.8015034,120.9909629",136.0,第二分局,
一般住宅,FNA00349,光復里,新竹市東區光復里10鄰水源街77巷16號,"24.801536,120.9911161",125.0,第二分局,
一般住宅,FNA00350,光復里,新竹市東區光復里11鄰忠孝路8號,"24.8044754,120.9853143",33.0,第二分局,
一般住宅,FNA00351,東園里,新竹市東區東園里12鄰自由路16巷1號,"24.8113401,120.9826356",162.0,第二分局,
一般住宅,FNA00352,東山里,新竹市東區東山里21鄰東山街51號,"24.796998,120.978952",180.0,第二分局,
一般住宅,FNA00353,前溪里,新竹市東區前溪里10鄰中華路一段74號,"24.8177247,120.9942979",62.0,第二分局,
一般住宅,FNA00354,東山里,新竹市東區東山里6鄰東山街17號-1,"24.7959222,120.9798907",37.0,第二分局,
一般住宅,FNA00355,東山里,新竹市東區東山里3鄰東山街18-1號,"24.7958478,120.9803899",44.0,第二分局,
一般住宅,FNA00356,綠水里,新竹市東區綠水里20鄰東光路15之1號,"24.8017138,120.9868732",74.0,第二分局,
一般住宅,FNA00357,綠水里,新竹市東區綠水里園後街24號,"24.8002233,120.9858917",183.0,第二分局,
公有建築物,FNA00358,東山里,新竹市東區東山里1鄰學府路36號,"24.794116,120.9819186",260.0,第二分局,
一般住宅,FNA00359,東園里,新竹市東區東園里12鄰自由路16巷19弄19號,"24.8121928,120.9825696",164.0,第二分局,
一般住宅,FNA00360,綠水里,新竹市東區綠水里10鄰水源街47號-1,"24.8007899,120.9913971",42.0,第二分局,
一般住宅,FNA00361,東勢里,新竹市東區東勢里8鄰忠孝路292號之1,"24.8055229,120.9861623",212.0,第二分局,
一般住宅,FNA00362,東山里,新竹市東區東山里1鄰學府路20號,"24.7946779,120.9790915",580.0,第二分局,
一般住宅,FNA00363,東園里,新竹市東區東園里中華路一段342巷4號,"24.8121155,120.9873527",42.0,第二分局,
一般住宅,FNA00364,東園里,新竹市東區東園里12鄰自由路44號,"24.811721,120.9820882",69.0,第二分局,
一般住宅,FNA00365,東園里,新竹市東區東園里8鄰八德路78號,"24.8047662,120.9826804",78.0,第二分局,
一般住宅,FNA00366,光復里,新竹市東區光復里1鄰東明街97號之1,"24.8048095,120.9881342",40.0,第二分局,
一般住宅,FNA00367,建華里,新竹市東區建華里14鄰學府路61巷2弄7號,"24.7950372,120.977706",73.0,第二分局,
一般住宅,FNA00368,東山里,新竹市東區東山里16鄰食品路139號,"24.797324,120.97693",36.0,第二分局,
一般住宅,FNA00369,東山里,新竹市東區東山里6鄰東山街3號,"24.795552,120.980185",74.0,第二分局,
一般住宅,FNA00370,東園里,新竹市東區東園里14鄰中華路二段33號,"24.8088365,120.9826966",224.0,第二分局,
一般住宅,FNA00371,東園里,新竹市東區東園里12鄰自由路56號,"24.8119164,120.9818477",70.0,第二分局,
一般住宅,FNA00372,東山里,新竹市東區東山里21鄰東山街89號,"24.7976901,120.9785644",36.0,第二分局,
一般住宅,FNA00373,東園里,新竹市東區東園里4鄰東園街17號,"24.8025755,120.9853548",26.0,第二分局,
一般住宅,FNA00374,光復里,新竹市東區光復里12鄰東明街209號,"24.8016389,120.9886723",37.0,第二分局,
一般住宅,FNA00375,前溪里,新竹市東區前溪里9鄰中華路一段164號,"24.8150867,120.9923386",22.0,第二分局,
一般住宅,FNA00376,東山里,新竹市東區東山里15鄰食品路115巷2號,"24.7975697,120.9774582",149.0,第二分局,
