類別,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)"
公寓,EMA00381,中正里,"24.991944,121.293695",1,1505.0,桃園分局,,,,,
公寓,EMA00382,中正里,"24.9937298,121.2939307",1,884.0,桃園分局,,,,,
公寓,EMA00383,中正里,"24.9915746,121.2937412",1,24.0,桃園分局,,,,,
公寓,EMA00385,中正里,"24.993089,121.293309",1,784.0,桃園分局,,,,,
公寓,EMA00408,文中里,"24.9948219,121.2917492",1,113.0,桃園分局,,,,,
公寓,EMA00409,中正里,"24.9934564,121.2927146",1,136.0,桃園分局,,,,,
公寓,EMA00410,中正里,"24.993416,121.29264",1,86.0,桃園分局,,,,,
公寓,EMA00411,中正里,"24.993065,121.292915",1,256.0,桃園分局,,,,,
公寓,EMA00412,中正里,"24.9934619,121.292682",1,90.0,桃園分局,,,,,
公寓,EMA00413,中正里,"24.9935699,121.2927644",1,97.0,桃園分局,,,,,
公寓,EMA00414,中正里,"24.993336,121.2926345",1,56.0,桃園分局,,,,,
大樓,EMA00415,文中里,"24.9937052,121.2911537",1、2、3,37.0,桃園分局,,,,,
公寓,EMA00416,文中里,"24.9937047,121.2911535",1,37.0,桃園分局,,,,,
公寓,EMA00417,文中里,"24.9932189,121.292637",1,26.0,桃園分局,,,,,
公寓,EMA00419,中正里,"24.9923019,121.296488",1,346.0,桃園分局,,,,,
公寓,EMA00421,中正里,"24.992612,121.2959467",1,48.0,桃園分局,,,,,
公寓,EMA00433,中正里,"24.9914579,121.2966365",1,52.0,桃園分局,,,,,
公寓,EMA00428,中正里,"24.991463,121.2958",1,149.0,桃園分局,,,,,
大樓,EMA01044,中正里,"24.9925699,121.296197",1、2,1244.0,桃園分局,,,,,
大樓,EMA01123,中正里,"24.9922973,121.2965482",1、2,2194.0,桃園分局,,,,,
公寓,EMA01287,中正里,"24.9910412,121.2959506",1,188.0,桃園分局,,,,,
大樓,EMA01122,中原里,"24.9876619,121.2950271",1、2,2633.0,桃園分局,,,,,
公寓,EMA00443,玉山里,"24.9893432,121.3013699",1,150.0,桃園分局,,,,,
公寓,EMA00418,中正里,"24.9917544,121.2967755",1,117.0,桃園分局,,,,,
公寓,EMA00420,中正里,"24.9931688,121.296725",1,666.0,桃園分局,,,,,
公寓,EMA00423,中正里,"24.9937418,121.2967997",1,36.0,桃園分局,,,,,
公寓,EMA00424,中正里,"24.9937491,121.296948",1,36.0,桃園分局,,,,,
公寓,EMA00425,中正里,"24.9939756,121.2969451",1,40.0,桃園分局,,,,,
公寓,EMA00426,中正里,"24.9939525,121.2970649",1,116.0,桃園分局,,,,,
公寓,EMA00427,中正里,"24.9938623,121.2978441",1,5.0,桃園分局,,,,,
公寓,EMA00429,中正里,"24.994315,121.2982447",1,8.0,桃園分局,,,,,
公寓,EMA00430,中正里,"24.994315,121.2982447",1,114.0,桃園分局,,,,,
大樓,EMA01377,光興里,"24.9923038,121.3012101",1、2,326.0,桃園分局,,,,,
大樓,EMA01395,光興里,"24.9919802,121.2997768",1、2、3,1256.0,桃園分局,,,,,
大樓,EMA01469,光興里,"24.9931923,121.2998669",1、2、3,2337.0,桃園分局,(機敏單位)警察單位,,,,
公寓,EMA00440,玉山里,"24.9879812,121.3023535",1,77.0,桃園分局,,,,,
公寓,EMA00442,玉山里,"24.9888977,121.3024455",1,474.0,桃園分局,,,,,
公寓,EMA00444,玉山里,"24.9878948,121.3022408",1,114.0,桃園分局,,,,,
公寓,EMA00445,玉山里,"24.9882379,121.3017626",1,45.0,桃園分局,,,,,
公寓,EMA00446,玉山里,"24.9912711,121.3035682",1,48.0,桃園分局,,,,,
公寓,EMA00447,泰山里,"24.9914088,121.3012546",1,72.0,桃園分局,,,,,
大樓,EMA00335,中平里,"24.9889073,121.2933105",1、2,106.0,桃園分局,,,,,
公寓,EMA00431,中平里,"24.9889144,121.2966871",1,89.0,桃園分局,,,,,
公寓,EMA01053,中平里,"24.988317,121.296514",1,332.0,桃園分局,,,,,
公寓,EMA00338,中平里,"24.9910455,121.2933334",1,40.0,桃園分局,,,,,
公寓,EMA00347,中山里,"24.9862392,121.2896871",1,782.0,桃園分局,,,,,
公寓,EMA01052,中山里,"24.9862392,121.2896871",1,992.0,桃園分局,,,,,
公寓,EMA01282,中山里,"24.9862392,121.2896871",1,581.0,桃園分局,,,,,
大樓,T97218,中原里,"24.9858582,121.2917095",1、2,2409.0,桃園分局,,,,,
公寓,EMA01046,中山里,"24.9863115,121.2931397",1,629.0,桃園分局,,,,,
公寓,EMA01284,中山里,"24.9869247,121.292185",1,1516.0,桃園分局,,,,,
公寓,T97324,中山里,"24.9860707,121.2931584",1,1057.0,桃園分局,,,,,
公寓,EMA00336,中山里,"24.9907891,121.2913228",1,93.0,桃園分局,,,,,
公寓,EMA00337,中平里,"24.9909181,121.2920351",1,200.0,桃園分局,,,,,
公寓,EMA00343,中山里,"24.9892106,121.2907303",1,644.0,桃園分局,,,,,
大樓,EMA00348,中山里,"24.9883262,121.2911558",1、2,2038.0,桃園分局,,,,,
公寓,EMA00432,中山里,"24.9900279,121.2918601",1,546.0,桃園分局,,,,,
大樓,EMA01162,中山里,"24.9904722,121.2903268",1、2、3,4308.0,桃園分局,,,,,
公寓,EMA00402,中路里,"24.9939819,121.289186",1,441.0,桃園分局,,,,,
公寓,EMA00394,中路里,"24.9906989,121.289436",1,89.0,桃園分局,,,,,
公寓,EMA00396,中路里,"24.9913339,121.2885925",1,726.0,桃園分局,,,,,
公寓,EMA01378,中路里,"24.9907951,121.2886569",1,641.0,桃園分局,,,,,
大樓,EMA01411,中路里,"24.9911834,121.2914322",1、2、3,3194.0,桃園分局,,,,,
公寓,EMA01250,泰山里,"24.9911215,121.2974253",1,416.0,桃園分局,,,,,
公寓,EMA01437,泰山里,"24.9895749,121.2960512",1,605.0,桃園分局,,,,,
大樓,EMA00339,中山里,"24.9876127,121.2926818",1、2、3,213.0,桃園分局,,,,,
公寓,EMA00401,中路里,"24.9932392,121.2883502",1,3357.0,桃園分局,,,,,
大樓,EMA01393,中原里,"24.9865373,121.297647",1、2,1377.0,桃園分局,,,,,
大樓,EMA01394,中原里,"24.9868521,121.2973747",1、2,1193.0,桃園分局,,,,,
公寓,EMA00403,豐林里,"24.9817413,121.306396",1,20.0,桃園分局,,,,,
公寓,EMA00454,福林里,"24.9801987,121.311172",1,349.0,桃園分局,,,,,
公寓,EMA00455,建國里,"24.986718,121.3181549",1,392.0,桃園分局,(機敏單位)電力機構,,,,
公寓,EMA00456,建國里,"24.989977,121.319431",1,558.0,桃園分局,,,,,
公寓,EMA00458,大豐里,"24.9796112,121.3162878",1,368.0,桃園分局,,,,,
公寓,EMA00459,大林里,"24.9711671,121.3234276",1,825.0,桃園分局,,,,,
公寓,EMA00460,雲林里,"24.9859665,121.3187083",1,234.0,桃園分局,,,,,
大樓,EMA00461,雲林里,"24.9840973,121.3186541",1、2,246.0,桃園分局,,,,,
公寓,EMA00462,雲林里,"24.9851709,121.318793",1,14.0,桃園分局,,,,,
公寓,EMA00463,大豐里,"24.9790427,121.3153723",1,153.0,桃園分局,,,,,
公寓,EMA00464,建國里,"24.9875854,121.3135817",1,52.0,桃園分局,,,,,
公寓,EMA00465,大豐里,"24.9847359,121.3128798",1,65.0,桃園分局,,,,,
公寓,EMA00466,大林里,"24.9721964,121.3230571",1,237.0,桃園分局,,,,,
公寓,EMA00467,豐林里,"24.9862579,121.3106992",1,64.0,桃園分局,,,,,
公寓,EMA00468,豐林里,"24.9863823,121.3074344",1,158.0,桃園分局,,,,,
公寓,EMA00469,豐林里,"24.985346,121.309621",1,57.0,桃園分局,,,,,
公寓,EMA00470,大豐里,"24.9795628,121.3133173",1,80.0,桃園分局,,,,,
公寓,EMA00471,豐林里,"24.9870596,121.3108668",1,22.0,桃園分局,,,,,
公寓,EMA00472,建國里,"24.9866331,121.3164699",1,82.0,桃園分局,,,,,
公寓,EMA00473,大豐里,"24.9818939,121.3149293",1,233.0,桃園分局,,,,,
公寓,EMA00474,大林里,"24.9743447,121.3239569",1,130.0,桃園分局,,,,,
公寓,EMA00476,大豐里,"24.9791689,121.3155294",1,32.0,桃園分局,,,,,
公寓,EMA00477,建國里,"24.9864472,121.321889",1,26.0,桃園分局,,,,,
公寓,EMA00478,福安里,"24.9831632,121.3109962",1,298.0,桃園分局,,,,,
公寓,EMA00480,大林里,"24.9731641,121.3238718",1,9.0,桃園分局,,,,,
公寓,EMA00481,建國里,"24.9888513,121.316426",1,298.0,桃園分局,,,,,
公寓,EMA00482,福安里,"24.9829798,121.3114129",1,172.0,桃園分局,,,,,
公寓,EMA00483,建國里,"24.989376,121.3208256",1,9.0,桃園分局,,,,,
公寓,EMA00484,豐林里,"24.982019,121.305546",1,13.0,桃園分局,,,,,
公寓,EMA00485,豐林里,"24.9819111,121.3054008",1,9.0,桃園分局,,,,,
公寓,EMA00486,豐林里,"24.9819649,121.3056356",1,9.0,桃園分局,,,,,
公寓,EMA00487,豐林里,"24.9819649,121.3056356",1,9.0,桃園分局,,,,,
公寓,EMA00488,豐林里,"24.981715,121.306872",1,9.0,桃園分局,,,,,
公寓,EMA00489,建國里,"24.9865092,121.3161351",1,28.0,桃園分局,,,,,
公寓,EMA00490,豐林里,"24.9817449,121.306912",1,13.0,桃園分局,,,,,
公寓,EMA00491,豐林里,"24.9838685,121.3089278",1,9.0,桃園分局,,,,,
公寓,EMA00492,大林里,"24.9857031,121.318249",1,21.0,桃園分局,,,,,
公寓,EMA00493,大林里,"24.9857031,121.318249",1,22.0,桃園分局,,,,,
公寓,EMA00494,雲林里,"24.9836425,121.318533",1,22.0,桃園分局,,,,,
公寓,EMA00495,雲林里,"24.9835203,121.3185114",1,34.0,桃園分局,,,,,
公寓,EMA00496,大樹里,"24.982861,121.3179201",1,9.0,桃園分局,,,,,
公寓,EMA00497,雲林里,"24.9837823,121.3184712",1,22.0,桃園分局,,,,,
公寓,EMA00498,雲林里,"24.9836479,121.3185311",1,26.0,桃園分局,,,,,
公寓,EMA00499,雲林里,"24.983655,121.318453",1,17.0,桃園分局,,,,,
公寓,EMA00500,大樹里,"24.9783004,121.3222507",1,22.0,桃園分局,,,,,
公寓,EMA00501,雲林里,"24.9846122,121.3185518",1,18.0,桃園分局,,,,,
公寓,EMA00502,大林里,"24.9809944,121.3260049",1,22.0,桃園分局,,,,,
公寓,EMA00503,大林里,"24.9809944,121.3260049",1,9.0,桃園分局,,,,,
公寓,EMA00504,豐林里,"24.9861172,121.3103173",1,22.0,桃園分局,,,,,
公寓,EMA00505,大林里,"24.9813402,121.326831",1,16.0,桃園分局,,,,,
公寓,EMA00506,大林里,"24.9812729,121.3256711",1,21.0,桃園分局,,,,,
公寓,EMA00507,福安里,"24.9834648,121.3095934",1,9.0,桃園分局,,,,,
公寓,EMA00508,大林里,"24.9813402,121.326831",1,17.0,桃園分局,,,,,
公寓,EMA00509,大樹里,"24.9836794,121.3227845",1,22.0,桃園分局,,,,,
公寓,EMA00510,大林里,"24.9813402,121.326831",1,26.0,桃園分局,,,,,
公寓,EMA00511,大豐里,"24.9801021,121.3150011",1,22.0,桃園分局,,,,,
公寓,EMA00513,豐林里,"24.984525,121.306805",1,181.0,桃園分局,,,,,
公寓,EMA00514,豐林里,"24.9853392,121.3100567",1,48.0,桃園分局,(機敏單位)金融機構,,,,
公寓,EMA00519,建國里,"24.9901791,121.3184535",1,22.0,桃園分局,,,,,
公寓,EMA00520,豐林里,"24.9847979,121.306479",1,9.0,桃園分局,,,,,
公寓,EMA00521,大豐里,"24.984748,121.3142855",1,10.0,桃園分局,,,,,
公寓,EMA00522,豐林里,"24.9823059,121.3077801",1,22.0,桃園分局,,,,,
公寓,EMA00523,大樹里,"24.978908,121.31934",1,22.0,桃園分局,,,,,
公寓,EMA00524,大樹里,"24.9789489,121.3193086",1,14.0,桃園分局,,,,,
公寓,EMA00525,雲林里,"24.9860544,121.3190687",1,18.0,桃園分局,,,,,
公寓,EMA00526,豐林里,"24.9849432,121.3064227",1,26.0,桃園分局,,,,,
公寓,EMA00527,大樹里,"24.9793895,121.318933",1,57.0,桃園分局,,,,,
公寓,EMA00528,大豐里,"24.9853899,121.3143577",1,24.0,桃園分局,,,,,
公寓,EMA00529,福安里,"24.984989,121.310755",1,26.0,桃園分局,,,,,
公寓,EMA00530,大樹里,"24.9789086,121.3240272",1,26.0,桃園分局,,,,,
公寓,EMA00531,大豐里,"24.9802262,121.3157152",1,12.0,桃園分局,,,,,
公寓,EMA00532,大豐里,"24.9805245,121.3169052",1,22.0,桃園分局,,,,,
公寓,EMA00533,大豐里,"24.9808278,121.3192038",1,9.0,桃園分局,,,,,
公寓,EMA00534,豐林里,"24.9809476,121.3047216",1,21.0,桃園分局,,,,,
公寓,EMA00535,豐林里,"24.9837899,121.305865",1,20.0,桃園分局,,,,,
公寓,EMA00536,豐林里,"24.9851507,121.3103758",1,13.0,桃園分局,,,,,
公寓,EMA00537,大樹里,"24.9789086,121.3240272",1,16.0,桃園分局,,,,,
公寓,EMA00538,豐林里,"24.9841979,121.3067779",1,26.0,桃園分局,,,,,
公寓,EMA00539,建國里,"24.9862487,121.3144493",1,104.0,桃園分局,,,,,
公寓,EMA00540,大樹里,"24.9769259,121.323005",1,382.0,桃園分局,,,,,
公寓,EMA00541,福安里,"24.9819747,121.3108399",1,156.0,桃園分局,,,,,
公寓,EMA00542,豐林里,"24.9799729,121.3049725",1,368.0,桃園分局,,,,,
公寓,EMA00543,大豐里,"24.9808278,121.3192038",1,46.0,桃園分局,,,,,
公寓,EMA00544,福林里,"24.9771927,121.3079559",1,33.0,桃園分局,,,,,
公寓,EMA00545,福林里,"24.9848281,121.3105163",1,368.0,桃園分局,,,,,
公寓,EMA00546,大樹里,"24.9786433,121.3249489",1,504.0,桃園分局,,,,,
公寓,EMA00547,大林里,"24.9761876,121.3266189",1,504.0,桃園分局,,,,,
公寓,EMA00548,大豐里,"24.9816274,121.3139619",1,77.0,桃園分局,,,,,
公寓,EMA00549,福安里,"24.9818481,121.3109232",1,585.0,桃園分局,,,,,
公寓,EMA00550,建國里,"24.989977,121.319431",1,501.0,桃園分局,,,,,
公寓,EMA00551,雲林里,"24.9820144,121.3171472",1,57.0,桃園分局,,,,,
公寓,EMA00552,大樹里,"24.9786309,121.3243257",1,292.0,桃園分局,,,,,
公寓,EMA00554,豐林里,"24.9818589,121.305693",1,368.0,桃園分局,,,,,
公寓,EMA00555,豐林里,"24.9819387,121.3073663",1,260.0,桃園分局,,,,,
公寓,EMA00556,雲林里,"24.981979,121.317062",1,246.0,桃園分局,,,,,
公寓,EMA00557,雲林里,"24.9806606,121.3178361",1,161.0,桃園分局,,,,,
公寓,EMA00558,雲林里,"24.9855801,121.3182074",1,29.0,桃園分局,,,,,
公寓,EMA00559,建國里,"24.98649,121.3169531",1,32.0,桃園分局,,,,,
公寓,EMA00560,大樹里,"24.9788598,121.3190662",1,41.0,桃園分局,,,,,
公寓,EMA00561,福安里,"24.985272,121.3119762",1,2457.0,桃園分局,,,,,
公寓,EMA00562,建國里,"24.9878884,121.3206362",1,29.0,桃園分局,,,,,
公寓,EMA00563,福林里,"24.9774513,121.3076747",1,254.0,桃園分局,,,,,
公寓,EMA00564,大樹里,"24.9855614,121.3209913",1,169.0,桃園分局,,,,,
公寓,EMA00565,建國里,"24.9878525,121.3196222",1,26.0,桃園分局,,,,,
公寓,EMA00566,福安里,"24.9853899,121.3143577",1,26.0,桃園分局,,,,,
公寓,EMA00567,大樹里,"24.9793895,121.318933",1,26.0,桃園分局,,,,,
公寓,EMA00569,豐林里,"24.9841902,121.309501",1,53.0,桃園分局,,,,,
公寓,EMA00570,福安里,"24.9833134,121.3107008",1,56.0,桃園分局,,,,,
公寓,EMA00571,豐林里,"24.983052,121.3084",1,45.0,桃園分局,,,,,
公寓,EMA00572,福安里,"24.983549,121.3113417",1,88.0,桃園分局,,,,,
公寓,EMA00574,福林里,"24.9785543,121.3044277",1,34.0,桃園分局,,,,,
公寓,EMA00575,大樹里,"24.985993,121.3216217",1,34.0,桃園分局,,,,,
公寓,EMA00576,豐林里,"24.9850774,121.3090497",1,26.0,桃園分局,,,,,
公寓,EMA00577,雲林里,"24.9837971,121.3177286",1,26.0,桃園分局,,,,,
公寓,EMA00578,福安里,"24.9843134,121.3103093",1,34.0,桃園分局,,,,,
公寓,EMA00579,雲林里,"24.984291,121.3148217",1,50.0,桃園分局,,,,,
公寓,EMA00580,豐林里,"24.9850061,121.3087877",1,18.0,桃園分局,,,,,
公寓,EMA00581,建國里,"24.9882352,121.3167416",1,26.0,桃園分局,,,,,
公寓,EMA00582,大豐里,"24.9802509,121.313821",1,18.0,桃園分局,,,,,
公寓,EMA00583,福安里,"24.9839238,121.3118612",1,16.0,桃園分局,,,,,
公寓,EMA00584,福安里,"24.984794,121.3106108",1,16.0,桃園分局,,,,,
公寓,EMA00585,大樹里,"24.9833442,121.3187075",1,21.0,桃園分局,,,,,
公寓,EMA00586,雲林里,"24.9853717,121.3182211",1,32.0,桃園分局,,,,,
公寓,EMA00588,建國里,"24.9899271,121.3183857",1,26.0,桃園分局,,,,,
公寓,EMA00589,雲林里,"24.985477,121.318341",1,34.0,桃園分局,,,,,
公寓,EMA00590,福林里,"24.9789079,121.3048441",1,40.0,桃園分局,,,,,
公寓,EMA00591,雲林里,"24.9858933,121.3179017",1,44.0,桃園分局,,,,,
公寓,EMA00592,雲林里,"24.9859665,121.3187083",1,44.0,桃園分局,,,,,
公寓,EMA00593,雲林里,"24.984439,121.314856",1,26.0,桃園分局,,,,,
公寓,EMA00594,大樹里,"24.9787516,121.3220493",1,34.0,桃園分局,,,,,
公寓,EMA00596,大豐里,"24.9800258,121.3134929",1,80.0,桃園分局,,,,,
公寓,EMA00598,大豐里,"24.9823143,121.3133083",1,26.0,桃園分局,,,,,
公寓,EMA00599,福林里,"24.9787821,121.304196",1,18.0,桃園分局,,,,,
公寓,EMA00600,建國里,"24.9889428,121.3213421",1,21.0,桃園分局,,,,,
公寓,EMA00601,雲林里,"24.985624,121.3173877",1,18.0,桃園分局,,,,,
公寓,EMA00603,大樹里,"24.9800947,121.3252078",1,133.0,桃園分局,,,,,
公寓,EMA00604,雲林里,"24.9853813,121.3177292",1,21.0,桃園分局,,,,,
公寓,EMA00605,雲林里,"24.9853756,121.3177169",1,24.0,桃園分局,,,,,
公寓,EMA00606,福安里,"24.9843033,121.3103423",1,21.0,桃園分局,,,,,
公寓,EMA00608,雲林里,"24.9839469,121.315471",1,26.0,桃園分局,,,,,
公寓,EMA00609,大豐里,"24.9826193,121.3146795",1,24.0,桃園分局,,,,,
公寓,EMA00610,大豐里,"24.9828929,121.3142025",1,42.0,桃園分局,,,,,
公寓,EMA00611,雲林里,"24.9838674,121.3183553",1,13.0,桃園分局,,,,,
公寓,EMA00612,福林里,"24.9776452,121.3038037",1,21.0,桃園分局,,,,,
公寓,EMA00614,福林里,"24.974733,121.3025185",1,28.0,桃園分局,,,,,
公寓,EMA00615,豐林里,"24.9796058,121.3045651",1,13.0,桃園分局,,,,,
公寓,EMA00616,雲林里,"24.9837534,121.3154899",1,21.0,桃園分局,,,,,
公寓,EMA00617,大林里,"24.9775974,121.3248281",1,26.0,桃園分局,,,,,
公寓,EMA00618,豐林里,"24.9837899,121.305865",1,18.0,桃園分局,,,,,
公寓,EMA00619,豐林里,"24.9851507,121.3103758",1,21.0,桃園分局,,,,,
大樓,EMA00620,豐林里,"24.9839636,121.3080627",1、2,34.0,桃園分局,,,,,
公寓,EMA00621,大豐里,"24.979288,121.31736",1,29.0,桃園分局,,,,,
公寓,EMA00622,大豐里,"24.9796021,121.3170941",1,26.0,桃園分局,,,,,
大樓,EMA00623,大豐里,"24.9803273,121.3158268",1、2,40.0,桃園分局,,,,,
公寓,EMA00624,建國里,"24.985415,121.314216",1,34.0,桃園分局,,,,,
公寓,EMA00625,大樹里,"24.981925,121.3246556",1,48.0,桃園分局,,,,,
大樓,EMA00626,豐林里,"24.9811717,121.3064048",1、2,128.0,桃園分局,,,,,
公寓,EMA00627,大豐里,"24.98482,121.314131",1,20.0,桃園分局,,,,,
公寓,EMA00628,福林里,"24.9792986,121.3093134",1,26.0,桃園分局,,,,,
公寓,EMA00629,大豐里,"24.9823998,121.3137418",1,34.0,桃園分局,,,,,
公寓,EMA00630,大林里,"24.977063,121.32476",1,42.0,桃園分局,,,,,
公寓,EMA00631,大豐里,"24.9819832,121.313842",1,48.0,桃園分局,,,,,
公寓,EMA00632,大林里,"24.9794918,121.329021",1,26.0,桃園分局,,,,,
大樓,EMA00633,雲林里,"24.9838217,121.3179945",1、2,186.0,桃園分局,,,,,
大樓,EMA00634,豐林里,"24.9837727,121.3081907",1、2,106.0,桃園分局,,,,,
公寓,EMA00635,豐林里,"24.9857298,121.3105406",1,42.0,桃園分局,,,,,
公寓,EMA00636,豐林里,"24.9860722,121.30999",1,26.0,桃園分局,,,,,
公寓,EMA00637,雲林里,"24.9832773,121.3177934",1,32.0,桃園分局,,,,,
公寓,EMA00638,福安里,"24.987951, 121.312542",1,213.0,桃園分局,,,,,
公寓,EMA00640,大樹里,"24.981712,121.3199268",1,213.0,桃園分局,,,,,
公寓,EMA00641,雲林里,"24.9841966,121.3168972",1,240.0,桃園分局,,,,,
公寓,EMA00642,建國里,"24.9891305,121.3214729",1,26.0,桃園分局,,,,,
公寓,EMA00643,建國里,"24.9886085,121.3216872",1,21.0,桃園分局,,,,,
公寓,EMA00644,建國里,"24.988946,121.319234",1,32.0,桃園分局,,,,,
公寓,EMA00645,建國里,"24.9893004,121.3194728",1,240.0,桃園分局,,,,,
公寓,EMA00646,雲林里,"24.9837428,121.3174019",1,157.0,桃園分局,,,,,
公寓,EMA00647,雲林里,"24.977798,121.3202255",1,26.0,桃園分局,,,,,
公寓,EMA00648,建國里,"24.988365,121.320723",1,32.0,桃園分局,,,,,
公寓,EMA00649,福安里,"24.988004, 121.312641",1,426.0,桃園分局,(解除列管)無避難使用項目,,,,
公寓,EMA00651,雲林里,"24.9806219,121.3175453",1,128.0,桃園分局,,,,,
公寓,EMA00652,雲林里,"24.9826136,121.3176666",1,42.0,桃園分局,,,,,
公寓,EMA00653,大豐里,"24.9827481,121.3140346",1,173.0,桃園分局,,,,,
大樓,EMA00655,雲林里,"24.984459,121.3185396",1、2,106.0,桃園分局,,,,,
公寓,EMA00656,福安里,"24.9839041,121.3119698",1,26.0,桃園分局,,,,,
公寓,EMA00657,大豐里,"24.9798791,121.313194",1,80.0,桃園分局,,,,,
公寓,EMA00659,大樹里,"24.9829856,121.3190939",1,26.0,桃園分局,,,,,
公寓,EMA00660,大豐里,"24.9803049,121.3148084",1,16.0,桃園分局,,,,,
公寓,EMA00662,豐林里,"24.9867763,121.3109387",1,173.0,桃園分局,,,,,
公寓,EMA00663,福林里,"24.9789079,121.3048441",1,160.0,桃園分局,,,,,
公寓,EMA00664,大林里,"24.9780511,121.3204941",1,40.0,桃園分局,,,,,
公寓,EMA00665,建國里,"24.9862988,121.3178742",1,40.0,桃園分局,,,,,
公寓,EMA00666,大樹里,"24.9769259,121.323005",1,193.0,桃園分局,(機敏單位)金融機構,,,,
公寓,EMA00667,福安里,"24.9818355,121.3121974",1,29.0,桃園分局,,,,,
公寓,EMA00668,大豐里,"24.978725,121.315232",1,32.0,桃園分局,,,,,
公寓,EMA00669,大豐里,"24.979078,121.314967",1,157.0,桃園分局,,,,,
公寓,EMA00670,大樹里,"24.9801842,121.3202207",1,26.0,桃園分局,,,,,
公寓,EMA00671,福安里,"24.9842082,121.3103081",1,21.0,桃園分局,,,,,
公寓,EMA00673,大林里,"24.9739422,121.3234842",1,304.0,桃園分局,,,,,
公寓,EMA00674,大豐里,"24.9823998,121.3137418",1,45.0,桃園分局,,,,,
公寓,EMA00675,大豐里,"24.9805245,121.3169052",1,33.0,桃園分局,,,,,
公寓,EMA00676,大樹里,"24.981925,121.3246556",1,26.0,桃園分局,,,,,
公寓,EMA00677,大豐里,"24.9817839,121.3137694",1,146.0,桃園分局,,,,,
公寓,EMA00678,大樹里,"24.9800324,121.3233541",1,80.0,桃園分局,,,,,
公寓,EMA00679,大林里,"24.9767549,121.324891",1,57.0,桃園分局,,,,,
公寓,EMA00680,大樹里,"24.9833166,121.3225977",1,26.0,桃園分局,,,,,
公寓,EMA00681,大樹里,"24.9798274,121.3203653",1,24.0,桃園分局,,,,,
公寓,EMA00682,雲林里,"24.9811825,121.3177365",1,186.0,桃園分局,,,,,
公寓,EMA00683,福安里,"24.9823214,121.3122536",1,180.0,桃園分局,,,,,
大樓,EMA00684,雲林里,"24.9811825,121.3177365",1、2,361.0,桃園分局,,,,,
公寓,EMA00685,福安里,"24.9879332,121.3135348",1,189.0,桃園分局,,,,,
公寓,EMA00686,豐林里,"24.983774,121.308343",1,14.0,桃園分局,,,,,
公寓,EMA00688,福林里,"24.979503,121.3070793",1,96.0,桃園分局,,,,,
公寓,EMA00689,豐林里,"24.9870596,121.3108668",1,32.0,桃園分局,,,,,
公寓,EMA00690,豐林里,"24.9862935,121.3074327",1,176.0,桃園分局,,,,,
公寓,EMA00692,大樹里,"24.9788598,121.3190662",1,36.0,桃園分局,,,,,
公寓,EMA00693,豐林里,"24.9862086,121.3080054",1,17.0,桃園分局,,,,,
公寓,EMA00694,大林里,"24.9801394,121.3279995",1,298.0,桃園分局,,,,,
公寓,EMA00695,大林里,"24.9801394,121.3279995",1,234.0,桃園分局,,,,,
公寓,EMA00696,豐林里,"24.9830221,121.306832",1,32.0,桃園分局,,,,,
公寓,EMA00698,大豐里,"24.9831202,121.3140284",1,40.0,桃園分局,,,,,
公寓,EMA00699,大樹里,"24.9822621,121.3244925",1,161.0,桃園分局,,,,,
公寓,EMA00700,大林里,"24.972656,121.3231727",1,370.0,桃園分局,,,,,
公寓,EMA00701,大豐里,"24.9802262,121.3157152",1,298.0,桃園分局,,,,,
公寓,EMA00702,大林里,"24.9783771,121.325606",1,32.0,桃園分局,,,,,
公寓,EMA00703,大豐里,"24.9802262,121.3157152",1,181.0,桃園分局,,,,,
公寓,EMA00704,雲林里,"24.9840468,121.318312",1,22.0,桃園分局,,,,,
公寓,EMA00705,大林里,"24.9778164,121.3252409",1,28.0,桃園分局,,,,,
公寓,EMA00706,大林里,"24.9813402,121.326831",1,32.0,桃園分局,,,,,
公寓,EMA00707,大林里,"24.9812729,121.3256711",1,96.0,桃園分局,,,,,
公寓,EMA00708,雲林里,"24.9833073,121.3176188",1,169.0,桃園分局,,,,,
公寓,EMA00709,雲林里,"24.9806219,121.3175453",1,234.0,桃園分局,,,,,
公寓,EMA00710,大豐里,"24.9793692,121.3176321",1,25.0,桃園分局,,,,,
公寓,EMA00711,大豐里,"24.9794773,121.3176267",1,173.0,桃園分局,,,,,
公寓,EMA00712,建國里,"24.9857719,121.3147337",1,16.0,桃園分局,,,,,
公寓,EMA00713,建國里,"24.98649,121.3169531",1,105.0,桃園分局,,,,,
公寓,EMA00714,建國里,"24.9889472,121.3191476",1,368.0,桃園分局,,,,,
公寓,EMA00715,大豐里,"24.9798962,121.311522",1,165.0,桃園分局,,,,,
公寓,EMA00717,建國里,"24.9862158,121.3168808",1,156.0,桃園分局,,,,,
公寓,EMA00718,雲林里,"24.9841449,121.31893",1,568.0,桃園分局,,,,,
公寓,EMA00719,雲林里,"24.9838126,121.3179088",1,165.0,桃園分局,,,,,
公寓,EMA00720,大豐里,"24.9789236,121.3132459",1,368.0,桃園分局,,,,,
公寓,EMA00721,大豐里,"24.9791061,121.3161968",1,232.0,桃園分局,,,,,
公寓,EMA00722,大豐里,"24.9796163,121.3130254",1,305.0,桃園分局,,,,,
