類別,村里,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
公寓,福麗里,苗栗縣苗栗市至公路571號,"24.558015274003072, 120.81652099194905",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路573號,"24.55760608527346, 120.8116930792423",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路575號,"24.55703427801581, 120.8152984355966",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路126號,"24.55703427801581, 120.8152984355966",1.0,"37 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路128號,"24.55703427801581, 120.8152984355966",1.0,"37 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路130號,"24.560249792835176, 120.81493442382356",1.0,"32 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路136號,"24.560249792835176, 120.81493442382356",1.0,"16 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路150號,"24.560249792835176, 120.81493442382356",1.0,"77 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路154號,"24.560249792835176, 120.81493442382356",1.0,"37 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路156號,"24.560249792835176, 120.81493442382356",1.0,"64 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷11號,"24.560249792835176, 120.81493442382356",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷19號,"24.560249792835176, 120.81493442382356",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷19號,"24.560147402247704, 120.8162305250097",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷4號,"24.560030447982825, 120.81609157070324",1.0,"68 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷6號,"24.5606385427585, 120.81490860043505",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷9號,"24.5606385427585, 120.81490860043505",1.0,"40 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷24號,"24.57406857654441, 120.82965365102982",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷26號,"24.57406857654441, 120.82965365102982",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷28號,"24.56139331693305, 120.81315229444992",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷0號,"24.561419537534434, 120.81315285408368",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷2號,"24.559655050564015, 120.81347435284495",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷4號,"24.566114458765977, 120.8151046127257",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷6號,"24.561828902764923, 120.81263860878923",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷8號,"24.570089468326362, 120.81682233596139",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷9號,"24.570475326684967, 120.81465485409198",1.0,"73 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街119號,"24.563467100258194, 120.81491275066118",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街120-1號,"24.563669689204755, 120.81639419976382",1.0,"40 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路119號5,"24.563761731131304, 120.81656681325691",1.0,"80 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路123號,"24.5637586363652, 120.81646189976388",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路125號,"24.56368301550029, 120.81648367277788",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路127號,"24.563950515021208, 120.81642571325695",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路129號,"24.564098324857763, 120.81646989976377",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路90號,"24.56408366195769, 120.81730524024302",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路92號,"24.56427933012385, 120.81724516907882",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路95號,"24.563557468331762, 120.81737706907874",1.0,"38 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路97號,"24.56373730484826, 120.81743898627094",1.0,"26 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市至公路183號,"24.55968009728064, 120.81661294024303",1.0,"77 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市至公路183號,"24.55968009728064, 120.81661294024303",1.0,"286 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市至公路183號,"24.55968009728064, 120.81661294024303",1.0,"1804 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市至公路183號,"24.55968009728064, 120.81661294024303",1.0,"193 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市苗中路40號,"24.55820625035771, 120.81646878257172",1.0,"100 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市苗中路40號,"24.55820625035771, 120.81646878257172",1.0,"236 ",苗栗分局,文山所,
明仁國中,福麗里,苗栗縣苗栗市電台10號,"24.557707354773488, 120.81186587804532",1.0,"644 ",苗栗分局,文山所,
苗栗高商,福麗里,苗栗縣苗栗市電台7號,"24.556975508806612, 120.81473047724393",1.0,"520 ",苗栗分局,文山所,
苗栗高商,福麗里,苗栗縣苗栗市電台7號,"24.556975508806612, 120.81473047724393",1.0,"229 ",苗栗分局,文山所,
苗栗高商,福麗里,苗栗縣苗栗市電台7號,"24.556975508806612, 120.81473047724393",1.0,"230 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,529,苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"1477 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"582 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"432 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"337 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"257 ",苗栗分局,文山所,
建台高中,福麗里,苗栗縣苗栗市至公路251號,"24.560538328103426, 120.81506664394215",1.0,"208 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路206巷1號,"24.56006890562838, 120.81611944024313",1.0,"72 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路208號,"24.5602876542092, 120.81602599606474",1.0,"33 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路260號,"24.560872752979375, 120.81480130955777",1.0,"32 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路260號,"24.560872752979375, 120.81480130955777",1.0,"33 ",苗栗分局,文山所,
公寓,嘉盛里,苗栗縣苗栗市國華路123-9號123-9號,"24.57430175354506, 120.82957386722916",1.0,"46 ",苗栗分局,北苗所,
公寓,嘉盛里,苗栗縣苗栗市國華路123號,"24.57430175354506, 120.82957386722916",1.0,"46 ",苗栗分局,北苗所,
公寓,福麗里,苗栗縣苗栗市至公路323號,"24.561668967409524, 120.81311608257175",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路325號,"24.561666935208653, 120.81309535373593",1.0,"24 ",苗栗分局,文山所,
大樓,福麗里,苗栗縣苗栗市國華路1015巷61號,"24.5649001584805, 120.81452040853726",2.0,"904 ",苗栗分局,文山所,
大樓,福麗里,苗栗縣苗栗市名門街80號,"24.566224953254746, 120.81454215373608",1.0,"1148 ",苗栗分局,文山所,
大樓,福麗里,苗栗縣苗栗市至公路351巷5號,"24.5620759344126, 120.81268124209254",1.0,"1607 ",苗栗分局,文山所,
大樓,福麗里,苗栗縣苗栗市自治路420號,"24.570362190403976, 120.81684958442122",1.0,"2155 ",苗栗分局,文山所,
大樓,文山里,苗栗縣苗栗市國華路793號,"24.570741032232558, 120.81470341325698",1.0,"3730 ",苗栗分局,文山所,
苗栗小巨蛋,文山里,苗栗縣苗栗市國華路1121號,"24.563661699753936, 120.81510448812043",1.0,"11243 ",苗栗分局,文山所,
頭屋國中,頭屋村,苗栗縣頭屋鄉中正街86巷14號,"24.578301938101703, 120.84926900346335",1.0,"622 ",苗栗分局,頭屋所,
大源氣體,頭屋村,苗栗縣頭屋鄉雙龍街92-1號,"24.572350240676062, 120.85128730825461",1.0,"38 ",苗栗分局,頭屋所,
台灣石油探勘,象山村,苗栗縣頭屋鄉明屋98號,"24.5798150666991, 120.86999140205387",1.0,"462 ",苗栗分局,頭屋所,
公寓,頭屋村,苗栗縣頭屋鄉中正街25號,"24.57711456658771, 120.8525723759722",1.0,"328 ",苗栗分局,頭屋所,
大樓,頭屋村,苗栗縣頭屋鄉中華街69地下1層,"24.576364308897414, 120.85217392997245",1.0,"1684 ",苗栗分局,頭屋所,
頭屋鄉圖書館,頭屋村,苗栗縣頭屋鄉中正街14地下1層,"24.576927642455146, 120.85422610965489",1.0,"305 ",苗栗分局,頭屋所,
新光紡織,頭屋村,苗栗縣頭屋鄉中正街25地下1層,"24.5749984232794, 120.8517465243546",1.0,"302 ",苗栗分局,頭屋所,
公寓,象山村,苗栗縣頭屋鄉象山路261號,"24.578039500468552, 120.85818288997025",1.0,"76 ",苗栗分局,頭屋所,
台灣石油,象山村,苗栗縣頭屋鄉象山路265號,"24.57784742057552, 120.85762073500796",1.0,"89 ",苗栗分局,頭屋所,
明德藝品,象山村,苗栗縣頭屋鄉象山路176號,"24.579058976222765, 120.85961707613889",1.0,"73 ",苗栗分局,頭屋所,
長興小館,象山村,苗栗縣頭屋鄉象山路247號,"24.578557298329407, 120.85925257428926",1.0,"38 ",苗栗分局,頭屋所,
公寓,象山村,苗栗縣頭屋鄉象山路253號,"24.578467206583774, 120.85890583500796",1.0,"49 ",苗栗分局,頭屋所,
汽車修護廠,象山村,苗栗縣頭屋鄉象山路265號,"24.57784254218991, 120.85765292151493",1.0,"174 ",苗栗分局,頭屋所,
汽車修護廠,象山村,苗栗縣頭屋鄉象山路198號,"24.578077890665767, 120.85763987613883",1.0,"76 ",苗栗分局,頭屋所,
公寓,象山村,苗栗縣頭屋鄉象山路196號,"24.57846385514527, 120.85822794055666",1.0,"168 ",苗栗分局,頭屋所,
公寓,象山村,苗栗縣頭屋鄉象山路259號,"24.5780864419904, 120.85815572826147",1.0,"0 ",苗栗分局,頭屋所,
國利陶瓷,象山村,苗栗縣頭屋鄉象山路255號,"24.578412055195706, 120.85893322826138",1.0,"96 ",苗栗分局,頭屋所,
禮智陶瓷,象山村,苗栗縣頭屋鄉象山路257號,"24.5776089127772, 120.85875802151499",1.0,"36 ",苗栗分局,頭屋所,
頭屋鄉明德活動中心,明德村,苗栗縣頭屋鄉明德路81號,"24.58538225182413, 120.88632122675034",1.0,"122 ",苗栗分局,明德所,
行政院農業改良場,館南村,苗栗縣公館鄉館南261號,"24.494983, 120.827795",1.0,"140 ",苗栗分局,公館所,
行政院農業改良場,館南村,苗栗縣公館鄉館南261號,"24.494983, 120.827795",1.0,"257 ",苗栗分局,公館所,
行政院農業改良場,館南村,苗栗縣公館鄉館南261號,"24.494983, 120.827795",1.0,"154 ",苗栗分局,公館所,
公寓,館南村,苗栗縣公館鄉仁愛路一段160-2號,"24.501436, 120.823524",2.0,"690 ",苗栗分局,公館所,
公寓,館中村,苗栗縣公館鄉近光路24號,"24.501169, 120.827359",1.0,"823 ",苗栗分局,公館所,
公寓,館中村,苗栗縣公館鄉大同路251巷31-1號,"24.505452, 120.826828",2.0,"133 ",苗栗分局,公館所,
公館分駐所,館中村,苗栗縣公館鄉大同路181號,"24.503691, 120.827242",2.0,"260 ",苗栗分局,公館所,
公寓,館中村,苗栗縣公館鄉大同路75號,"24.500011, 120.827762",1.0,"468 ",苗栗分局,公館所,
公館鄉圖書館,館中村,苗栗縣公館鄉宮前路30號,"24.499806, 120.826339",1.0,"200 ",苗栗分局,公館所,
公寓,館東村,苗栗縣公館鄉華東街28號,"24°30'07.1""N 120°49'45.0""E",2.0,"40 ",苗栗分局,公館所,
公寓,館東村,苗栗縣公館鄉大東路140號,"24°30'05.5""N 120°49'43.4""E",1.0,"49 ",苗栗分局,公館所,
公寓,玉泉村,苗栗縣公館鄉玉泉369-10號,"24.506011, 120.828379",2.0,"865 ",苗栗分局,公館所,
公寓,玉泉村,苗栗縣公館鄉玉泉59號,"24.509133, 120.825882",2.0,"225 ",苗栗分局,公館所,
公寓,玉泉村,苗栗縣公館鄉玉泉36號,"24.508024, 120.826224",2.0,"166 ",苗栗分局,公館所,
宏聲陶瓷廠,玉泉村,苗栗縣公館鄉玉泉52號,"24.508527, 120.825703",1.0,"30 ",苗栗分局,公館所,
宏聲陶瓷廠,玉泉村,苗栗縣公館鄉玉泉52號,"24.508527, 120.825703",1.0,"40 ",苗栗分局,公館所,
公寓,玉泉村,苗栗縣公館鄉玉泉59號,"24.509133, 120.825882",2.0,"102 ",苗栗分局,公館所,
台灣蠶絲公司,玉泉村,苗栗縣公館鄉玉泉367號,"24.506641, 120.826938",1.0,"261 ",苗栗分局,公館所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"506 ",苗栗分局,福基所,
中油出磺坑礦場,福基村,苗栗縣公館鄉福基45號,"24.47510805608982, 120.83001153024082",1.0,"94 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"4 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"10 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"10 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"8 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"7 ",苗栗分局,福基所,
中油出磺坑礦場,開礦村,苗栗縣公館鄉開礦36號,"24.460113256956298, 120.85609683449884",1.0,"4 ",苗栗分局,福基所,
公寓,五谷村,苗栗縣公館鄉五谷36號,"24.5289806985158, 120.81958890871154",1.0,"78 ",苗栗分局,鶴岡所,
大樓,五谷村,苗栗縣公館鄉五谷38號,"24.519506844607015, 120.82177173492906",1.0,"5069 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷236號,"24.520770908829107, 120.8217582021693",1.0,"798 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷86號,"24.52692069668274, 120.81926157375605",1.0,"93 ",苗栗分局,鶴岡所,
鶴岡國小,鶴山村,苗栗縣公館鄉鶴山197號,"24.534309420456204, 120.8323057132075",1.0,"448 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷55號,"24.52918033059668, 120.81967635968805",1.0,"36 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷106號,"24.524999458094385, 120.81854060790825",1.0,"136 ",苗栗分局,鶴岡所,
五穀宮,五谷村,苗栗縣公館鄉五谷92號,"24.523641609653705, 120.82636251201157",1.0,"88 ",苗栗分局,鶴岡所,
中興紡織,尖山村,苗栗縣公館鄉尖山245號,"24.539633522429043, 120.83504320367383",1.0,"432 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷92號,"24.52841720651749, 120.81875206902617",2.0,"29 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷21之1號,"24.52825128227589, 120.82136748190003",1.0,"82 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷66號,"24.526976668378452, 120.81951778220848",1.0,"42 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷57號,"24.527136665125557, 120.82085630681719",1.0,"68 ",苗栗分局,鶴岡所,
中外陶瓷,五谷村,苗栗縣公館鄉五谷58號,"24.52769546491745, 120.82072487858044",1.0,"53 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷101號,"24.528926478652405, 120.8179684874874",2.0,"20 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷13號,"24.52956640564923, 120.82334968168406",1.0,"78 ",苗栗分局,鶴岡所,
中油天然氣,五谷村,苗栗縣公館鄉五谷51號,"24.529541883869765, 120.81865118678449",2.0,"60 ",苗栗分局,鶴岡所,
公寓,五谷村,苗栗縣公館鄉五谷76號,"24.527749043011298, 120.81930463638814",1.0,"61 ",苗栗分局,鶴岡所,
興世亞混凝土,中平村,苗栗縣銅鑼鄉中隆三路17號,"24.52664944309449, 120.80337830024227",1.0,"144 ",苗栗分局,銅鑼所,
福林輪胎公司,中平村,苗栗縣銅鑼鄉中隆三路2號,"24.497463264779455, 120.79944274843892",1.0,"64 ",苗栗分局,銅鑼所,
金明玻璃公司,中平村,苗栗縣銅鑼鄉中隆三路15號,"24.500697250383936, 120.79935019212962",1.0,"112 ",苗栗分局,銅鑼所,
金明玻璃公司,中平村,苗栗縣銅鑼鄉中隆一路13號,"24.498375451303612, 120.80015669200174",1.0,"56 ",苗栗分局,銅鑼所,
立敦電機公司,中平村,苗栗縣銅鑼鄉中隆二路9號,"24.49659986169506, 120.8004069980157",1.0,"178 ",苗栗分局,銅鑼所,
喜陽公司,中平村,苗栗縣銅鑼鄉中隆二路4號,"24.496121766713554, 120.79877550467123",1.0,"72 ",苗栗分局,銅鑼所,
滿來塑膠公司,中平村,苗栗縣銅鑼鄉孝興街8號,"24.485428627482236, 120.80268048268111",1.0,"240 ",苗栗分局,銅鑼所,
敦信金屬公司,中平村,苗栗縣銅鑼鄉仁興街6號,"24.485203612399307, 120.80186228673341",1.0,"116 ",苗栗分局,銅鑼所,
振邦公司,中平村,苗栗縣銅鑼鄉中興路10號,"24.488794421640304, 120.80049130749705",1.0,"98 ",苗栗分局,銅鑼所,
唐絹實業公司,中平村,苗栗縣銅鑼鄉中興路10之1號,"24.49238008636682, 120.80112431980038",1.0,"60 ",苗栗分局,銅鑼所,
協機公司,中平村,苗栗縣銅鑼鄉中興路91號,"24.48734111498471, 120.8027312556766",1.0,"106 ",苗栗分局,銅鑼所,
正隆紙廠,中平村,苗栗縣銅鑼鄉中隆三路10號,"24.499463960593904, 120.79950790498556",1.0,"377 ",苗栗分局,銅鑼所,
苗力公司,中平村,苗栗縣銅鑼鄉中興路18之1號,"24.490633955431388, 120.80166021325618",1.0,"46 ",苗栗分局,銅鑼所,
台蠶公司,中平村,苗栗縣銅鑼鄉中興路6號,"24.493695907386407, 120.80132654024216",1.0,"312 ",苗栗分局,銅鑼所,
贊新鋼鐵公司,中平村,苗栗縣銅鑼鄉孝興街1號,"24.488695144544604, 120.80042819949936",1.0,"176 ",苗栗分局,銅鑼所,
光男企業公司,銅鑼村,苗栗縣銅鑼鄉民生路14號,"24.479960870454764, 120.7943958332338",1.0,"2854 ",苗栗分局,銅鑼所,
格蘭富公司,銅鑼村,苗栗縣銅鑼鄉民有路14號,"24.47827326179893, 120.79347705564561",1.0,"648 ",苗栗分局,銅鑼所,
敦和公司,中平村,苗栗縣銅鑼鄉中興路28號,"24.486386017622348, 120.80276655558467",1.0,"105 ",苗栗分局,銅鑼所,
大揚公司,中平村,苗栗縣銅鑼鄉中興路22號,"24.489613351205804, 120.80176490487597",1.0,"133 ",苗栗分局,銅鑼所,
新琇公司,中平村,苗栗縣銅鑼鄉仁興街3號,"24.485435957406352, 120.80182837173919",1.0,"108 ",苗栗分局,銅鑼所,
銅鑼鄉地政事務所,福興村,苗栗縣銅鑼鄉平陽路46之2號,"24.493658304549882, 120.78997219602695",1.0,"178 ",苗栗分局,銅鑼所,
振輝公司,中平村,苗栗縣銅鑼鄉中興路3號,"24.494020240089206, 120.80090582489959",1.0,"190 ",苗栗分局,銅鑼所,
銅鑼鄉公所,銅鑼村,苗栗縣銅鑼鄉新興路78號,"24.48359931516793, 120.79388081334953",1.0,"116 ",苗栗分局,銅鑼所,
啟欣公司,中平村,苗栗縣銅鑼鄉瑞興街3號,"24.491979772904738, 120.79912937840253",1.0,"178 ",苗栗分局,銅鑼所,
銅鑼陶藝,中平村,苗栗縣銅鑼鄉中興路18號,"24.490751118004106, 120.80155292489965",1.0,"256 ",苗栗分局,銅鑼所,
啟昌公司,中平村,苗栗縣銅鑼鄉中興路10號,"24.4928399457133, 120.80134088314308",1.0,"176 ",苗栗分局,銅鑼所,
合立公司,中平村,苗栗縣銅鑼鄉瑞興街18號,"24.482849188533155, 120.80292398241467",1.0,"89 ",苗栗分局,銅鑼所,
岱德股份公司,銅鑼村,苗栗縣銅鑼鄉民治路13號,"24.474247677633493, 120.79121070778",1.0,"80 ",苗栗分局,銅鑼所,
勵諾公司,銅鑼村,苗栗縣銅鑼鄉民治路14號,"24.478485924393418, 120.79427836206906",1.0,"326 ",苗栗分局,銅鑼所,
公寓,銅鑼村,苗栗縣銅鑼鄉民有路8號,"24.47759822378694, 120.79324474935633",1.0,"98 ",苗栗分局,銅鑼所,
實耐格公司,銅鑼村,苗栗縣銅鑼鄉民治路16號,"24.479676872149856, 120.79578898973088",1.0,"277 ",苗栗分局,銅鑼所,
群升企業公司,銅鑼村,苗栗縣銅鑼鄉民治路9號,"24.47405338117225, 120.79077795188542",1.0,"42 ",苗栗分局,銅鑼所,
原宜企業公司,銅鑼村,苗栗縣銅鑼鄉民治路27號,"24.475964189903273, 120.7927130111451",1.0,"168 ",苗栗分局,銅鑼所,
尚億鋁業公司,銅鑼村,苗栗縣銅鑼鄉自強路21號,"24.48033896451858, 120.79240739606384",1.0,"114 ",苗栗分局,銅鑼所,
龍台公司,中平村,苗栗縣銅鑼鄉孝興街2號,"24.48884801760156, 120.80022849287732",1.0,"206 ",苗栗分局,銅鑼所,
東田洋公司,銅鑼村,苗栗縣銅鑼鄉東田洋11之10號,"24.475593369103166, 120.78716786183578",1.0,"61 ",苗栗分局,銅鑼所,
公寓,銅鑼村,苗栗縣銅鑼鄉民有路8號,"24.47748197272871, 120.7931826958037",1.0,"120 ",苗栗分局,銅鑼所,
明鋒鐵工廠,銅鑼村,苗栗縣銅鑼鄉民有路5號,"24.478104567268314, 120.79301770726515",1.0,"80 ",苗栗分局,銅鑼所,
台灣佳泥公司,銅鑼村,苗栗縣銅鑼鄉民有路13號,"24.478744436838628, 120.79393514688492",1.0,"217 ",苗栗分局,銅鑼所,
艾鉅科技公司,銅鑼村,苗栗縣銅鑼鄉民生路19號,"24.480429857343573, 120.79476330609332",1.0,"161 ",苗栗分局,銅鑼所,
定泰木業公司,銅鑼村,苗栗縣銅鑼鄉民生路10號,"24.480239848598448, 120.79478288454311",1.0,"60 ",苗栗分局,銅鑼所,
鐘通工業公司,銅鑼村,苗栗縣銅鑼鄉民生路7號,"24.47987677213356, 120.79359434024212",1.0,"288 ",苗栗分局,銅鑼所,
達力工業公司,銅鑼村,苗栗縣銅鑼鄉民族路7號,"24.482937679455155, 120.79348613998077",1.0,"100 ",苗栗分局,銅鑼所,
東霖工業公司,銅鑼村,苗栗縣銅鑼鄉民權路2號,"24.4806161053517, 120.7932318695722",1.0,"161 ",苗栗分局,銅鑼所,
易佳窯業公司,銅鑼村,苗栗縣銅鑼鄉民權路12號,"24.482051004525037, 120.79451032674899",1.0,"140 ",苗栗分局,銅鑼所,
明峰塗料公司,銅鑼村,苗栗縣銅鑼鄉民權路6號,"24.480740212604942, 120.79343788089305",1.0,"93 ",苗栗分局,銅鑼所,
光男企業公司,銅鑼村,苗栗縣銅鑼鄉民生路14號,"24.48001946860658, 120.79440656376406",1.0,"697 ",苗栗分局,銅鑼所,
納姆內公司,銅鑼村,苗栗縣銅鑼鄉民生路11號,"24.480317900186396, 120.79420139791338",1.0,"88 ",苗栗分局,銅鑼所,
強安鋼架工程,銅鑼村,苗栗縣銅鑼鄉民享路22號,"24.474616732150213, 120.79364076881598",1.0,"138 ",苗栗分局,銅鑼所,
永新醫療器材,銅鑼村,苗栗縣銅鑼鄉民享路42號,"24.477075411780895, 120.79550592648681",1.0,"44 ",苗栗分局,銅鑼所,
坤璜企業公司,銅鑼村,苗栗縣銅鑼鄉民享路12號,"24.482247683156665, 120.79423399791327",1.0,"41 ",苗栗分局,銅鑼所,
快速保力龍公司,銅鑼村,苗栗縣銅鑼鄉民享路2號,"24.472835147930084, 120.79081036881593",1.0,"69 ",苗栗分局,銅鑼所,
家佳產品公司,銅鑼村,苗栗縣銅鑼鄉民享路5號,"24.474150728856394, 120.79284354355669",1.0,"186 ",苗栗分局,銅鑼所,
公寓,銅鑼村,苗栗縣銅鑼鄉中正路152號,"24.48776474330932, 120.78731778460177",1.0,"245 ",苗栗分局,銅鑼所,
浩檀股份公司,銅鑼村,苗栗縣銅鑼鄉民享路30號,"24.476149420110325, 120.79439032001115",1.0,"73 ",苗栗分局,銅鑼所,
景泰環保科技,銅鑼村,苗栗縣銅鑼鄉自強路10號,"24.482097942321893, 120.78833134573244",1.0,"160 ",苗栗分局,銅鑼所,
金豐矽砂公司,銅鑼村,苗栗縣銅鑼鄉民治路1號,"24.472805816974134, 120.79029792545589",1.0,"114 ",苗栗分局,銅鑼所,
吉鍛工業公司,銅鑼村,苗栗縣銅鑼鄉民治路15號,"24.479023824362848, 120.79445648735523",1.0,"40 ",苗栗分局,銅鑼所,
雙峰工程公司,銅鑼村,苗栗縣銅鑼鄉民治路7號,"24.47955818492138, 120.79583983189",1.0,"18 ",苗栗分局,銅鑼所,
強駿企業公司,銅鑼村,苗栗縣銅鑼鄉民有路15號,"24.479969236385372, 120.79597448257076",1.0,"146 ",苗栗分局,銅鑼所,
大宇紗筒公司,銅鑼村,苗栗縣銅鑼鄉民享路35號,"24.47278343161518, 120.79083327210428",1.0,"226 ",苗栗分局,銅鑼所,
迅展公司,銅鑼村,苗栗縣銅鑼鄉民享路24號,"24.472560498709065, 120.79141873998051",1.0,"108 ",苗栗分局,銅鑼所,
淨德石材公司,銅鑼村,苗栗縣銅鑼鄉民治路4號,"24.47954970149808, 120.79561102674913",1.0,"53 ",苗栗分局,銅鑼所,
皓盛電子公司,銅鑼村,苗栗縣銅鑼鄉民治路37號,"24.476821576794002, 120.7933108399806",1.0,"109 ",苗栗分局,銅鑼所,
皓盛電子公司,銅鑼村,苗栗縣銅鑼鄉民治路37號,"24.476621925903157, 120.79327531863426",1.0,"241 ",苗栗分局,銅鑼所,
公寓,銅鑼村,苗栗縣銅鑼鄉民有路8號,"24.477700795666713, 120.7932573701622",1.0,"49 ",苗栗分局,銅鑼所,
富勝意企業,銅鑼村,苗栗縣銅鑼鄉民有路9號,"24.478388764793994, 120.79356002674902",1.0,"25 ",苗栗分局,銅鑼所,
