類別,建築物名稱,電腦編號,村里別,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
公寓,吉富捷靜,EPA01733,芝芭里,"24.990283,121.21433",1.0,358,中壢分局,V,青埔所,
大樓,冠德青璞匯,EPA01734,芝芭里,"25.001634,121.203334",5.0,6585,中壢分局,V,青埔所,
透天,中壢私立乖乖幼兒園,EPA01735,內定里,"24.98542,121.252935",1.0,111,中壢分局,,文化所,
大樓,尊騰美術,EPA01736,芝芭里,"25.002021,121.206144",3.0,769,中壢分局,V,青埔所,
公寓,華邑萬象,EPA01737,中建里,"24.956916,121.221495",2.0,225,中壢分局,V,中壢所,
透天,僑馥建築,EPA01738,新街里,"24.961505,121.225581",1.0,187,中壢分局,,中壢所,
大樓,佳泰世田谷,EPA01739,青埔里,"25.008787,121.220397",3.0,1494,中壢分局,V,青埔所,
大樓,昆旺一品閣,EPA01740,芝芭里,"25.003317,121.205131",3.0,1751,中壢分局,V,青埔所,
大樓,合康新天王/合康新天地NO2,EPA01741,復興里,"24.977003,121.246733",3.0,820,中壢分局,V,文化所,
大樓,和峻臻美社區,EPA01742,過嶺里,"24.96215,121.165042",3.0,1008,中壢分局,V,大崙所,
大樓,朝陽君逸,EPA01743,自治里,"24.964464,121.256713",2.0,1006,中壢分局,V,自強所,
大樓,成家大璽,EPA01744,青埔里,"25.015819,121.221549",3.0,7639,中壢分局,,青埔所,
大樓,昭揚君馥,EPA01745,新明里,"25.015819,121.221549",2.0,764,中壢分局,V,興國所,
大樓,慶賀真鑽,EPA01746,文化里,"24.983155,121.25003",1.0,421,中壢分局,,文化所,
透天,,EPA01747,福德里,"24.974492,121.248193",1.0,423,中壢分局,V,內壢所,
大樓,璞園的家,EPA01748,青埔里,"25.012321,121.221183",4.0,2839,中壢分局,V,青埔所,
透天,鄒宅,EPA01749,三民里,"24.965224,121.212539",1.0,164,中壢分局,,興國所,
公寓,美商美科發股份有限公司,EPA01750,山東里,"24.993389,121.177159",1.0,352,中壢分局,V,大崙所,
大樓,合悅緣,EPA01751,復興里,"24.975835,121.247076",1.0,360,中壢分局,V,文化所,
大樓,和耀富郁社區,EPA01752,月眉里,"25.001024,121.189718",2.0,2143,中壢分局,V,大崙所,
大樓,宏曆園,EPA01753,仁義里,"24.967725,121.236313",3.0,553,中壢分局,V,普仁所,
透天,奇異果旅店,EPA01754,東興里,"24.954475,121.229431",2.0,253,中壢分局,,中壢所,
大樓,小森光,EPA01755,青埔里,"25.007276,121.221416",2.0,878,中壢分局,V,青埔所,
大樓,和逸飯店,EPA01756,青埔里,"25.017975,121.213776",4.0,7854,中壢分局,V,青埔所,
大樓,新潤A18,EPA01757,青埔里,"25.014307,121.213199",3.0,2929,中壢分局,V,青埔所,
大樓,宜誠有余,EPA01758,青埔里,"25.011828,121.223022",2.0,993,中壢分局,V,青埔所,
大樓,典藏世家,EPA01759,復興里,"24.977558,121.246512",2.0,872,中壢分局,V,文化所,
大樓,青塘四季,EPA01760,青溪里,"25.010177,121.206944",3.0,1208,中壢分局,V,青埔所,
公家機構,中壢地政事務所,EPA01761,過嶺里,"24.96137,121.16388",2.0,822,中壢分局,V,大崙所,
透天,智寶建設,EPA01762,青埔里,"25.018347,121.22204",1.0,165,中壢分局,,青埔所,
大樓,璟都VPARK,EPA01763,洽溪里,"25.007188,121.200818",2.0,1433,中壢分局,V,青埔所,
金融機構,第一銀行中壢分行,EPA01764,中建里,"24.955599,121.222039",2.0,519,中壢分局,V,中壢所,機敏單位
透天,民宅,EPA01765,永福里,"24.97192,121.233175",1.0,222,中壢分局,,中福所,
大樓,百川文哲,EPA01766,五權里,"24.959176,121.205761",2.0,1420,中壢分局,V,興國所,
大樓,和耀家,EPA01767,復興里,"24.975845,121.246801",2.0,2102,中壢分局,V,文化所,
大樓,宜家家居IKEA,EPA01768,青埔里,"25.013156,121.217567",3.0,6730,中壢分局,V,青埔所,
大樓,國際高鐵君品苑,EPA01769,青峰里,"25.019749,121.213884",2.0,873,中壢分局,V,青埔所,
大樓,智弘科技,EPA01770,永福里,"24.979565,121.234465",2.0,2189,中壢分局,V,中福所,
大樓,誠鑫one,EPA01771,洽溪里,"25.011555,121.202661",2.0,1166,中壢分局,V,青埔所,
大樓,展志學,EPA01772,成功里,"24.981096,121.256027",3.0,815,中壢分局,V,內壢所,
透天,大傳席悅,EPA01773,青溪里,"25.012257,121.207209",2.0,131,中壢分局,V,青埔所,
透天,羅宅,EPA01774,中榮里,"24.953972,121.21921",2.0,101,中壢分局,,中壢所,
大樓,日本伊藤萬游泳學校(,EPA01775,東興里,"24.953256,121.228243",1.0,841,中壢分局,V,中壢所,
大樓,峰瑞科技有限公司,EPA01776,忠義里,"24.967209,121.239961",1.0,883,中壢分局,V,文化所,
透天,莊宅,EPA01777,青埔里,"25.016165,121.220492",1.0,137,中壢分局,,青埔所,
大樓,全昇新天地,EPA01778,青埔里,"25.00508,121.219707",2.0,929,中壢分局,V,青埔所,
大樓,采豐所在,EPA01779,青山里,"25.009563,121.210942",3.0,1153,中壢分局,,青埔所,
大樓,新潤明日朗朗,EPA01780,洽溪里,"25.00988,121.203452",4.0,1570,中壢分局,V,青埔所,
大樓,英倫花園,EPA01781,青埔里,"25.015819,121.221485",3.0,872,中壢分局,V,青埔所,
大樓,天郡,EPA01782,華勛里,"24.946413,121.258873",3.0,1907,中壢分局,V,仁愛所,
大樓,朝陽君悅,EPA01783,自治里,"24.967822,121.259287",2.0,2584,中壢分局,V,自強所,
大樓,深耕A21,EPA01784,興平里,"24.965598,121.220572",2.0,847,中壢分局,V,興國所,
大樓,佳泰超級郡,EPA01785,過嶺里,"24.960356,121.163723",4.0,2540,中壢分局,V,大崙所,
學校,62非營利幼兒園,EPA01786,自立里,"24.967559,121.252103",1.0,202,中壢分局,,自強所,
教育機構,青埔國中,EPA01787,青溪里,"25.011274,121.206041",1.0,978,中壢分局,V,青埔所,
公寓,青埔商旅,EPA01788,青山里,"25.005154,121.210383",1.0,338,中壢分局,V,青埔所,
大樓,,EPA01789,新街里,"24.961314,121.226487",4.0,815,中壢分局,V,中壢所,
公家機構,農田水利會,EPA01790,青埔里,"25.008156,121.215952",3.0,1984,中壢分局,V,青埔所,
大樓,亞城建設有限公司,EPA01791,忠義里,"24.965157,121.239293",2.0,536,中壢分局,V,文化所,
公寓,第一住屋延平路華廈,EPA01792,幸福里,"24.964543,121.231848",1.0,383,中壢分局,無,中福所,
大樓,台灣積層工業股份有限公司,EPA01793,內定里,"24.990157,121.241342",1.0,1212,中壢分局,,文化所,
大樓,合展享青松,EPA01794,青埔里,"25.004322,121.222696",3.0,1093,中壢分局,,青埔所,
教育機構,中央大學,EPA01795,五權里,"24.965852,121.194513",2.0,8511,中壢分局,,興國所,
大樓,幸福公園6社區,EPA01796,過嶺里,"24.961504,121.167644",3.0,1429,中壢分局,V,大崙所,
大樓,台達電子中壢五廠,EPA01797,永福里,"24.972173,121.23978",3.0,10044,中壢分局,V,中福所,
大樓,樺龍上府,EPA01798,芝芭里,"25.005929,121.199879",2.0,856,中壢分局,V,青埔所,
公寓,張宅,EPA01799,青埔里,"25.006097,121.218181",1.0,460,中壢分局,,青埔所,
透天,鎮源御品,EPA01800,龍昌里,"24.936101,121.247738",1.0,323,中壢分局,,龍興所,
大樓,鉅陞日和花園,EPA01801,青埔里,"25.008869,121.221581",5.0,895,中壢分局,V,青埔所,
大樓,鼎藏文星,EPA01802,洽溪里,"25.012167,121.206014",2.0,1144,中壢分局,,青埔所,
大樓,行健大樓,EPA01803,永福里,"24.982331,121.237083",2.0,1873,中壢分局,V,中福所,
大樓,忻津知,EPA01804,五權里,"24.958986,121.204363",3.0,1351,中壢分局,V,興國所,
公家機構,青年事務局,EPA01805,金華里,"24.96502,121.22526",1.0,1216,中壢分局,V,中福所,
大樓,興富發新森活,EPA01806,洽溪里,"25.01603,121.208205",4.0,1371,中壢分局,V,青埔所,
透天,知名藥妝物流中心,EPA01807,永福里,"24.98298,121.235333",1.0,38,中壢分局,V,中福所,
透天,,EPA01808,普忠里,"24.961249,121.245742",1.0,63,中壢分局,V,普仁所,
公寓,宏星馥苑,EPA01809,興平里,"24.964291,121.220379",2.0,395,中壢分局,V,興國所,
大樓,玖都森學園,EPA01810,青溪里,"25.007635,121.202266",3.0,1689,中壢分局,V,青埔所,
大樓,群邑皇冠,EPA01811,五權里,"24.960494,121.2043",2.0,686,中壢分局,V,興國所,
公寓,賓利旅店,EPA01812,東興里,"24.953739,121.228284",3.0,405,中壢分局,V,中壢所,
公寓, 合悅璇,EPA01813,復興里,"24.975839,121.246849",2.0,453,中壢分局,V,文化所,
公寓,悠活居,EPA01814,仁德里,"24.953345,121.265371",1.0,429,中壢分局,V,仁愛所,
公寓,艾爾福公園行旅,EPA01815,青峰里,"25.021259,121.219254",1.0,239,中壢分局,V,青埔所,
大樓,之春社區,EPA01816,內厝里,"24.976565,121.18716",2.0,1060,中壢分局,V,大崙所,
大樓,良茂詠恆恆美館,EPA01817,青埔里,"25.005562,121.217028",3.0,800,中壢分局,V,青埔所,
大樓,國泰大樓,EPA01818,青埔里,"25.007947,121.215649",2.0,3572,中壢分局,V,青埔所,
金融機構,日勝新京站,EPA01819,青埔里,"25.0128,121.217236",5.0,1887,中壢分局,V,青埔所,
大樓,樺龍笙合,EPA01820,芝芭里,"25.000873,121.191397",2.0,665,中壢分局,V,青埔所,
大樓,鼎藏麗星,EPA01821,洽溪里,"25.012952,121.205021",3.0,1014,中壢分局,V,青埔所,
大樓,聯上3Q,EPA01822,洽溪里,"25.007112,121.201461",3.0,2349,中壢分局,V,青埔所,
大樓,布拉格文學苑,EPA01823,青山里,"25.008318,121.213409",2.0,1372,中壢分局,V,青埔所,
大樓,兆山辰精密科技股份有限公司,EPA01824,永福里,"24.974438,121.238406",2.0,1131,中壢分局,V,中福所,
透天,鼎富發鼎富香榭社區,EPA01825,月眉里,"25.000884,121.192119",1.0,103,中壢分局,V,大崙所,
大樓,大睦站前首席,EPA01826,青埔里,"25.017895,121.221572",3.0,1392,中壢分局,V,青埔所,
大樓,合康心上城,EPA01827,青峰里,"25.0226698,121.2160769",2.0,1956,中壢分局,V,青埔所,
大樓,光明無限,EPA01828,光明里,"24.96541,121.217684",3.0,1172,中壢分局,V,興國所,
大樓,鼎藏青境,EPA01829,後寮里,"24.943151,121.2473171",2.0,3927,中壢分局,V,普仁所,
大樓,崐源富比仕8,EPA01830,洽溪里,"25.014046,121.20358",2.0,698,中壢分局,V,青埔所,
大樓,尊騰音悅廳,EPA01831,青峰里,"25.023133,121.220481",2.0,768,中壢分局,V,青埔所,
大樓,青之上河,EPA01832,芝芭里,"25.003097,121.209287",3.0,2385,中壢分局,V,青埔所,
大樓,昆旺品藏,EPA01833,青山里,"25.009496,121.213817",2.0,1149,中壢分局,V,青埔所,
大樓,聯上青塘吾疆,EPA01834,洽溪里,"25.006804,121.204802",2.0,390,中壢分局,V,青埔所,
公家機關,大時鐘商場,EPA01835,中建里,"24.9556,121.22138",4.0,1013,中壢分局,V,中壢所,
大樓,宜雄大名鑄,EPA01836,芝芭里,"25.001291,121.206319",3.0,2847,中壢分局,V,青埔所,
大樓,威均晶鑽,EPA01837,芝芭里,"25.001673,121.203345",4.0,1378,中壢分局,V,青埔所,
大樓,松桐匯社區,EPA01838,過嶺里,"24.963082,121.163515",3.0,829,中壢分局,V,大崙所,
大樓,大睦仁愛匯,EPA01839,青埔里,"25.017456,121.221547",3.0,1302,中壢分局,V,青埔所,
大樓,豐盈畔,EPA01841,龍慈里,"24.94015,121.244931",3.0,1216,中壢分局,V,龍興所,
大樓,"禾林RICH ONE NO2",EPA01842,青埔里,"25.007683,121.220494",2.0,1570,中壢分局,V,青埔所,
大樓,百川豐硯,EPA01843,中興里,"24.962492,121.258740",2.0,1554,中壢分局,V,自強所,
大樓,領航之星,EPA01844,青埔里,"25.006088,121.215237",3.0,927,中壢分局,V,青埔所,
大樓,玖都美術國際,EPA01845,青溪里,"25.006312,121.208808",3.0,772,中壢分局,V,青埔所,
大樓,柏宣建設股份有限公司,EPA01846,文化里,"24.982619,121.252387",2.0,832,中壢分局,V,文化所,
透天,,EPA01847,後寮里,"24.944083,121.248262",2.0,2972,中壢分局,V,普仁所,
大樓,臺億建築,EPA01848,中央里,"24.9553294,121.228089",2.0,356,中壢分局,V,中壢所,
大樓,宜誠有境,EPA01849,青埔里,"25.017650,121.223535",2.0,1712,中壢分局,V,青埔所,
大樓,良茂詠恆詠美館,EPA01850,青埔里,"25.006400,121.215959",3.0,1461,中壢分局,V,青埔所,
大樓,中壢一號國宅,EPA01851,龍昌里,"24.935665,121.255017",2.0,9701,中壢分局,V,龍興所,
大樓,璞園那山階,EPA01852,芝芭里,"25.001080,121.206813",3.0,684,中壢分局,V,青埔所,
公寓,群浩天晴,EPA01853,三民里,"24.963199,121.207955",1.0,166,中壢分局,V,興國所,
工廠,立霸工業股份有限公司,EPA01854,內定里,"24.988246,121.243261",1.0,315,中壢分局,V,文化所,
大樓,和洲紅不讓,EPA01855,洽溪里,"25.010773,121.201778",2.0,1084,中壢分局,V,青埔所,
工廠,富強醫材股份有限公司,EPA01856,文化里,"24.977528,121.244872",2.0,682,中壢分局,V,文化所,
大樓,龍築靜秧,EPA01857,過嶺里,"24.959111,121.168997",2.0,976,中壢分局,V,大崙所,
大樓,中原師鄉,EPA01858,德義里,"24.956244,121.229400",2.0,310,中壢分局,V,普仁所,
大樓,誠佳品學,EPA01859,洽溪里,"25.011310,121.202805",3.0,1227,中壢分局,V,青埔所,
大樓,詠陽河畔,EPA01860,新興里,"24.944189,121.222683",1.0,138,中壢分局,V,龍興所,
大樓,櫻花緻,EPA01861,青埔里,"25.004962,121.223517",2.0,3243,中壢分局,V,青埔所,
其他,,EPA01862,月眉里,"25.005381,121.181238",1.0,264,中壢分局,V,大崙所,
工廠,坤旺營造,EPA01863,永福里,"24.980692,121.233810",1.0,790,中壢分局,V,中福所,
大樓,君悅晶品,EPA01864,和平里,"24.978930,121.253039",1.0,459,中壢分局,V,內壢所,
大樓,,EPA01865,信義里,"24.952767,121.233977",1.0,349,中壢分局,V,普仁所,
大樓, 永麗花園,EPA01866,青埔里,"25.008277,121.217129",5.0,975,中壢分局,V,青埔所,
大樓,桃園會展中心,EPA01867,芝芭里,"25.002828,121.201179",1.0,13728,中壢分局,V,青埔所,
大樓,偉築新豐洲,EPA01868,青峰里,"25.018472,121.222260",2.0,2141,中壢分局,V,青埔所,
大樓,柏宣VIVA-NO2,EPA01869,文化里,"24.983885,121.250947",1.0,513,中壢分局,V,文化所,
大樓,豐湛5,EPA01870,過嶺里,"24.960485,121.166802",3.0,990,中壢分局,V,大崙所,
大樓,好漾,EPA01871,過嶺里,"24.960192,121.167589",3.0,1580,中壢分局,V,大崙所,
大樓,世界極,EPA01872,青埔里,"25.017752,121.219124",3.0,5525,中壢分局,V,青埔所,
大樓,樺龍潮+,EPA01873,月眉里,"24.992686,121.193900",2.0,1430,中壢分局,V,大崙所,
大樓,青埔香榭大道,EPA01874,青埔里,"25.017333,121.222948",2.0,1569,中壢分局,V,青埔所,
大樓,三秀玥景,EPA01875,內定里,"24.988777,121.256806",2.0,694,中壢分局,V,文化所,
大樓,潤隆國家大院,EPA01876,青埔里,"25.015756,121.219554",5.0,4870,中壢分局,V,青埔所,
大樓,中壢國小,EPA01877,中榮里,"24.953230,121.221250",1.0,4309,中壢分局,V,中壢所,
大樓,合悅齊,EPA01878,復興里,"24.975856,121.246639",2.0,589,中壢分局,V,文化所,
大樓,凱田樂慕,EPA01879,月眉里,"25.007083,121.178437",2.0,903,中壢分局,V,大崙所,
大樓,威旺建設,EPA01880,青埔里,"25.007214,121.220298",4.0,1524,中壢分局,V,青埔所,
大樓,合遠建設,EPA01881,青溪里,"25.012571,121.204583",3.0,1174,中壢分局,V,青埔所,
大樓,振芳股份,EPA01882,文化里,"24.9795662,121.243060",3.0,2272,中壢分局,V,文化所,
大樓,大築建設,EPA01883,芝芭里,"25.0011274,121.203395",3.0,972,中壢分局,V,青埔所,
大樓,呈定企業,EPA01884,文化里,"24.9848874,121.247863",1.0,1325,中壢分局,V,文化所,
大樓,仲和建築,EPA01885,文化里,"24.9834022,121.250669",1.0,74,中壢分局,V,文化所,
大樓,寶國建築,EPA01886,龍昌里,"24.9351621,121.247787",1.0,146,中壢分局,V,龍興所,
大樓,上順房屋,EPA01887,青埔里,"25.004020,121.218722",2.0,1594,中壢分局,V,青埔所,
大樓,龍鎮建設,EPA01888,興國里,"24.9598397,121.221357",4.0,755,中壢分局,V,興國所,
教育機構,青園國民小學,EPA01889,青埔里,"25.0180571,121.218009",1.0,1647,中壢分局,V,青埔所,
大樓,寶國建築,EPA01890,青埔里,"25.00574,121.21695",4.0,1258,中壢分局,V,青埔所,
大樓,僑馥建築,EPA01891,永福里,"24.98391,121.23936",1.0,1775,中壢分局,V,中福所,
大樓,京美建設,EPA01892,成功里,"24.98117,121.25665",3.0,1582,中壢分局,V,內壢所,
大樓,創景建設,EPA01893,後寮里,"24.94358,121.24745",2.0,1214,中壢分局,V,普仁所,
大樓,新大建設,EPA01894,青山里,"25.00542,121.21263",3.0,2307,中壢分局,V,青埔所,
大樓,合雄建設,EPA01895,洽溪里,"25.01153,121.20305",3.0,1065,中壢分局,V,青埔所,
大樓,鼎巨建設,EPA01896,芝芭里,"24.98267,121.20037",2.0,1524,中壢分局,V,青埔所,
大樓,冠竑建設,EPA01897,中山里,"24.96109,121.26147",2.0,569,中壢分局,V,自強所,
大樓,施正聖,EPA01898,成功里,"24.98181,121.25689",1.0,133,中壢分局,V,內壢所,
大樓,桃源建設,EPA01899,青埔里,"25.01046,121.22036",4.0,1035,中壢分局,V,青埔所,
大樓,鍾翔宇,EPA01900,青山里,"25.00539,121.21350",1.0,169,中壢分局,V,青埔所,
大樓,御堡開發,EPA01901,林森里,"24.94682,121.22702",1.0,210,中壢分局,V,龍興所,
