類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
大樓,小王子社區,T106303,同安里,"25.0152883,121.3000072",1、2、3,626.0,桃園分局,,O,,,,桃園市桃園區藝文二街20號
大樓,澄舍,T106304,大有里,"25.0146157,121.3195154",1、2、3,1535.0,桃園分局,,O,,,,桃園區民有東路1巷2號
大樓,早安藝文社區,T106305,北埔里,"25.0234688,121.292196",1、2,2948.0,桃園分局,,O,,,,桃園區莊二街212號
大樓,權視界PKONE社區,T106306,中正里,"24.9984392,121.2978501",1、2、3,3417.0,桃園分局,,O,,,,桃園區保定三街95號
大樓,幸福公園NO.3社區,T106307,汴洲里,"25.0224845,121.3120726",1、2,1188.0,桃園分局,,O,,,,桃園區健行路110號
大樓,昭揚縱橫社區,T106308,經國里,"25.0142963,121.3070551",1、2、3,8135.0,桃園分局,,O,,,,桃園區經國路88-7號
大樓,私人住宅,T106309,中德里,"24.9636288,121.2916544",1、2,365.0,桃園分局,,,,,,桃園區國際一路152號
大樓,中悅麗舍花園社區,T106310,同安里,"25.016907,121.3006688",1、2、3、4,9629.0,桃園分局,,O,,,,桃園區同德六街5號
公寓,私人住宅,T106311,東門里,"24.9977205,121.3146433",1,251.0,桃園分局,,,,,,桃園區園二街43號
大樓,自遊人時上區,T106312,汴洲里,"25.0296496,121.2995067",1、2、3、4,1571.0,桃園分局,,O,,,,桃園區經國一路110號
公寓,大滝藥局,T106401,龍壽里,"24.9800565,121.268907",1,260.0,桃園分局,,O,,,,桃園區龍壽街74-2號
大樓,星光匯社區,T106402,大樹里,"24.9812825,121.3196263",1、2、3、4,1448.0,桃園分局,,O,,,,桃園區桃鶯路349號
大樓,惠生保安婦幼中心,T106403,福林里,"24.9772756,121.3033284",1、2,1733.0,桃園分局,,O,,,,桃園區介壽路493號
大樓,竹成真鶴,T106404,中興里,"24.9991635,121.2980408",1、2、3,4204.0,桃園分局,,O,,,,桃園區力行路311號
大樓,極宸社區,T106405,中正里,"24.9949503,121.2958859",1、2,319.0,桃園分局,,,,,,桃園區正光路186巷50號
公寓,春日傳世社區,T106406,汴洲里,"25.029623,121.307103",1,2726.0,桃園分局,,O,,,,桃園區春日路1434巷71號
大樓,國際極社區,T106407,中平里,"24.9891424,121.2944479",1、2,1580.0,桃園分局,,O,,,,桃園區泰昌三街31號
大樓,聚豐耘社區,T105101,中德里,"24.9633219,121.2924692",1、2,1465.0,桃園分局,,O,,,,桃園區國際路一段65號
大樓,德友築跡社區,T105102,北埔里,"25.023777,121.2926008",1、2、3,1034.0,桃園分局,,O,,,,桃園區敬二街58號
大樓,宜誠廣見社區,T105103,中路里,"24.9931465,121.2898038",1、2、3,1731.0,桃園分局,,O,,,,桃園區國強一街6號
公寓,私人住宅,T105104,大業里,"25.0082115,121.3121491",1,134.0,桃園分局,,,,,,桃園區民富九街118號
公寓,囍堂社區,T105105,中和里,"24.9978723,121.3097025",1,459.0,桃園分局,,O,,,,桃園區北新街51號
大樓,桃府金鑽社區,T105106,泰山里,"24.9888116,121.297379",1、2,1338.0,桃園分局,,O,,,,桃園區泰成路62巷62號
大樓,私人住宅,T105107,泰山里,"24.9906519,121.297065",1、2,1833.0,桃園分局,,O,,,,桃園區中山路507巷16號
公寓,十悅社區,T105108,春日里,"25.0167388,121.3117816",1,446.0,桃園分局,,,,,,桃園市桃園區大興路192巷30號
大樓,美樂地社區,T105109,大豐里,"24.9794008,121.3168869",1、2、3,2194.0,桃園分局,,O,,,,桃園區樹林八街22-1號
大樓,桃園地方檢察署,T105201,中埔里,"25.0064901,121.2870163",1、2,9966.0,桃園分局,,O,,,,桃園區正光路898號
大樓,法務部調查局桃園市調查站,T105202,光興里,"24.9946098,121.3008634",1、2,779.0,桃園分局,,O,,,,桃園區縣府路19號
公寓,私人住宅,T105203,經國里,"25.0130198,121.3050745",1,331.0,桃園分局,,O,,,,桃園同安街108號
大樓,無疆,T105204,忠義里,"25.0045124,121.3207454",1、2、3、4,746.0,桃園分局,,O,,,,桃園區三元街147號
公寓,合勤璞玉,T105301,福元里,"25.0089905,121.316788",1,222.0,桃園分局,,,,,,桃園區福元街212號
大樓,白朗峰社區,T105302,同安里,"25.0189105,121.3012934",1、2、3,2639.0,桃園分局,,O,,,,桃園區同安街423號
公寓,成陽經貿大樓,T105303,汴洲里,"25.029676,121.30457",1,3493.0,桃園分局,,O,,,,桃園區春日路1490號
大樓,幸福公園NO.2社區,T105304,汴洲里,"25.0225522,121.3122466",1、2、3,1864.0,桃園分局,,O,,,,桃園區健行路112號
公寓,桃園市私立新興國際中小學,T105305,西埔里,"25.0159046,121.2848523",1,3296.0,桃園分局,,O,,,,桃園區富國路437號
大樓,私人住宅,T105306,永安里,"24.9993278,121.304428",1、2,205.0,桃園分局,,,,,,桃園區中正三街146巷30號
大樓,昭陽乾坤社區,T105307,同安里,"25.0166814,121.3003486",1、2、3、4,4873.0,桃園分局,,O,,,,桃園區同德六街77號
大樓,擎天匯社區,T105401,建國里,"24.9868457,121.317854",1、2、3,3938.0,桃園分局,,O,,,,桃園區桃鶯路62-2號
公寓,私人住宅,T105402,文中里,"24.9957812,121.289605",1,265.0,桃園分局,,,,,,桃園區文中路159號
大樓,合遠家沁社區,T105403,龍安里,"24.9924643,121.2793225",1、2、3,1928.0,桃園分局,,O,,,,桃園區國強11街63號
大樓,野翔企業大樓,T105404,龍祥里,"24.9805986,121.2743268",1、2、3,4785.0,桃園分局,,O,,,,桃園區中山路1306號
大樓,全漢企業股份有限公司,T105405,大樹里,"24.985023,121.321473",1、2,2373.0,桃園分局,,O,,,,桃園區興隆路7號
大樓,夏特蕾社區,T105406,永興里,"24.997359,121.3087727",1、2,225.0,桃園分局,,,,,,桃園區北新街83號
大樓,富萊敦品社區,T105407,建國里,"24.988242,121.317343",1、2,727.0,桃園分局,,O,,,,桃園區大林路5號
大樓,昭揚飛社區,T105408,汴洲里,"25.0307742,121.301067",1、2、3,1226.0,桃園分局,,O,,,,桃園區水汴一路131號
大樓,晴空宿社區,T105409,東山里,"24.9935818,121.3167249",1、2,264.0,桃園分局,,,,,,桃園區春日路85號
大樓,快樂學園社區,T105410,汴洲里,"25.0217824,121.3134753",1、2,1922.0,桃園分局,,O,,,,桃園區大有路945巷27號
大樓,振豐電子企業股份有限公司,T104101,龍祥里,"24.980549,121.2734",1、2,2544.0,桃園分局,,O,,,,桃園區中山路1308-3號
大樓,漢東敦美社區,T104102,中平里,"24.989406,121.295267",1、2,1275.0,桃園分局,,O,,,,桃園區壽昌街66號
大樓,凡賽絲社區,T104103,瑞慶里,"25.0197982,121.2918004",1、2、3,4832.0,桃園分局,,O,,,,桃園區同德十二街358號
大樓,府上社區,T104104,南埔里,"25.0063398,121.2971135",1、2、3,1429.0,桃園分局,,O,,,,桃園區溫州街28號
大樓,宅美髮店,T104105,長安里,"25.0060587,121.3027069",1、2、3,923.0,桃園分局,,O,,,,桃園區中正五街129號
大樓,私人住宅,T104106,中正里,"24.994863,121.300044",1、2、3,3079.0,桃園分局,,O,,,,桃園市桃園區廈門街97號
大樓,達爾菲社區,T104107,寶慶里,"25.012498,121.2958205",1、2、3,986.0,桃園分局,,O,,,,桃園區中埔二街216號
大樓,經國逸品社區,T104108,新埔里,"25.0175313,121.3053472",1、2、3,947.0,桃園分局,,O,,,,桃園區經國路200號
大樓,經國逸品B區社區,T104109,新埔里,"25.0173408,121.3054626",1、2、3,1126.0,桃園分局,,O,,,,桃園區經國路192號
大樓,和瑞大安社區,T104110,中山里,"24.9854776,121.2924467",1、2,2635.0,桃園分局,,O,,,,桃園區泰昌九街46號
大樓,雋品社區,T104201,長德里,"25.0019497,121.3004217",1、2,1033.0,桃園分局,,O,,,,桃園區愛二街182巷21號
大樓,麗寶芙蓉匯社區,T104202,同安里,"25.0135062,121.3020779",1、2、3、4,2872.0,桃園分局,,O,,,,桃園區大興西路一段218號
大樓,陽明ONE社區,T104203,福林里,"24.9798962,121.311522",1、2,3080.0,桃園分局,,O,,,,桃園區樹林一街10號
大樓,合輝國家美學館,T104204,三民里,"24.9956394,121.3209379",1、2、3,2023.0,桃園分局,,O,,,
大樓,麗思卡登,T104205,南埔里,"25.0072567,121.2942778",1、2、3,2235.0,桃園分局,,O,,,,桃園區永安路810-1巷38號
大樓,銘大臻品苑社區,T104206,南門里,"24.9853199,121.3029772",1、2,1161.0,桃園分局,,O,,,,桃園區建國路348巷28-1號
公寓,私人住宅,T104207,龍安里,"24.9925483,121.2773839",1,235.0,桃園分局,,,,,,桃園區國強十一街96巷28號
大樓,市府双星社區,T104208,泰山里,"24.990278,121.297488",1、2,513.0,桃園分局,,,,,,桃園區中山路507巷27號
大樓,豐達藝社區,T104301,中平里,"24.9899975,121.2942925",1、2、3,1752.0,桃園分局,,O,,,,桃園區壽昌街22號
大樓,中山都匯社區,T104302,中山里,"24.9902386,121.2897401",1、2、3,3987.0,桃園分局,,O,,,,桃園區中山路791號
大樓,慕朵微風,T104303,慈文里,"25.0049314,121.2999077",1、2、3,1983.0,桃園分局,,O,,,,桃園區慈文路330號
公寓,私人住宅,T104304,青溪里,"25.000823,121.315149",1,197.0,桃園分局,,,,,,桃園區三民路二段51號
大樓,私人住宅,T104305,文化里,"24.990431,121.312353",1、2、3、4,1640.0,桃園分局,,O,,,,桃園區復興路166號
大樓,豐達ONE社區,T104306,春日里,"25.0156255,121.3097156",1、2、3,1271.0,桃園分局,,O,,,,桃園區大興路110號
公寓,康鈞賦NO.2社區,T104307,大林里,"24.9749352,121.3226895",1,723.0,桃園分局,,O,,,,桃園區樹仁三街26號
大樓,京澄晴朗,T104308,信光里,"25.0099066,121.3081905",1、2、3,833.0,桃園分局,,O,,,,桃園區民生路852號
公寓,私人住宅,T104309,中德里,"24.9676217,121.2924685",1,94.0,桃園分局,,,,,,桃園區國際路一段246號
大樓,御景社區,T104310,龍岡里,"24.994424,121.2819274",1、2,904.0,桃園分局,,,,,,桃園區文中路495號
大樓,高層双星社區,T104311,大林里,"24.9723447,121.3220179",1、2,1022.0,桃園分局,,O,,,,桃園區大仁路50巷15號
大樓,大清旭日社區,T104312,經國里,"25.011287,121.307676",1、2、3,3117.0,桃園分局,,O,,,,桃園區慈文路30號
大樓,中路御品社區,T104401,龍鳳里,"24.9901635,121.2791723",1、2、3,3484.0,桃園分局,,,,,,桃園區國豐三街106號
公寓,昱京科技股份有限公司,T104402,大林里,"24.9721494,121.3203406",1,692.0,桃園分局,,O,,,,桃園區大仁路50巷66號
大樓,謙玉苑,T104403,青溪里,"24.9991956,121.3141731",1、2,1195.0,桃園分局,,O,,,,桃園區鎮二街35號
大樓,中茂新天地,T104404,同安里,"25.0145768,121.30052",1、2、3、4,4012.0,桃園分局,,,,,,桃園區同德五街61號
大樓,鴻竹新願社區,T104405,中信里,"24.9932064,121.2841192",1、2、3,2067.0,桃園分局,,O,,,,桃園區中山路956巷156號
大樓,捷寶君品社區,T104406,同安里,"25.0134368,121.3008266",1、2、3、4,1789.0,桃園分局,,O,,,,桃園區大興西路一段260號
大樓,定泰翫寶社區,T104407,同安里,"25.0114848,121.3026388",1、2、3,4208.0,桃園分局,,O,,,,桃園區同德二街38號
大樓,經國City社區,T104408,新埔里,"25.0182479,121.306454",1、2、3,1888.0,桃園分局,,O,,,,桃園區經國路208巷16號
大樓,藝集社區,T104409,檜樂里,"25.0186204,121.3159118",1、2、3,1936.0,桃園分局,,O,,,,桃園區大有路726號
大樓,印象羅芙社區,T104410,同安里,"25.0126801,121.3006435",1、2、3、4,1873.0,桃園分局,,O,,,,桃園區大興西路一段266號
公寓,安芯醫學美容藥妝,T104411,龍安里,"24.9917481,121.2791444",1,354.0,桃園分局,,,,,,桃園區龍安街157號
大樓,京上澄社區,T104412,同安里,"25.0091182,121.3041213",1、2,1325.0,桃園分局,,O,,,,桃園區慈文路192號
公寓,金莎堡汽車旅館,T104413,大林里,"24.9739328,121.3204912",1,1185.0,桃園分局,,O,,,,桃園區樹仁三街133號
大樓,鴻築心天母社區,T103101,會稽里,"25.0164694,121.3154414",1、2、3,5372.0,桃園分局,,,,,,桃園區大興路290巷33號
大樓,私人住宅,T103102,三民里,"24.995168, 121.319358",1、2、3,2716.0,桃園分局,,O,,,
大樓,新帝標社區,T103103,龍壽里,"24.980515,121.2706702",1、2、3、4,5952.0,桃園分局,,O,,,,桃園區龍泉二街49號
公寓,英堡,T103104,青溪里,"25.0000904,121.3139022",1,572.0,桃園分局,,,,,,桃園區鎮四街46號
大樓,君頂會,T103105,南埔里,"25.0072552,121.2930683",1、2、3,2426.0,桃園分局,,O,,,,桃園區大興西路二段293號
大樓,摩天芳鄰社區,T103106,莊敬里,"25.0229752,121.2955707",1、2、3,7275.0,桃園分局,,O,,,,桃園區中正路1398-1號
大樓,美力城邦極美館社區,T103201,大林里,"24.9737803,121.3223977",1、2、3,4408.0,桃園分局,,O,,,,桃園區樹仁三街15巷2號
大樓,大陸澄品,T103202,信光里,"25.0085819,121.3074779",1、2、3,1750.0,桃園分局,,O,,,,桃園區大連二街166號
大樓,新晶華,T103203,大有里,"25.0125711,121.3193073",1、2、3,5098.0,桃園分局,,O,,,,桃園區民富十三街25號
大樓,昇陽商業大樓,T103204,同安里,"25.0136796,121.299962",1、2,2276.0,桃園分局,,O,,,,桃園區中正路1066號
大樓,尊聖首善社區,T103205,長美里,"24.9936214,121.3081028",1、2、3,1595.0,桃園分局,,O,,,,桃園區民族路183號
大樓,益展城心社區,T103206,東埔里,"25.0019105,121.3086833",1、2、3,2063.0,桃園分局,,O,,,,桃園區正康二街66號
大樓,朝揚大器社區,T103207,莊敬里,"25.0226021,121.2989508",1、2、3,3440.0,桃園分局,,O,,,,桃園區同安街568號
大樓,杜拜美學,T103301,大有里,"25.0102029,121.3197641",1、2、3,8886.0,桃園分局,,O,,,,桃園區大有路348號
大樓,合遠京王社區,T103302,自強里,"25.0252813,121.3013753",1、2、3,5188.0,桃園分局,,O,,,,桃園區經國路741-8號
大樓,悅龍莊社區,T103303,同安里,"25.0098011,121.3032242",1、2、3,3384.0,桃園分局,,O,,,,桃園區同德一街9號
大樓,百川晶硯,T103304,大業里,"25.010036,121.3149456",1、2、3,2490.0,桃園分局,,O,,,,桃園區民有十二街12號
大樓,四季水花園,T103305,大業里,"25.0107606,121.314094",1、2、3,2331.0,桃園分局,,,,,,桃園區民有十二街11號
大樓,御集社區,T103306,東山里,"24.991308,121.317503",1、2,268.0,桃園分局,,,,,,桃園區春日路21號
公寓,陽明綜合大樓,T103307,福林里,"24.979503,121.3070793",1,939.0,桃園分局,,O,,,,桃園區陽明三街33號
大樓,朝陽銳商辦大樓,T103308,同安里,"25.0162078,121.299635",1、2、3,1412.0,桃園分局,,O,,,,桃園區同德六街89號
大樓,將相琚社區,T103309,永興里,"24.9968458,121.309564",1、2、3、4,2293.0,桃園分局,,O,,,,桃園區中正路273-1號
大樓,遇見鴻築社區,T103310,中信里,"24.992614,121.2845106",1、2、3,2350.0,桃園分局,,O,,,,桃園區國強一街170-1號
公寓,延平新站社區,T103311,大豐里,"24.9820755,121.3143935",1,232.0,桃園分局,,,,,,桃園區金門三街7號
大樓,耀時代社區,T103312,春日里,"25.016049,121.3096801",1、2、3,2476.0,桃園分局,,O,,,,桃園區大興路120巷21號
公寓,延平新站社區,T103401,大豐里,"24.9820755,121.3143935",1,232.0,桃園分局,,,,,,桃園區金門三街7號
大樓,大清椈月社區,T103402,北埔里,"25.0223689,121.2920109",1、2、3,2565.0,桃園分局,,O,,,,桃園區莊敬路二段122號
大樓,站前IHOME社區,T103403,東山里,"24.991503,121.316549",1、2,434.0,桃園分局,,O,,,,桃園區安東街32-1號
大樓,禮玉苑,T103404,青溪里,"24.9990458,121.3140481",1、2,362.0,桃園分局,,O,,,,桃園區鎮二街32號
大樓,力璞悅月館,T103405,南埔里,"25.008979,121.2967279",1、2、3,1880.0,桃園分局,,O,,,,桃園區永順街113-1巷11號
大樓,"桃園市政府警察局桃園分局 中路派出所",T103406,中正里,"24.9913436,121.2938538",1、2,753.0,桃園分局,,O,,,,桃園區中山路706號
公寓,私人住宅,T103407,大林里,"24.9756917,121.3220261",1,158.0,桃園分局,,,,,,桃園區榮華街33巷7號
大樓,鉑悅社區,T103408,北門里,"25.002659,121.309446",1、2、3,1626.0,桃園分局,,O,,,,桃園區民生路495號
大樓,康鈞賦NO.1社區,T103409,大林里,"24.9746523,121.3221267",1、2,1710.0,桃園分局,,O,,,,桃園區樹仁三街56號
公寓,私人住宅,T103410,自強里,"25.0213093,121.3036426",1,171.0,桃園分局,,,,,,桃園區經國路272號
公寓,私人住宅,T103411,武陵里,"24.990321,121.313636",1,181.0,桃園分局,,,,,,桃園區復興路115號
大樓,力璞悅日館,T103412,南埔里,"25.0086168,121.2963112",1、2、3,2056.0,桃園分局,,O,,,,桃園區永順街99巷1號
大樓,永晟青澄社區,T103413,龍安里,"24.9923342,121.2761395",1、2、3,875.0,桃園分局,,O,,,,桃園區國強十三街75號
大樓,歐風大郡NO.5,T103414,龍壽里,"24.983917,121.272703",1、2、3,4074.0,桃園分局,,O,,,,桃園區龍泉六街8號
大樓,陸昇威登,T103415,寶慶里,"25.0124171,121.2955917",1、2,2418.0,桃園分局,,O,,,,桃園區中埔二街137號
大樓,麗悅,T103416,大有里,"25.0119826,121.3189856",1、2、3,4646.0,桃園分局,,O,,,,桃園區大有路458-2號
公寓,私人住宅,T103417,文中里,"24.9957855,121.2897381",1,265.0,桃園分局,,,,,,桃園市桃園區文中路157號
公寓,私人住宅,T103418,中和里,"24.9963999,121.311146",1,75.0,桃園分局,,,,,,桃園區桃源街30號
大樓,捷運金鑽社區,T102101,永興里,"24.9957042,121.3089634",1、2,462.0,桃園分局,,O,,,,桃園區和平路106號
公寓,私人住宅,T102102,瑞慶里,"25.0218187,121.2914425",1,159.0,桃園分局,,,,,,桃園區莊敬路二段151號
大樓,中悅一品社區,T102103,同安里,"25.0154393,121.2990783",1、2、3、4,12960.0,桃園分局,,O,,,,桃園區中正路1118號
大樓,麗園道社區,T102104,中德里,"24.9635067,121.2909749",1、2、3,1590.0,桃園分局,,O,,,,桃園區國際一路156號
大樓,鴻築由心社區,T102201,會稽里,"25.0164732,121.3156198",1、2、3,1319.0,桃園分局,,O,,,,桃園區大興路292號
大樓,豐達謙邑社區,T102202,龍安里,"24.993588,121.2791089",1、2、3,2993.0,桃園分局,,O,,,,桃園區文中路623-1號
公寓,立凱電能科技股份有限公司,T102203,大樹里,"24.979521,121.323031",1,340.0,桃園分局,,,,,,桃園區興華路2-1號
大樓,重久馥邦,T102204,大樹里,"24.9793785,121.3203222",1、2,2731.0,桃園分局,,O,,,,桃園區大原路3號
大樓,聖波得堡,T102205,寶慶里,"25.0115459,121.2957459",1、2、3,961.0,桃園分局,,O,,,,桃園區同德三街27號
大樓,帝璽,T102301,中寧里,"25.0104545,121.3004251",1、2、3、4,5178.0,桃園分局,,O,,,,桃園區同德二街130號
大樓,漢生Room18,T102302,寶山里,"25.012179,121.3140573",1、2,5184.0,桃園分局,,O,,,,桃園區民有三街471號
公寓,私人住宅,T102303,三民里,"24.9980009,121.318343",1,199.0,桃園分局,,,,,,桃園區自強路26號
