類別,電腦編號,村里別,地址,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
公寓,EPA01666,青山里,35鄰青埔路二段20號,"25.00798,121.215777",2,385,中壢分局,V,青埔所,
大樓,EPA01667,青埔里,4鄰青商路18號7樓,"25.005098,121.216656",3,604,中壢分局,V,青埔所,
大樓,EPA01668,華愛里,7鄰華勛街79巷12弄19號,"24.946894,121.260012",2,862,中壢分局,V,仁愛所,
大樓,EPA01669,青埔里,2鄰青峰路一段53號,"25.014994,121.218751",3,2688,中壢分局,V,青埔所,
大樓,EPA01670,新街里,4鄰元化路236號,"24.961884,121.22626",3,1598,中壢分局,V,中壢所,
公寓,EPA01671,月眉里,8鄰月眉路三段238號,"25.011355,121.184491",2,508,中壢分局,V,大崙所,
大樓,EPA01672,華愛里,2鄰榮民南路279巷16號,"24.951481,121.257278",2,603,中壢分局,V,仁愛所,
大樓,EPA01673,忠孝里,2鄰忠孝路170號,"24.977098,121.255636",3,1315,中壢分局,V,內壢所,
金融機構,EPA01674,青山里,35鄰新生路四段235號,"25.007715,121.21342",2,604,中壢分局,V,青埔所,
大樓,EPA01675,華勛里,4鄰華美三路355號三樓之2,"24.946332,121.258924",3,2888,中壢分局,V,仁愛所,
大樓,EPA01676,過嶺里,14鄰松義二街38號二樓,"24.960533,121.167821",3,1402,中壢分局,V,大崙所,
大樓,EPA01677,月眉里,5鄰圓光一路218號,"25.004890,121.190072",2,3357,中壢分局,V,大崙所,
大樓,EPA01678,龍興里,13鄰龍岡路三段37巷28號四樓,"24.938514,121.23265",4,1313,中壢分局,V,龍興所,
大樓,EPA01679,青山里,35鄰公園路一段37號2樓,"25.004000,121.211261",3,1898,中壢分局,V,青埔所,
透天,EPA01680,內厝里,3鄰福嶺路一段117號,"24.974965,121.178956",0,7,中壢分局,,大崙所,
大樓,EPA01681,青溪里,7鄰領航北路一段310號10樓之5,"25.006527,121.200709",3,2219,中壢分局,V,青埔所,
透天,EPA01682,青埔里,1鄰高鐵北路二段9號,"25.01764,121.218324",1,195,中壢分局,,青埔所,
大樓,EPA01683,永福里,7鄰東園路5號,"24.968191,121.239267",3,1045,中壢分局,V,中福所,
金融機構,EPA01684,青溪里,13鄰洽溪路215號,"25.008629,121.20653",3,1252,中壢分局,V,青埔所,
公寓,EPA01685,內厝里,10鄰福嶺路二段65號,"24.983688,121.180409",2,403,中壢分局,V,大崙所,
大樓,EPA01686,仁愛里,22鄰普忠路591號十五樓,"24.954703,121.251392",2,1479,中壢分局,V,仁愛所,
大樓,EPA01687,復興里,24鄰長春路183巷17號三樓,"24.977359,121.246928",2,2460,中壢分局,V,文化所,
大樓,EPA01688,過嶺里,19鄰松勇三街50號,"24.961551,121.163169",2,1088,中壢分局,,大崙所,
大樓,EPA01689,青埔里,15鄰高鐵站前西路二段17號三樓,"25.008487,121.21881",3,1110,中壢分局,V,青埔所,
工廠,EPA01690,內定里,合定路28號,"24.988997,121.245346",1,130,中壢分局,V,文化所,
大樓,EPA01691,青山里,46鄰高鐵南路一段50號14樓之8,"25.011385,121.211542",5,2548,中壢分局,V,青埔所,
公寓,EPA01692,永福里,7鄰西園路77巷32弄35號,"24.978336,121.235295",1,410,中壢分局,V,中福所,
大樓,EPA01693,復華里,3鄰長興街150巷17號3樓,"24.973319,121.25046",2,1962,中壢分局,V,文化所,
公寓,EPA01694,青溪里,13鄰永信路151號,"25.009242,121.206917",1,227,中壢分局,V,青埔所,
透天,EPA01695,永興里,9鄰永嘉街43號,"24.95937,121.221352",1,306,中壢分局,,中壢所,
大樓,EPA01696,青埔里,14鄰高鐵站前東路二段150號二樓,"25.00863,121.221941",2,2098,中壢分局,V,青埔所,
大樓,EPA01697,青埔里,15鄰高鐵站前西路2段57號,"25.007901,121.219602",3,2055,中壢分局,V,青埔所,
大樓,EPA01698,振興里,9鄰龍陵路221號三樓,"24.935399,121.231136",3,1838,中壢分局,V,龍興所,
大樓,EPA01699,內厝里,8鄰高鐵南路三段727巷100號,"24.986268,121.191106",2,857,中壢分局,V,大崙所,
大樓,EPA01700,中正里,24鄰榮民路285巷24弄22號2樓,"24.963472,121.262245",2,454,中壢分局,V,自強所,
大樓,EPA01701,青峰里,40鄰大成路二段125號,"25.023276,121.217665",3,1115,中壢分局,,青埔所,
大樓,EPA01702,青山里,35鄰致善路一段88號,"25.005287,121.210025",3,530,中壢分局,V,青埔所,
大樓,EPA01703,新街里,15鄰七和一街99號十樓之5,"24.964149,121.226325",3,3071,中壢分局,V,中壢所,
公寓,EPA01704,青溪里,7鄰永能路332號,"25.010291,121.207382",1,330,中壢分局,V,青埔所,
大樓,EPA01705,過嶺里,20鄰過嶺里20鄰松勇路196號,"24.961372,121.165411",3,964,中壢分局,V,大崙所,
大樓,EPA01706,青埔里,15鄰青埔里15鄰高鐵站前東路二段112號,"25.008772,121.221602",2,589,中壢分局,V,青埔所,
大樓,EPA01707,青埔里,2鄰青埔里2鄰青雲路100號13樓之1,"25.01414,121.220333",3,1947,中壢分局,V,青埔所,
大樓,EPA01708,青溪里,13鄰洽溪里13鄰洽溪路181號,"25.007803,121.205999",3,1065,中壢分局,V,青埔所,
大樓,EPA01709,過嶺里,14鄰過嶺里14鄰松勇路58號,"24.959166,121.16715",2,3008,中壢分局,V,大崙所,
大樓,EPA01710,莊敬里,20鄰莊敬里20鄰陸光五街71號,"24.96677,121.256809",2,1097,中壢分局,,自強所,
教育機構,EPA01711,普忠里,18鄰普忠里18鄰新中北路499號,"24.9587,121.246213",1,86,中壢分局,,普仁所,
大樓,EPA01712,青山里,31鄰橫峰里31鄰春德路136號,"25.016739,121.212793",3,1552,中壢分局,V,青埔所,
公寓,EPA01713,明德里,8鄰五華街100號,"24.948179,121.2317",1,371,中壢分局,,普仁所,
教育機構,EPA01714,永福里,4鄰萬能路1-2號,"24.992688,121.230171",1,880,中壢分局,V,中福所,
大樓,EPA01715,青峰里,38鄰青峰路二段199號二樓之3,"25.016165,121.220492",2,1298,中壢分局,V,青埔所,
工廠,EPA01716,文化里,6鄰合江路16號,"24.984948,121.241725",1,1895,中壢分局,V,文化所,
公家機構,EPA01717,光明里,4鄰三光路350號,"24.96434,121.21601",2,1992,中壢分局,V,興國所,
教育機構,EPA01718,青埔里,新生路四段112號,"25.006987,121.213873",1,1231,中壢分局,V,青埔所,
大樓,EPA01719,仁義里,19鄰育樂路36號五樓,"24.964336,121.235196",2,1533,中壢分局,V,普仁所,
大樓,EPA01720,中正里,7鄰興仁路二段331號十樓之3,"24.96496,121.263393",2,1879,中壢分局,V,自強所,
大樓,EPA01721,文化里,21鄰長春二路136號,"24.978624,121.247336",1,808,中壢分局,V,文化所,
公寓,EPA01722,芝芭里,12鄰領航南路一段221號,"25.00121,121.207884",4,433,中壢分局,V,青埔所,
大樓,EPA01723,永福里,7鄰西園路81號,"24.978374,121.234768",1,2134,中壢分局,V,中福所,
大樓,EPA01724,青埔里,14鄰青埔四街189號十四樓,"25.007511,121.221859",3,954,中壢分局,V,青埔所,
大樓,EPA01725,過嶺里,21鄰松勇路35號,"24.95947,121.166581",3,1126,中壢分局,V,大崙所,
大樓,EPA01726,後寮里,25鄰龍慈路190號2樓,"24.941969,121.245176",3,1435,中壢分局,V,普仁所,
大樓,EPA01727,忠福里,38鄰南園二路296巷31號九樓,"24.972771,121.227895",2,1614,中壢分局,V,中福所,
大樓,EPA01728,過嶺里,21鄰松義路100號,"24.960266,121.166425",3,533,中壢分局,V,大崙所,
派出所,EPA01729,自強里,20鄰強國路68號,"24.967969,121.258368",1,2030,中壢分局,V,自強所,機敏單位
工廠,EPA01730,中正里,15鄰榮民路421號,"24.960682,121.261348",1,445,中壢分局,V,自強所,
大樓,EPA01731,復興里,24鄰長春路183巷51號,"24.977127,121.246886",2,1822,中壢分局,V,文化所,
大樓,EPA01732,青埔里,15鄰領航南路三段468號七樓之12,"25.014038,121.222462",3,7923,中壢分局,,青埔所,
公寓,EPA01733,芝芭里,2鄰東芝路一段136號,"24.990283,121.21433",1,358,中壢分局,V,青埔所,
大樓,EPA01734,芝芭里,13鄰高鐵南路二段358號14樓,"25.001634,121.203334",5,6585,中壢分局,V,青埔所,
透天,EPA01735,內定里,內定三街２號(下內壢73-8號),"24.98542,121.252935",1,111,中壢分局,,文化所,
大樓,EPA01736,芝芭里,12鄰文智路76號,"25.002021,121.206144",3,769,中壢分局,V,青埔所,
公寓,EPA01737,中建里,9鄰中山路255號,"24.956916,121.221495",2,225,中壢分局,V,中壢所,
透天,EPA01738,新街里,8鄰慈惠三街72號2樓,"24.961505,121.225581",1,187,中壢分局,,中壢所,
大樓,EPA01739,青埔里,5鄰青商路308號,"25.008787,121.220397",3,1494,中壢分局,V,青埔所,
大樓,EPA01740,芝芭里,12鄰高鐵南路二段279號5樓,"25.003317,121.205131",3,1751,中壢分局,V,青埔所,
大樓,EPA01741,復興里,20鄰長樂二街101號,"24.977003,121.246733",3,820,中壢分局,V,文化所,
大樓,EPA01742,過嶺里,20鄰松信路109號六樓,"24.96215,121.165042",3,1008,中壢分局,V,大崙所,
大樓,EPA01743,自治里,25鄰榮安一街360號,"24.964464,121.256713",2,1006,中壢分局,V,自強所,
大樓,EPA01744,青埔里,3鄰領航南路四段23號十樓之1,"25.015819,121.221549",3,7639,中壢分局,,青埔所,
大樓,EPA01745,新明里,15鄰新榮街37號九樓,"25.015819,121.221549",2,764,中壢分局,V,興國所,
大樓,EPA01746,文化里,14鄰吉林路109-1號,"24.983155,121.25003",1,421,中壢分局,,文化所,
透天,EPA01747,福德里,15鄰福華街11號,"24.974492,121.248193",1,423,中壢分局,V,內壢所,
大樓,EPA01748,青埔里,2鄰領航南路三段271號十七樓,"25.012321,121.221183",4,2839,中壢分局,V,青埔所,
透天,EPA01749,三民里,11鄰環西路二段255號,"24.965224,121.212539",1,164,中壢分局,,興國所,
公寓,EPA01750,山東里,4鄰中正路四段324號,"24.993389,121.177159",1,352,中壢分局,V,大崙所,
大樓,EPA01751,復興里,20鄰復華九街92號,"24.975835,121.247076",1,360,中壢分局,V,文化所,
大樓,EPA01752,月眉里,4鄰圓光路一段216號,"25.001024,121.189718",2,2143,中壢分局,V,大崙所,
大樓,EPA01753,仁義里,18鄰中園路121號,"24.967725,121.236313",3,553,中壢分局,V,普仁所,
透天,EPA01754,東興里,1鄰新興路286號二樓,"24.954475,121.229431",2,253,中壢分局,,中壢所,
大樓,EPA01755,青埔里,14鄰青埔四街167號,"25.007276,121.221416",2,878,中壢分局,V,青埔所,
大樓,EPA01756,青埔里,2鄰春德路101號,"25.017975,121.213776",4,7854,中壢分局,V,青埔所,
大樓,EPA01757,青埔里,2鄰春德路285號九樓,"25.014307,121.213199",3,2929,中壢分局,V,青埔所,
大樓,EPA01758,青埔里,15鄰青溪路一段303號十三樓,"25.011828,121.223022",2,993,中壢分局,V,青埔所,
大樓,EPA01759,復興里,24鄰長春路189號,"24.977558,121.246512",2,872,中壢分局,V,文化所,
大樓,EPA01760,青溪里,7鄰永能路231號,"25.010177,121.206944",3,1208,中壢分局,V,青埔所,
公家機構,EPA01761,過嶺里,19鄰松勇二街59號,"24.96137,121.16388",2,822,中壢分局,V,大崙所,
透天,EPA01762,青埔里,3鄰青峰路二段130號,"25.018347,121.22204",1,165,中壢分局,,青埔所,
大樓,EPA01763,洽溪里,6鄰永裕路15號13樓,"25.007188,121.200818",2,1433,中壢分局,V,青埔所,
金融機構,EPA01764,中建里,11鄰中正路146號,"24.955599,121.222039",2,519,中壢分局,V,中壢所,機敏單位
透天,EPA01765,永福里,21鄰南園二路101巷5號二樓,"24.97192,121.233175",1,222,中壢分局,,中福所,
大樓,EPA01766,五權里,21鄰五族二街117號七樓,"24.959176,121.205761",2,1420,中壢分局,V,興國所,
大樓,EPA01767,復興里,20鄰復華十一街56號八樓,"24.975845,121.246801",2,2102,中壢分局,V,文化所,
大樓,EPA01768,青埔里,2鄰高鐵站前東路一段1號,"25.013156,121.217567",3,6730,中壢分局,V,青埔所,
大樓,EPA01769,青峰里,26鄰中山南路二段663號,"25.019749,121.213884",2,873,中壢分局,V,青埔所,
大樓,EPA01770,永福里,6鄰西園路128號,"24.979565,121.234465",2,2189,中壢分局,V,中福所,
大樓,EPA01771,洽溪里,6鄰民權路四段561號二樓,"25.011555,121.202661",2,1166,中壢分局,V,青埔所,
大樓,EPA01772,成功里,18鄰成章二街422號5樓,"24.981096,121.256027",3,815,中壢分局,V,內壢所,
透天,EPA01773,青溪里,7鄰永春路21號2樓,"25.012257,121.207209",2,131,中壢分局,V,青埔所,
透天,EPA01774,中榮里,5鄰博愛二路16號,"24.953972,121.21921",2,101,中壢分局,,中壢所,
大樓,EPA01775,東興里,2鄰中北路二段203號,"24.953256,121.228243",1,841,中壢分局,V,中壢所,
大樓,EPA01776,忠義里,2鄰東園路2號,"24.967209,121.239961",1,883,中壢分局,V,文化所,
透天,EPA01777,青埔里,003鄰青昇一街3號,"25.016165,121.220492",1,137,中壢分局,,青埔所,
大樓,EPA01778,青埔里,6鄰青埔四街36號14樓,"25.00508,121.219707",2,929,中壢分局,V,青埔所,
大樓,EPA01779,青山里,46鄰高鐵南路一段98號三樓,"25.009563,121.210942",3,1153,中壢分局,,青埔所,
大樓,EPA01780,洽溪里,12鄰永泰路93號十六樓,"25.00988,121.203452",4,1570,中壢分局,V,青埔所,
大樓,EPA01781,青埔里,3鄰領航南路四段101號十樓,"25.015819,121.221485",3,872,中壢分局,V,青埔所,
大樓,EPA01782,華勛里,4鄰華美三路329號九樓,"24.946413,121.258873",3,1907,中壢分局,V,仁愛所,
大樓,EPA01783,自治里,29鄰強國路29號十一樓,"24.967822,121.259287",2,2584,中壢分局,V,自強所,
大樓,EPA01784,興平里,12鄰中豐北路45號二樓,"24.965598,121.220572",2,847,中壢分局,V,興國所,
大樓,EPA01785,過嶺里,19鄰松勤路19號十四樓之2,"24.960356,121.163723",4,2540,中壢分局,V,大崙所,
學校,EPA01786,自立里,1鄰永福路1166號,"24.967559,121.252103",1,202,中壢分局,,自強所,
教育機構,EPA01787,青溪里,7鄰領航北路二段281號,"25.011274,121.206041",1,978,中壢分局,V,青埔所,
公寓,EPA01788,青山里,35鄰公園路一段82號,"25.005154,121.210383",1,338,中壢分局,V,青埔所,
大樓,EPA01789,新街里,5鄰延平路267號,"24.961314,121.226487",4,815,中壢分局,V,中壢所,
公家機構,EPA01790,青埔里,5鄰青埔路二段139號,"25.008156,121.215952",3,1984,中壢分局,V,青埔所,
大樓,EPA01791,忠義里,5鄰中華路二段201號,"24.965157,121.239293",2,536,中壢分局,V,文化所,
公寓,EPA01792,幸福里,6鄰延平路90巷59號,"24.964543,121.231848",1,383,中壢分局,無,中福所,
大樓,EPA01793,內定里,新北園路11號,"24.990157,121.241342",1,1212,中壢分局,,文化所,
大樓,EPA01794,青埔里,6鄰青松街331號五樓,"25.004322,121.222696",3,1093,中壢分局,,青埔所,
教育機構,EPA01795,五權里,2鄰中大路300號,"24.965852,121.194513",2,8511,中壢分局,,興國所,
大樓,EPA01796,過嶺里,21鄰松義路179號,"24.961504,121.167644",3,1429,中壢分局,V,大崙所,
大樓,EPA01797,永福里,7鄰東園路16號二樓,"24.972173,121.23978",3,10044,中壢分局,V,中福所,
大樓,EPA01798,芝芭里,14鄰永園路358號8樓,"25.005929,121.199879",2,856,中壢分局,V,青埔所,
公寓,EPA01799,青埔里,4鄰青埔一街56號3樓,"25.006097,121.218181",1,460,中壢分局,,青埔所,
透天,EPA01800,龍昌里,28鄰龍川三街63號,"24.936101,121.247738",1,323,中壢分局,,龍興所,
大樓,EPA01801,青埔里,15鄰高鐵站前東路二段38號,"25.008869,121.221581",5,895,中壢分局,V,青埔所,
大樓,EPA01802,洽溪里,5鄰永順一街156號,"25.012167,121.206014",2,1144,中壢分局,,青埔所,
大樓,EPA01803,永福里,7鄰中園路168-1號,"24.982331,121.237083",2,1873,中壢分局,V,中福所,
大樓,EPA01804,五權里,17鄰五族二街68號,"24.958986,121.204363",3,1351,中壢分局,V,興國所,
公家機構,EPA01805,金華里,環北路390號,"24.96502,121.22526",1,1216,中壢分局,V,中福所,
大樓,EPA01806,洽溪里,5鄰永昌路173號11樓,"25.01603,121.208205",4,1371,中壢分局,V,青埔所,
透天,EPA01807,永福里,7鄰西園路105號,"24.98298,121.235333",1,38,中壢分局,V,中福所,
透天,EPA01808,普忠里,20鄰普忠路163號,"24.961249,121.245742",1,63,中壢分局,V,普仁所,
公寓,EPA01809,興平里,12鄰中豐北路21號6樓,"24.964291,121.220379",2,395,中壢分局,V,興國所,
大樓,EPA01810,青溪里,7鄰領航北路二段260號,"25.007635,121.202266",3,1689,中壢分局,V,青埔所,
大樓,EPA01811,五權里,14鄰正光街180號,"24.960494,121.2043",2,686,中壢分局,V,興國所,
公寓,EPA01812,東興里,2鄰新興路260號,"24.953739,121.228284",3,405,中壢分局,V,中壢所,
公寓,EPA01813,復興里,24鄰復華十一街67號,"24.975839,121.246849",2,453,中壢分局,V,文化所,
公寓,EPA01814,仁德里,16鄰晉元路337巷66號7樓之3,"24.953345,121.265371",1,429,中壢分局,V,仁愛所,
公寓,EPA01815,青峰里,大仁路109號,"25.021259,121.219254",1,239,中壢分局,V,青埔所,
大樓,EPA01816,內厝里,19鄰內厝五路66號,"24.976565,121.18716",2,1060,中壢分局,V,大崙所,
大樓,EPA01817,青埔里,4鄰青商路56號,"25.005562,121.217028",3,800,中壢分局,V,青埔所,
大樓,EPA01818,青埔里,5鄰青埔路二段111號,"25.007947,121.215649",2,3572,中壢分局,V,青埔所,
金融機構,EPA01819,青埔里,2鄰高鐵站前東路一段91號6樓之3,"25.0128,121.217236",5,1887,中壢分局,V,青埔所,
大樓,EPA01820,芝芭里,8鄰圓光路142號,"25.000873,121.191397",2,665,中壢分局,V,青埔所,
大樓,EPA01821,洽溪里,5鄰永順一街206號,"25.012952,121.205021",3,1014,中壢分局,V,青埔所,
大樓,EPA01822,洽溪里,7鄰領航北路二段230號十四樓,"25.007112,121.201461",3,2349,中壢分局,V,青埔所,
大樓,EPA01823,青山里,新生路四段265號,"25.008318,121.213409",2,1372,中壢分局,V,青埔所,
大樓,EPA01824,永福里,7鄰東園二路6號,"24.974438,121.238406",2,1131,中壢分局,V,中福所,
透天,EPA01825,月眉里,6鄰圓光路一段86號,"25.000884,121.192119",1,103,中壢分局,V,大崙所,
大樓,EPA01826,青埔里,3鄰青峰路二段69號9樓,"25.017895,121.221572",3,1392,中壢分局,V,青埔所,
大樓,EPA01827,青峰里,領航北路四段122號,"25.0226698,121.2160769",2,1956,中壢分局,V,青埔所,
大樓,EPA01828,光明里,光輝街26號,"24.96541,121.217684",3,1172,中壢分局,V,興國所,
大樓,EPA01829,後寮里,龍慈路85號,"24.943151,121.2473171",2,3927,中壢分局,V,普仁所,
大樓,EPA01830,洽溪里,民權路五段76巷21號,"25.014046,121.20358",2,698,中壢分局,V,青埔所,
大樓,EPA01831,青峰里,大豐二街106號,"25.023133,121.220481",2,768,中壢分局,V,青埔所,
大樓,EPA01832,芝芭里,文發路15號,"25.003097,121.209287",3,2385,中壢分局,V,青埔所,
大樓,EPA01833,青山里,致祥一街111號,"25.009496,121.213817",2,1149,中壢分局,V,青埔所,
大樓,EPA01834,洽溪里,洽溪路117號,"25.006804,121.204802",2,390,中壢分局,V,青埔所,
公家機關,EPA01835,中建里,中正路170號,"24.9556,121.22138",4,1013,中壢分局,V,中壢所,
大樓,EPA01836,芝芭里,領航南路一段127號,"25.001291,121.206319",3,2847,中壢分局,V,青埔所,
大樓,EPA01837,芝芭里,高鐵南路二段335號,"25.001673,121.203345",4,1378,中壢分局,V,青埔所,
大樓,EPA01838,過嶺里,高鐵南路五段888號,"24.963082,121.163515",3,829,中壢分局,V,大崙所,
大樓,EPA01839,青埔里,青昇二街5號,"25.017456,121.221547",3,1302,中壢分局,V,青埔所,
大樓,EPA01841,龍慈里,龍和二街376號2樓,"24.94015,121.244931",3,1216,中壢分局,V,龍興所,
大樓,EPA01842,青埔里,青埔二街127號2樓,"25.007683,121.220494",2,1570,中壢分局,V,青埔所,
大樓,EPA01843,中興里,榮安八街76號十三樓之5,"24.962492,121.258740",2,1554,中壢分局,V,自強所,
大樓,EPA01844,青埔里,領航南路二段237號八樓,"25.006088,121.215237",3,927,中壢分局,V,青埔所,
大樓,EPA01845,青溪里,文發路331號,"25.006312,121.208808",3,772,中壢分局,V,青埔所,
大樓,EPA01846,文化里,吉利七街56號,"24.982619,121.252387",2,832,中壢分局,V,文化所,
透天,EPA01847,後寮里,龍慈路5號,"24.944083,121.248262",2,2972,中壢分局,V,普仁所,
大樓,EPA01848,中央里,長江一街7號,"24.9553294,121.228089",2,356,中壢分局,V,中壢所,
大樓,EPA01849,青埔里,領航南路四段166號,"25.017650,121.223535",2,1712,中壢分局,V,青埔所,
大樓,EPA01850,青埔里,領航南路二段368號18樓,"25.006400,121.215959",3,1461,中壢分局,V,青埔所,
大樓,EPA01851,龍昌里,15鄰中山東路四段18號9樓,"24.935665,121.255017",2,9701,中壢分局,V,龍興所,
大樓,EPA01852,芝芭里,12鄰領航南路一段175號二樓,"25.001080,121.206813",3,684,中壢分局,V,青埔所,
公寓,EPA01853,三民里,17鄰環西路二段25巷21號2樓,"24.963199,121.207955",1,166,中壢分局,V,興國所,
工廠,EPA01854,內定里,1鄰合定路20號,"24.988246,121.243261",1,315,中壢分局,V,文化所,
大樓,EPA01855,洽溪里,6鄰永明街25號五樓,"25.010773,121.201778",2,1084,中壢分局,V,青埔所,
工廠,EPA01856,文化里,21鄰長春二路256號,"24.977528,121.244872",2,682,中壢分局,V,文化所,
大樓,EPA01857,過嶺里,14鄰松義三街33號,"24.959111,121.168997",2,976,中壢分局,V,大崙所,
大樓,EPA01858,德義里,5鄰中山東路一段17號,"24.956244,121.229400",2,310,中壢分局,V,普仁所,
大樓,EPA01859,洽溪里,10鄰民權路四段545號,"25.011310,121.202805",3,1227,中壢分局,V,青埔所,
大樓,EPA01860,新興里,15鄰金陵路259巷9號2樓,"24.944189,121.222683",1,138,中壢分局,V,龍興所,
大樓,EPA01861,青埔里,6鄰青溪路一段1號十樓,"25.004962,121.223517",2,3243,中壢分局,V,青埔所,
其他,EPA01862,月眉里,10鄰青山一路461巷28號,"25.005381,121.181238",1,264,中壢分局,V,大崙所,
工廠,EPA01863,永福里,5鄰中福路二段27號,"24.980692,121.233810",1,790,中壢分局,V,中福所,
大樓,EPA01864,和平里,15鄰文成南街13巷15號,"24.978930,121.253039",1,459,中壢分局,V,內壢所,
大樓,EPA01865,信義里,10鄰甘肅一街43號,"24.952767,121.233977",1,349,中壢分局,V,普仁所,
大樓,EPA01866,青埔里,5鄰青境路26號4樓,"25.008277,121.217129",5,975,中壢分局,V,青埔所,
大樓,EPA01867,芝芭里,14鄰領航北路一段99號,"25.002828,121.201179",1,13728,中壢分局,V,青埔所,
大樓,EPA01868,青峰里,13鄰青峰路二段117號,"25.018472,121.222260",2,2141,中壢分局,V,青埔所,
大樓,EPA01869,文化里,25鄰吉利一街31號2樓,"24.983885,121.250947",1,513,中壢分局,V,文化所,
大樓,EPA01870,過嶺里,21鄰松義路126號,"24.960485,121.166802",3,990,中壢分局,V,大崙所,
大樓,EPA01871,過嶺里,21鄰松義二街56號,"24.960192,121.167589",3,1580,中壢分局,V,大崙所,
大樓,EPA01872,青埔里,3鄰高鐵北路二段40號7樓,"25.017752,121.219124",3,5525,中壢分局,V,青埔所,
大樓,EPA01873,月眉里,3鄰高鐵南路三段722號,"24.992686,121.193900",2,1430,中壢分局,V,大崙所,
大樓,EPA01874,青埔里,3鄰領航南路四段119號,"25.017333,121.222948",2,1569,中壢分局,V,青埔所,
大樓,EPA01875,內定里,22鄰文中路二段35巷26號,"24.988777,121.256806",2,694,中壢分局,V,文化所,
大樓,EPA01876,青埔里,20鄰青峰路一段163號12樓,"25.015756,121.219554",5,4870,中壢分局,V,青埔所,
大樓,EPA01877,中榮里,19鄰康樂路50號,"24.953230,121.221250",1,4309,中壢分局,V,中壢所,
大樓,EPA01878,復興里,15鄰復華十一街88號,"24.975856,121.246639",2,589,中壢分局,V,文化所,
大樓,EPA01879,月眉里,10鄰月山路286號10樓,"25.007083,121.178437",2,903,中壢分局,V,大崙所,
大樓,EPA01880,青埔里,18鄰高鐵站前西路二段81號,"25.007214,121.220298",4,1524,中壢分局,V,青埔所,
大樓,EPA01881,青溪里,7鄰永順一街31號十三樓,"25.012571,121.204583",3,1174,中壢分局,V,青埔所,
大樓,EPA01882,文化里,6鄰吉林路19號,"24.9795662,121.243060",3,2272,中壢分局,V,文化所,
大樓,EPA01883,芝芭里,1鄰領航南路一段2號,"25.0011274,121.203395",3,972,中壢分局,V,青埔所,
大樓,EPA01884,文化里,6鄰松柏路3號,"24.9848874,121.247863",1,1325,中壢分局,V,文化所,
大樓,EPA01885,文化里,25鄰吉利一街7號,"24.9834022,121.250669",1,74,中壢分局,V,文化所,
大樓,EPA01886,龍昌里,6鄰龍川三街8巷6號,"24.9351621,121.247787",1,146,中壢分局,V,龍興所,
大樓,EPA01887,青埔里,6鄰青松街199號5樓,"25.004020,121.218722",2,1594,中壢分局,V,青埔所,
大樓,EPA01888,興國里,1鄰中美路二段103號八樓之1,"24.9598397,121.221357",4,755,中壢分局,V,興國所,
教育機構,EPA01889,青埔里,1鄰青昇路123號,"25.0180571,121.218009",1,1647,中壢分局,V,青埔所,
大樓,EPA01890,青埔里,16鄰青商路75號十六樓,"25.00574,121.21695",4,1258,中壢分局,V,青埔所,
大樓,EPA01891,永福里,7鄰東園路85號,"24.98391,121.23936",1,1775,中壢分局,V,中福所,
大樓,EPA01892,成功里,6鄰成章三街108號,"24.98117,121.25665",3,1582,中壢分局,V,內壢所,
大樓,EPA01893,後寮里,16鄰龍慈路26號,"24.94358,121.24745",2,1214,中壢分局,V,普仁所,
大樓,EPA01894,青山里,10鄰致遠街51號11樓之1,"25.00542,121.21263",3,2307,中壢分局,V,青埔所,
大樓,EPA01895,洽溪里,10鄰民權路四段680號,"25.01153,121.20305",3,1065,中壢分局,V,青埔所,
大樓,EPA01896,芝芭里,6鄰啟文路二段350巷16號二樓,"24.98267,121.20037",2,1524,中壢分局,V,青埔所,
大樓,EPA01897,中山里,22鄰榮民路412號,"24.96109,121.26147",2,569,中壢分局,V,自強所,
大樓,EPA01898,成功里,7鄰成章三街148號四樓,"24.98181,121.25689",1,133,中壢分局,V,內壢所,
大樓,EPA01899,青埔里,15鄰領航南路三段266號,"25.01046,121.22036",4,1035,中壢分局,V,青埔所,
大樓,EPA01900,青山里,10鄰新生路四段77號,"25.00539,121.21350",1,169,中壢分局,V,青埔所,
大樓,EPA01901,林森里,3鄰執信一街56號,"24.94682,121.22702",1,210,中壢分局,V,龍興所,
