類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
一般建築,XG1476,宏亮里,高雄市小港區宏亮里新豐街162號,"22.56895,120.35889",1.0,16.0,小港分局,,
一般建築,XG1475,宏亮里,高雄市小港區宏亮里新豐街164號,"22.56895,120.35885",1.0,16.0,小港分局,,
一般建築,XG1474,宏亮里,高雄市小港區宏亮里新豐街166號,"22.56895,120.358808",1.0,16.0,小港分局,,
一般建築,XG1473,宏亮里,高雄市小港區宏亮里新豐街168號,"22.56895,120.358767",1.0,16.0,小港分局,,
一般建築,XG1472,宏亮里,高雄市小港區宏亮里新豐街170號,"22.56895,120.358726",1.0,16.0,小港分局,,
一般建築,XG1471,宏亮里,高雄市小港區宏亮里新豐街172號,"22.56895,120.358684",1.0,16.0,小港分局,,
一般建築,XG1470,宏亮里,高雄市小港區宏亮里新豐街174號,"22.56895,120.358644",1.0,16.0,小港分局,,
一般建築,XG1469,宏亮里,高雄市小港區宏亮里新豐街176號,"22.56895,120.358604",1.0,16.0,小港分局,,
一般建築,XG1957,宏亮里,高雄市小港區宏亮里漢民路719號,"22.568016,120.362234",1.0,16.0,小港分局,,
一般建築,XG1958,宏亮里,高雄市小港區宏亮里漢民路721號,"22.568034,120.362275",1.0,16.0,小港分局,,
一般建築,XG1959,宏亮里,高雄市小港區宏亮里漢民路723號,"22.568052,120.362317",1.0,16.0,小港分局,,
一般建築,XG1960,宏亮里,高雄市小港區宏亮里漢民路725號,"22.568062,120.362354",1.0,16.0,小港分局,,
一般建築,XG2306,店鎮里,高雄市小港區店鎮里南北路54巷12號,"22.561594,120.355121",1.0,16.0,小港分局,,
一般建築,XG2303,店鎮里,高雄市小港區店鎮里南北路54巷6號,"22.56152,120.355003",1.0,16.0,小港分局,,
一般建築,XG2299,店鎮里,高雄市小港區店鎮里頂橫路2之3號,"22.56189,120.355003",1.0,16.0,小港分局,,
一般建築,XG2302,店鎮里,高雄市小港區店鎮里頂橫路2之6號,"22.561892,120.355126",1.0,16.0,小港分局,,
一般建築,XG2115,桂林里,高雄市小港區桂林里15鄰桂陽路4號,"22.581674,120.358497",1.0,16.0,小港分局,,
一般建築,XG2088,港后里,高雄市小港區港后里崇明街12號,"22.570997,120.333575",1.0,16.0,小港分局,,
一般建築,XG2094,港后里,高雄市小港區港后里崇明街24號,"22.570951,120.333359",1.0,16.0,小港分局,,
一般建築,XG1077,港后里,高雄市小港區港后里豐登街25號,"22.569465,120.334168",1.0,16.0,小港分局,,
一般建築,XG1076,港后里,高雄市小港區港后里豐登街27號,"22.5695,120.334154",1.0,16.0,小港分局,,
一般建築,XG1075,港后里,高雄市小港區港后里豐登街29號,"22.569527,120.334142",1.0,16.0,小港分局,,
一般建築,XG1074,港后里,高雄市小港區港后里豐登街31號,"22.569564,120.334129",1.0,16.0,小港分局,,
一般建築,XG1073,港后里,高雄市小港區港后里豐登街33號,"22.5696,120.334115",1.0,16.0,小港分局,,
一般建築,XG1072,港后里,高雄市小港區港后里豐登街35號,"22.569627,120.3341",1.0,16.0,小港分局,,
一般建築,XG1071,港后里,高雄市小港區港后里豐登街37號,"22.569662,120.33409",1.0,16.0,小港分局,,
一般建築,XG1070,港后里,高雄市小港區港后里豐登街39號,"22.569699,120.334076",1.0,16.0,小港分局,,
一般建築,XG1069,港后里,高雄市小港區港后里豐登街41號,"22.569725,120.334061",1.0,16.0,小港分局,,
一般建築,XG1068,港后里,高雄市小港區港后里豐登街43號,"22.569762,120.334048",1.0,16.0,小港分局,,
一般建築,XG1067,港后里,高雄市小港區港后里豐登街45號,"22.569797,120.334037",1.0,16.0,小港分局,,
一般建築,XG1066,港后里,高雄市小港區港后里豐登街47號,"22.569835,120.334019",1.0,16.0,小港分局,,
一般建築,XG2350,港興里,高雄市小港區港興里小港路68巷1弄13號,"22.565873,120.343528",1.0,16.0,小港分局,,
一般建築,XG1999,廈莊里,高雄市小港區廈莊里6鄰孔鳳路331號,"22.581298,120.361632",1.0,16.0,小港分局,,
一般建築,XG0744,鳳林里,高雄市小港區鳳林里1鄰鳳林路138巷10之1號,"22.528046,120.344628",1.0,16.0,小港分局,,
一般建築,XG0743,鳳林里,高雄市小港區鳳林里1鄰鳳林路138巷10之2號,"22.528009,120.344635",1.0,16.0,小港分局,,
一般建築,XG0742,鳳林里,高雄市小港區鳳林里1鄰鳳林路138巷10之3號,"22.527992,120.344678",1.0,16.0,小港分局,,
一般建築,XG0741,鳳林里,高雄市小港區鳳林里1鄰鳳林路138巷10之4號,"22.527964,120.344714",1.0,16.0,小港分局,,
一般建築,XG0788,鳳源里,高雄市小港區鳳源里18鄰鳳林路166巷5之1號,"22.527425,120.34307",1.0,16.0,小港分局,,
一般建築,XG0900,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路16之1號,"22.51149,120.360343",1.0,16.0,小港分局,,
一般建築,XG0874,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之1號,"22.511285,120.358382",1.0,16.0,小港分局,,
一般建築,XG0875,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之2號,"22.511258,120.358412",1.0,16.0,小港分局,,
一般建築,XG0876,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之3號,"22.51124,120.358435",1.0,16.0,小港分局,,
一般建築,XG0877,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之4號,"22.511213,120.358462",1.0,16.0,小港分局,,
一般建築,XG0878,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之5號,"22.511185,120.358485",1.0,16.0,小港分局,,
一般建築,XG0879,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之6號,"22.51116,120.358512",1.0,16.0,小港分局,,
一般建築,XG0880,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95之7號,"22.511142,120.358538",1.0,16.0,小港分局,,
一般建築,XG0873,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路95號,"22.511312,120.358352",1.0,16.0,小港分局,,
一般建築,XG0869,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路96之1號,"22.511015,120.358465",1.0,16.0,小港分局,,
一般建築,XG0870,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路96之2號,"22.510988,120.358439",1.0,16.0,小港分局,,
一般建築,XG0868,鳳鳴里,高雄市小港區鳳鳴里9鄰丹山二路96號,"22.511042,120.358492",1.0,16.0,小港分局,,
一般建築,XG1393,鳳興里,高雄市小港區鳳興里11鄰鳳華路100號,"22.523298,120.347493",1.0,16.0,小港分局,,
一般建築,XG1777,二苓里,高雄市小港區二苓里漢民路188巷3弄21號,"22.564482,120.352438",1.0,17.0,小港分局,,
一般建築,XG1009,大苓里,高雄市小港區大苓里民益路133巷42弄5號,"22.569002,120.347089",1.0,17.0,小港分局,,
一般建築,XG1010,大苓里,高雄市小港區大苓里民益路133巷42弄6號,"22.568963,120.347083",1.0,17.0,小港分局,,
一般建築,XG1635,大苓里,高雄市小港區大苓里民益路64巷23弄16號,"22.568477,120.348821",1.0,17.0,小港分局,,
一般建築,XG1634,大苓里,高雄市小港區大苓里民益路64巷23弄18號,"22.568512,120.348822",1.0,17.0,小港分局,,
一般建築,XG0706,山東里,高雄市小港區山東里廠西路46巷2號,"22.570291,120.350618",1.0,17.0,小港分局,,
一般建築,XG1061,六苓里,高雄市小港區六苓里華盛街74號,"22.567366,120.359875",1.0,17.0,小港分局,,
一般建築,XG1056,六苓里,高雄市小港區六苓里華盛街76巷10號,"22.567426,120.36017",1.0,17.0,小港分局,,
一般建築,XG1055,六苓里,高雄市小港區六苓里華盛街76巷12號,"22.56744,120.360211",1.0,17.0,小港分局,,
一般建築,XG1054,六苓里,高雄市小港區六苓里華盛街76巷14號,"22.56745,120.360252",1.0,17.0,小港分局,,
一般建築,XG1053,六苓里,高雄市小港區六苓里華盛街76巷16號,"22.567463,120.360286",1.0,17.0,小港分局,,
一般建築,XG1052,六苓里,高雄市小港區六苓里華盛街76巷18號,"22.567475,120.36032",1.0,17.0,小港分局,,
一般建築,XG1051,六苓里,高雄市小港區六苓里華盛街76巷20號,"22.567488,120.36036",1.0,17.0,小港分局,,
一般建築,XG1050,六苓里,高雄市小港區六苓里華盛街76巷22號,"22.567499,120.3604",1.0,17.0,小港分局,,
一般建築,XG1059,六苓里,高雄市小港區六苓里華盛街76巷2之1號,"22.567391,120.360066",1.0,17.0,小港分局,,
一般建築,XG1060,六苓里,高雄市小港區六苓里華盛街76巷2號,"22.567383,120.360032",1.0,17.0,小港分局,,
一般建築,XG1058,六苓里,高雄市小港區六苓里華盛街76巷6號,"22.567402,120.360101",1.0,17.0,小港分局,,
一般建築,XG1057,六苓里,高雄市小港區六苓里華盛街76巷8號,"22.567413,120.360136",1.0,17.0,小港分局,,
一般建築,XG1831,正苓里,高雄市小港區正苓里永順街186之2號,"22.569195,120.35208",1.0,17.0,小港分局,,
一般建築,XG1837,正苓里,高雄市小港區正苓里崇文路122巷2號,"22.56933,120.352075",1.0,17.0,小港分局,,
一般建築,XG0986,正苓里,高雄市小港區正苓里崇文路67號,"22.568057,120.352",1.0,17.0,小港分局,,
一般建築,XG0985,正苓里,高雄市小港區正苓里崇文路69號,"22.568083,120.351975",1.0,17.0,小港分局,,
一般建築,XG0984,正苓里,高雄市小港區正苓里崇文路71號,"22.56812,120.351956",1.0,17.0,小港分局,,
一般建築,XG1961,宏亮里,高雄市小港區宏亮里山明路489號,"22.568152,120.362271",1.0,17.0,小港分局,,
一般建築,XG1962,宏亮里,高雄市小港區宏亮里山明路491號,"22.568187,120.362253",1.0,17.0,小港分局,,
一般建築,XG1963,宏亮里,高雄市小港區宏亮里山明路493號,"22.568214,120.362241",1.0,17.0,小港分局,,
一般建築,XG1964,宏亮里,高雄市小港區宏亮里山明路495號,"22.568251,120.362229",1.0,17.0,小港分局,,
一般建築,XG1965,宏亮里,高雄市小港區宏亮里山明路497號,"22.568277,120.362216",1.0,17.0,小港分局,,
一般建築,XG1966,宏亮里,高雄市小港區宏亮里山明路499號,"22.568314,120.3622",1.0,17.0,小港分局,,
一般建築,XG1506,宏亮里,高雄市小港區宏亮里安和街106號,"22.569379,120.359595",1.0,17.0,小港分局,,
一般建築,XG1504,宏亮里,高雄市小港區宏亮里安和街110號,"22.569379,120.359513",1.0,17.0,小港分局,,
一般建築,XG2075,宏亮里,高雄市小港區宏亮里安和街72之1號,"22.569406,120.360934",1.0,17.0,小港分局,,
一般建築,XG2076,宏亮里,高雄市小港區宏亮里安和街72之2號,"22.569405,120.360892",1.0,17.0,小港分局,,
一般建築,XG2077,宏亮里,高雄市小港區宏亮里安和街72之3號,"22.569405,120.360853",1.0,17.0,小港分局,,
一般建築,XG2078,宏亮里,高雄市小港區宏亮里安和街72之4號,"22.569406,120.360812",1.0,17.0,小港分局,,
一般建築,XG1497,宏亮里,高雄市小港區宏亮里宏平路325號,"22.569642,120.360371",1.0,17.0,小港分局,,
一般建築,XG1498,宏亮里,高雄市小港區宏亮里宏平路327號,"22.569642,120.360331",1.0,17.0,小港分局,,
一般建築,XG1499,宏亮里,高雄市小港區宏亮里宏平路329號,"22.569642,120.360292",1.0,17.0,小港分局,,
一般建築,XG1500,宏亮里,高雄市小港區宏亮里宏平路331號,"22.569642,120.360249",1.0,17.0,小港分局,,
一般建築,XG1501,宏亮里,高雄市小港區宏亮里宏平路333號,"22.569642,120.36021",1.0,17.0,小港分局,,
一般建築,XG1502,宏亮里,高雄市小港區宏亮里宏平路335號,"22.569642,120.360169",1.0,17.0,小港分局,,
一般建築,XG1509,宏亮里,高雄市小港區宏亮里宏平路349號,"22.569642,120.359862",1.0,17.0,小港分局,,
一般建築,XG1510,宏亮里,高雄市小港區宏亮里宏平路351號,"22.569642,120.359821",1.0,17.0,小港分局,,
一般建築,XG2455,店鎮里,高雄市小港區店鎮里紹興街73號,"22.563033,120.356016",1.0,17.0,小港分局,,
一般建築,XG2454,店鎮里,高雄市小港區店鎮里紹興街75號,"22.56306,120.355992",1.0,17.0,小港分局,,
一般建築,XG2453,店鎮里,高雄市小港區店鎮里紹興街77號,"22.563086,120.355964",1.0,17.0,小港分局,,
一般建築,XG1240,松山里,高雄市小港區松山里14鄰松興路109號,"22.574674,120.372076",1.0,17.0,小港分局,,
一般建築,XG1135,高松里,高雄市小港區高松里16鄰松泰街83號,"22.573042,120.375281",1.0,17.0,小港分局,,
一般建築,XG1969,港后里,高雄市小港區港后里崇明街2號,"22.571044,120.333834",1.0,17.0,小港分局,,
一般建築,XG1968,港后里,高雄市小港區港后里崇明街4號,"22.571038,120.333793",1.0,17.0,小港分局,,
一般建築,XG1786,港明里,高雄市小港區港明里港盛街26號,"22.567651,120.33221",1.0,17.0,小港分局,,
一般建築,XG1787,港明里,高雄市小港區港明里港盛街28號,"22.567615,120.332235",1.0,17.0,小港分局,,
一般建築,XG1971,港南里,高雄市小港區港南里福利路45號,"22.565621,120.334928",1.0,17.0,小港分局,,
一般建築,XG0779,港墘里,高雄市小港區港墘里港後路89巷10號,"22.56757,120.334451",1.0,17.0,小港分局,,
一般建築,XG0782,港墘里,高雄市小港區港墘里港後路89巷11號,"22.567623,120.334567",1.0,17.0,小港分局,,
一般建築,XG0778,港墘里,高雄市小港區港墘里港後路89巷12號,"22.567533,120.334464",1.0,17.0,小港分局,,
一般建築,XG0781,港墘里,高雄市小港區港墘里港後路89巷6號,"22.567633,120.334422",1.0,17.0,小港分局,,
一般建築,XG0784,港墘里,高雄市小港區港墘里港後路89巷7號,"22.567686,120.334541",1.0,17.0,小港分局,,
一般建築,XG0780,港墘里,高雄市小港區港墘里港後路89巷8號,"22.567606,120.334438",1.0,17.0,小港分局,,
一般建築,XG0783,港墘里,高雄市小港區港墘里港後路89巷9號,"22.56766,120.334554",1.0,17.0,小港分局,,
一般建築,XG0774,港墘里,高雄市小港區港墘里達德街87號,"22.567471,120.334604",1.0,17.0,小港分局,,
一般建築,XG0971,港興里,高雄市小港區港興里小港路116之1號,"22.565615,120.342592",1.0,17.0,小港分局,,
一般建築,XG0970,港興里,高雄市小港區港興里小港路116號,"22.565598,120.342635",1.0,17.0,小港分局,,
一般建築,XG0816,港興里,高雄市小港區港興里小港路48巷1弄12號,"22.566092,120.344284",1.0,17.0,小港分局,,
一般建築,XG2349,港興里,高雄市小港區港興里小港路68巷1弄11號,"22.565881,120.343566",1.0,17.0,小港分局,,
一般建築,XG1112,廈莊里,高雄市小港區廈莊里2鄰新昌街16之1號,"22.583684,120.362252",1.0,17.0,小港分局,,
一般建築,XG1111,廈莊里,高雄市小港區廈莊里2鄰新昌街16之2號,"22.583729,120.362256",1.0,17.0,小港分局,,
一般建築,XG1110,廈莊里,高雄市小港區廈莊里2鄰新昌街16之3號,"22.583766,120.362256",1.0,17.0,小港分局,,
一般建築,XG1109,廈莊里,高雄市小港區廈莊里2鄰新昌街16之4號,"22.583803,120.36226",1.0,17.0,小港分局,,
一般建築,XG1108,廈莊里,高雄市小港區廈莊里2鄰新昌街16之5號,"22.583848,120.362262",1.0,17.0,小港分局,,
一般建築,XG1107,廈莊里,高雄市小港區廈莊里2鄰新昌街16之6號,"22.583884,120.362262",1.0,17.0,小港分局,,
一般建築,XG0889,廈莊里,高雄市小港區廈莊里2鄰新昌街18之1號,"22.584019,120.362263",1.0,17.0,小港分局,,
一般建築,XG0890,廈莊里,高雄市小港區廈莊里2鄰新昌街18之2號,"22.584054,120.362264",1.0,17.0,小港分局,,
一般建築,XG0891,廈莊里,高雄市小港區廈莊里2鄰新昌街18之3號,"22.584109,120.362267",1.0,17.0,小港分局,,
一般建築,XG0888,廈莊里,高雄市小港區廈莊里2鄰新昌街18號,"22.583974,120.36226",1.0,17.0,小港分局,,
一般建築,XG0839,廈莊里,高雄市小港區廈莊里3鄰廈莊一街138號,"22.583945,120.361248",1.0,17.0,小港分局,,
一般建築,XG1993,廈莊里,高雄市小港區廈莊里6鄰孔鳳路319號,"22.581289,120.361866",1.0,17.0,小港分局,,
一般建築,XG1994,廈莊里,高雄市小港區廈莊里6鄰孔鳳路321號,"22.581289,120.361825",1.0,17.0,小港分局,,
一般建築,XG1995,廈莊里,高雄市小港區廈莊里6鄰孔鳳路323號,"22.581289,120.36179",1.0,17.0,小港分局,,
一般建築,XG1996,廈莊里,高雄市小港區廈莊里6鄰孔鳳路325號,"22.581289,120.361752",1.0,17.0,小港分局,,
一般建築,XG1997,廈莊里,高雄市小港區廈莊里6鄰孔鳳路327號,"22.581289,120.361715",1.0,17.0,小港分局,,
一般建築,XG1998,廈莊里,高雄市小港區廈莊里6鄰孔鳳路329號,"22.581299,120.361673",1.0,17.0,小港分局,,
一般建築,XG2239,廈莊里,高雄市小港區廈莊里8鄰孔鳳路389號,"22.581327,120.360083",1.0,17.0,小港分局,,
一般建築,XG1795,廈莊里,高雄市小港區廈莊里8鄰孔鳳路425號,"22.581343,120.359335",1.0,17.0,小港分局,,
一般建築,XG1424,廈莊里,高雄市小港區廈莊里9鄰孔鳳路490號,"22.581551,120.359415",1.0,17.0,小港分局,,
一般建築,XG0927,鳳源里,高雄市小港區鳳源里13鄰鳳林路166巷7之17號,"22.527608,120.342665",1.0,17.0,小港分局,,
一般建築,XG0928,鳳源里,高雄市小港區鳳源里13鄰鳳林路166巷7之21號,"22.527602,120.342509",1.0,17.0,小港分局,,
一般建築,XG0787,鳳源里,高雄市小港區鳳源里18鄰鳳林路166巷5之2號,"22.527462,120.343047",1.0,17.0,小港分局,,
一般建築,XG0786,鳳源里,高雄市小港區鳳源里18鄰鳳林路166巷5之3號,"22.527488,120.343016",1.0,17.0,小港分局,,
